gene_name,locus,"fitness_HC, HL","fitness_HC, IL","fitness_HC, LL","fitness_HC, LL, -N","fitness_HC, LL, +FL","fitness_HC, LL, +G","fitness_LC, IL","fitness_LC, LL","fitness_LC, LL, +D, +G","fitness_LC, LL, +FL","fitness_LC, LL, +G","padj_HC, HL","padj_HC, IL","padj_HC, LL","padj_HC, LL, -N","padj_HC, LL, +FL","padj_HC, LL, +G","padj_LC, IL","padj_LC, LL","padj_LC, LL, +D, +G","padj_LC, LL, +FL","padj_LC, LL, +G"
atpI sll1321,sll1321,-5.0533686852684845,-2.632361883893081,-1.8873971880315947,-1.9485607938212783,-2.3312005272344165,-3.1047436362008303,-1.051205439122358,-3.7157571490708206,-3.3756415070543264,-1.0996715440882912,-2.540330828736287,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.016322493098060237,0.004453316100481262,0.0039036595260570415,0.013626203166358253,0.0037293329286874413
atpB atpI sll1322,sll1322,-5.720091583285703,-2.4058867920663007,-3.5145250302181754,-2.5747484712362128,-3.5899829433746553,-3.9734481171465865,-1.359432395050741,-4.647194158720062,-4.462618307454885,-1.7959830749296195,-2.022048291310643,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004804765591314697,0.004671615909328382,0.0038861357297089037,0.006723349389954634,0.004453316100481262,0.0039036595260570415,0.005790609537785723,0.004137559376520415
atpF2 atpG sll1323,sll1323,-4.703147638400692,-1.6283299933367792,-2.053293437747129,-1.8448144930718808,-2.446637745176359,-2.735541559595965,-1.8809275976307152,-3.2503152930562402,-3.414862200474795,-2.313285970543727,-2.0735435974450405,0.004020937266418331,0.006059711641547723,0.005705730896352382,0.022314280521921352,0.006726367911206994,0.004534940509245463,0.033108736303301696,0.004453316100481262,0.0039036595260570415,0.005517510952915314,0.003742735887284221
atpF sll1324,sll1324,-6.10591749036522,-2.9034776053764935,-3.0339831126202346,-2.7378732911432637,-3.2705855259511676,-4.090222660691547,-1.5346743962256164,-4.488929975815701,-4.554283821882694,-1.9259345155215084,-2.720116022941847,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.005595854993111364,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.00406700267764182
atpH atpD sll1325,sll1325,-6.497496500135417,-3.36450546138234,-2.5444222079622842,-3.047656428051173,-3.2645970805839797,-4.181760758749036,-1.300195694621624,-4.902989398107785,-4.790616139747364,-1.5911366028255303,-3.3993345079925215,0.004020937266418331,0.004407158682625764,0.04224633031642024,0.05587270260551913,0.004874198620090921,0.0038861357297089037,0.01824682369337171,0.004453316100481262,0.0039036595260570415,0.048677745796336234,0.0038809288563452756
atpA sll1326,sll1326,-5.24514620280668,-1.7673831217979237,-3.5363682528594973,-1.6176234828227771,-3.7833638588264926,-3.876668586138853,-1.6279259462377045,-4.562859518948405,-4.369436634714261,-2.5412744468291444,-1.9662704560443527,0.004020937266418331,0.004668015706843546,0.027574031461752652,0.009368913023385429,0.006726367911206994,0.0038861357297089037,0.02172976746410348,0.004453316100481262,0.0039036595260570415,0.03429005462501254,0.0037293329286874413
atpG atpC sll1327,sll1327,-3.656929547033764,-3.29346804305931,-3.095242288326915,-2.827351775695492,-2.694235743086186,-3.342398404005608,-0.7230126803476418,-2.865086838314706,-3.5404258896074525,-0.32081844172106067,-3.4132686900687466,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.2339314625543945,0.004453316100481262,0.0039036595260570415,0.6206167883073832,0.0037293329286874413
sll1338,sll1338,-2.9976323032074146,-2.296835243694144,-1.808546114967683,-1.3301921107721855,-2.2998542467483585,-2.717214764183775,-0.2115396979192115,-2.641088333228974,-2.524212108988437,-1.6516228042325052,-1.9855274249060073,0.00757043713806132,0.007380455869023805,0.06374335204185616,0.22571007808974805,0.008367879430821356,0.0054686675631777015,0.9679914470039143,0.014364026962348923,0.00396203681817978,0.03007307922132254,0.008152901646392883
gap2 sll1342,sll1342,-0.8157215874034836,-1.946476593396599,-1.3714463646087676,-1.8251369792226246,-1.4517806223171599,-2.9452269417421157,0.43243203131678193,-1.9053931454799593,-4.165922792296225,0.6923428117485314,-2.8374490699208494,0.4318112562083061,0.0043484734210247535,0.017255244725075915,0.004823142164640209,0.008258424894169591,0.0038861357297089037,0.7532150674858561,0.0046349015771217274,0.0039036595260570415,0.7369001586241365,0.0037293329286874413
dnaX,sll1360,-3.4468457346811268,-3.9216161455698897,-4.538109027298223,-3.966034936278843,-3.350690855928043,-3.39052934727034,-5.345185493291486,-4.102437331141986,-2.9939208191337094,-5.088422032809276,-3.6397978956370456,0.03939068502668939,0.007772517701009417,0.11141194099177212,0.03166700876465555,0.023553694948906825,0.029280602200370792,0.005937828424339597,0.01405878827820951,0.4368867543900526,0.7036424652946085,0.009821478253391027
ileS sll1362,sll1362,-4.526558206695179,-4.757240376735259,-3.9658919317739856,-4.648166574670023,-4.352795214983225,-5.142832078099779,-3.317055867687315,-4.403532973748147,-4.917967200844543,-3.2301906818944706,-5.29881781549486,0.004020937266418331,0.0043484734210247535,0.005479652412400814,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.06500298406336669,0.004453316100481262,0.0039036595260570415,0.06027844488829585,0.0037293329286874413
ilvC sll1363,sll1363,-2.7931185960526674,-3.4791898515983704,-3.035134034531219,-3.4601304621912727,-2.5241744860036426,-3.166096389703956,-2.9144701600267138,-2.753914154408274,-2.947218670923659,-2.1231598129679483,-3.5665589975434706,0.005309797298269375,0.0043484734210247535,0.05331925716557699,0.005168180250779305,0.010516888044996873,0.003910543833250449,0.01824682369337171,0.004736928440840463,0.024502089894390476,0.07402974060162117,0.004769664765636981
sll1367,sll1367,-1.3092058337486705,-0.9008346889910925,-1.0023260139195986,-1.8379745777310792,-0.5805159686036121,-0.22329723215865777,-3.190049564940403,-1.8062816129474182,-1.227565526051299,-2.3313821700921946,-0.7026431194912354,0.007267826699095468,0.007997700165579302,0.012439090296348272,0.004674107951401031,0.06733704492243824,0.9230035467231817,0.0046234741971317795,0.005223279550916084,0.004714328978756756,0.007035682639970528,0.024739220184766705
sll1372,sll1372,-3.448723066494125,-3.287571424914919,-3.553608088325087,-3.370834580550216,-3.131650574203429,-3.2429241577572685,-1.2620488725222438,-3.148231637174796,-3.370229088143478,-2.569735025692207,-3.064204712343514,0.010524080412043791,0.005900198002165899,0.07508583152074161,0.01405186284595302,0.022625959691149413,0.009179523870020771,0.12381412381284468,0.0790108639175096,0.05839988288418041,0.008164034838146974,0.05214671106728998
MgdE sll1376,sll1376,0.7910061000436821,-0.9888597578781527,-0.3411421858899582,-0.9754052234544529,-0.65403808969395,-1.2117834849608562,-0.067707157767875,-0.3560204634194106,-0.6649166175878585,-0.845885383253145,-1.2636463933207038,0.004964800699912887,0.09680207321084655,0.6112754741001603,0.01793606580397774,0.269372071745122,0.020379604676137475,0.8491905755024023,0.17831200312088996,0.21196710861577062,0.10255743224464295,0.04295375028087129
sll1377,sll1377,-4.355561313094765,-2.621626908234527,-1.8940179376014092,-1.7482025185124637,-1.615504626003519,-2.8324072263184252,-2.225153769861555,-4.258808679441604,-3.339246531522222,-1.6709030927326953,-3.6475461824407986,0.0042112226307496874,0.5675032803968832,0.48888067744775826,0.27869402996957665,0.4708075394735559,0.03736023734490128,0.92277971139881,0.004453316100481262,0.010159627812988766,0.9802837854269991,0.05033253550774142
thf1 sll1414,sll1414,-1.782846930219814,-0.29913684297257714,0.16496372742821525,-0.17984989071335006,0.03526696981861626,-0.2614201852761314,-0.5068675798819108,-0.9468416331871574,-0.2134713083614882,-1.289744249923935,-0.3539381315805808,0.004512654927859494,0.33818751904288963,0.9553124756899953,0.8175650590338746,0.9747228619518677,0.8644122174027622,0.9315441597817149,0.05945522279728103,0.6770927956401387,0.26878720493845926,0.9955197508692003
sll1424,sll1424,-0.02868878732837176,-0.6445927037698155,-1.355346048036115,-1.4239053850908812,-1.4535373678271932,-0.7515908634374253,-1.6977234456672687,-1.9648191354215552,-0.8139780215290018,-2.382234867325192,-0.6814672454788697,0.6892156628601628,0.9321535868163087,0.37960622962700385,0.34689497914545003,0.8780970612282495,0.9468683714571258,0.008527520584863906,0.10975485648269458,0.9784413243363171,0.005517510952915314,0.9857878705116876
proS sll1425,sll1425,-3.220644298626156,-3.232985006653019,-2.5505755342646355,-3.009413663579892,-3.5033686429861493,-4.345313838112375,-0.6150076183686733,-3.8312866761456803,-4.029937043118155,0.2313798085545118,-4.007569375720667,0.006321321647018113,0.0043484734210247535,0.004802400229298382,0.006896512114763082,0.004671615909328382,0.0038861357297089037,0.19663758618888771,0.004453316100481262,0.0039036595260570415,0.9689762050898777,0.0037293329286874413
gatB sll1435,sll1435,-5.331493176555406,-4.460056144680494,-5.049628928871693,-4.56880674411404,-4.438968584000504,-4.271906008915313,-4.955204977125365,-4.508219689861542,-4.780954505278924,-4.572917843946571,-4.189912648308385,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.0046234741971317795,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.0037293329286874413
pyrG sll1443,sll1443,-4.0255717091573064,-5.665068337461176,-3.4083010153049056,-4.701486840655501,-3.5276123157720196,-4.99633223978841,-1.5053200972467766,-4.168556689693672,-4.440338159374914,0.4664923759519036,-4.986587781655788,0.10219986415879484,0.0043484734210247535,0.32160331914980334,0.008662197508713486,0.25786907693544303,0.0038861357297089037,0.3087399803594623,0.004800873627839446,0.011419412626202741,0.13109636309327097,0.0037293329286874413
sll1447,sll1447,0.08693965064104522,0.15713294326686203,0.12675498300821372,0.3288763819021614,0.1848186462661667,0.02537815796195577,-0.037509646204262524,1.0860417408239702,0.2461423330418971,-0.04552197583162016,0.24555520320447416,0.9690795205267375,0.6969621289040512,0.8030622414105755,0.11416276128235016,0.5523341646858695,0.9230035467231817,0.5739873809165719,0.005223279550916084,0.49173037228057115,0.65355367058028,0.15539714633351134
nrtA sll1450,sll1450,0.407733360351087,-1.6506297718798153,-2.028744135048266,-1.7733460256318916,-1.73655348572482,-2.354597632698344,-1.1346309105206702,-1.3674019156106743,-0.6541767501382384,-1.6517010173431275,-2.32974085473743,0.05455180669409624,0.004362709465680016,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.005325703334373028,0.004680999080242372,0.06744648770818956,0.004700433867676903,0.0037293329286874413
nrtB sll1451,sll1451,0.470288094911972,-1.8876659223847254,-2.251207863752938,-2.175164422635264,-2.0367537070490283,-2.6022801742705997,-1.2532364789887973,-2.045281126246712,-1.3365368380010496,-1.9600283324592374,-2.697394856755762,0.018092146816760586,0.004899253091461163,0.005259674733992401,0.004804765591314697,0.004751057746756022,0.0038861357297089037,0.006723349389954634,0.005223279550916084,0.025227305379901366,0.00479610614046272,0.0037293329286874413
nrtC sll1452,sll1452,0.7815933720905437,-0.7731430990840156,-0.2944710712458936,-0.7635861723796519,-0.4800828026259756,-1.375649554051836,-1.1345928022888154,-0.819459130921679,-0.04421100756668759,-0.989000212446891,-1.5876451275128156,0.004327937875440067,0.013916917713807235,0.3681882947571069,0.018442550419983415,0.09142776550109719,0.005672413808398612,0.007035682639970528,0.050788805092176474,0.8952618220006341,0.008954480246737562,0.012136724653606651
nrtD,sll1453,-0.46582010978993316,-1.6106126330343247,-1.2180714626897136,-1.497936983812564,-1.2156516079274484,-1.8917924497200655,-1.6155096073393216,-1.8224352242221447,-0.48730547385780243,-1.5740406803131384,-1.9729356644451705,0.1369938139670827,0.009000189922861347,0.09778589045933217,0.00580666892741453,0.011137689509542836,0.0041504660932357475,0.0046234741971317795,0.004800873627839446,0.8155059815589406,0.006034765911975746,0.0037817843075515474
narB sll1454,sll1454,0.3456280949593291,-2.661709121334402,-3.018615962039418,-3.1012945986180687,-3.0945217196108956,-2.880277786831496,-1.7682446594002823,-2.453950639820624,-2.329286456664549,-2.988645288499206,-3.1683391677200876,0.04938904934540001,0.007997700165579302,0.01986056086210856,0.014641920111351679,0.026737426981158274,0.004663188264963776,0.006084434767218345,0.02746255588589617,0.065812171790681,0.010288672323820748,0.004137559376520415
rfbJ,sll1457,-0.7945260825926473,-0.574516737707033,0.1872454434404402,0.4842159364954884,-0.24169778237592268,-0.8449935939116684,1.1998457595554535,-1.1019370416316985,-0.8804742644120274,0.23461759702284546,-0.5154141790591977,0.029430347965422224,0.1224284000718142,0.8188237802363879,0.11962077559101929,0.66014370661973365,0.07614482964844747,0.0046234741971317795,0.006278468692859098,0.08895414419172909,0.25011394115596647,0.1930103485108057
sll1461,sll1461,-1.5832233643585725,-1.4187499149997718,-2.5683771430104128,-2.0593300624438875,-1.635754392362839,-1.86747160306426,-3.308138797149671,-1.560980726837393,-2.219946247178211,-4.419155104345859,-2.4580234911610237,0.00574084884857631,0.0043815793309515735,0.004802400229298382,0.004674107951401031,0.00561429290121853,0.0041504660932357475,0.0046234741971317795,0.007079724220710441,0.0039036595260570415,0.004700433867676903,0.0037293329286874413
bhy,sll1468,0.15926028600998235,0.17181983667355769,0.10127248811714279,-0.2524156580492174,-0.2839454053599957,0.5085253798467173,-1.1567303681916692,-1.2699677343074673,0.6013633385168752,0.021207250108950675,0.28150940842087,0.6892156628601628,0.7618788689962861,0.7374828248579455,0.2400437962662798,0.5967673515667242,0.03241079794327028,0.7532150674858561,0.007475185396714336,0.016840575136623712,0.7369001586241365,0.3600403963914727
leuC sll1470,sll1470,-1.4523151566636883,-3.666964932051425,-2.034170105061347,-2.751074739686447,-1.979557756510008,-3.524337798043058,-0.22782633536816593,-1.6231510619028824,-2.205859990674812,0.14325100216667536,-3.2918627703722025,0.20343662564968884,0.009662998882042348,0.12441054381068632,0.0173014257549265,0.06733704492243824,0.013092752670998844,0.23933141425677842,0.016038769790272838,0.21705442101550249,0.9440782609401742,0.010172750183459096
sll1496,sll1496,0.2801628887824067,1.2301695508119295,0.6874771237515584,1.1016549026172682,1.5023805642002885,4.920991192494372,-0.6895627991848777,0.9245002903091254,1.0888295532192283,-1.1739323958449914,3.67221388178168,0.24350070839640978,0.0043484734210247535,0.027574031461752652,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.01031010234341121,0.004680999080242372,0.0039036595260570415,0.00479610614046272,0.0037293329286874413
carA sll1498,sll1498,-2.9572840934695463,-2.948255214000059,-2.1737191081878118,-2.3502598818353118,-2.259791349331657,-2.6160249858279125,-2.623056179536773,-2.5276987888697353,-1.7782727849238658,-2.323584423751999,-2.4943416994004557,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.005229127987893711,0.004671615909328382,0.007885360779136805,0.0046234741971317795,0.004680999080242372,0.005360832662922616,0.004767060352322208,0.003971285845882556
gltS sll1499,sll1499,0.4686898325650535,-0.3769968446145836,-0.04631602015189621,-0.25469352668871964,-0.14682831429628782,-0.7414392105062969,0.06999019137394795,0.4331914176116606,0.35821028919562137,0.12237835711869118,-0.809952371384319,0.027245509444477255,0.5453174168211874,0.8231502018808535,0.9176906647025573,0.7598251254070092,0.007496976497552928,0.8876028800964256,0.01717863134896725,0.06059577058689629,0.7707323638825909,0.009482700869618966
ccsA sll1513,sll1513,0.04355311937473927,-2.014985778261188,-1.5266610252460484,-2.0027112532181124,-1.6180074662638062,-0.0758714883535973,-2.0153453188021935,-1.924176823401162,0.5863446560611368,-2.0341964254170692,0.033767579725045876,0.8082313271949857,0.012814267586125966,0.013774394609168024,0.009061986254751735,0.006587971806264779,0.5863102402664858,0.06313756226175864,0.014364026962348923,0.40404382699327324,0.22066222639860153,0.7049689495217986
dfa3 sll1521,sll1521,-0.574966995381708,-0.23777835933018,-0.3697529699721609,-0.4390231803223617,-3.1648921986836296,-0.6035225135139213,-0.18888428286829315,0.826364461941057,-0.632510365787301,-3.5878002916573446,-0.23673288434973305,0.10506163556355008,0.9174023220979746,0.8030622414105755,0.8473076234835091,0.004671615909328382,0.13471673854223326,0.41201721051090107,0.01717863134896725,0.431622013141619,0.004700433867676903,0.4357825426000708
prk ptk sll1525,sll1525,-2.1555588803838934,-4.152249798511979,-5.303214221487063,-4.263766207020891,-3.8445449419735347,-5.118893162894791,-5.620723823430796,-4.366375363873679,-6.3737685362308225,-5.046738347239437,-4.271474929464935,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.0046234741971317795,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.0037293329286874413
sll1530,sll1530,-0.06648285343614911,0.5728410092517464,0.6430094419879759,1.5365620633012667,1.2275605663125675,0.26075496225903105,0.7170431953890842,-0.33558228740283175,-0.08163833215913004,0.5421547174640766,0.4289360256202022,0.7571556603560908,0.26478499950048706,0.21173041575767315,0.0060343917938512565,0.059829823173971584,0.5441800287781625,0.537606681380685,0.21017760578303757,0.8480685643218417,0.09710340937014085,0.08565364498297762
pilT,sll1533,-4.8795016100091715,-6.333600900245916,-3.9112111274330794,-5.473177362618109,-4.284473349796658,-6.322191498540444,-2.8881065293439447,-4.900651098052269,-5.2200994896022666,-1.697638851939259,-6.988539990164149,0.004020937266418331,0.0043484734210247535,0.10010031559448483,0.025683765293254317,0.09414788161396723,0.0038861357297089037,0.007035682639970528,0.03526166496214554,0.0039036595260570415,0.03200963481126586,0.0037293329286874413
sll1534,sll1534,-2.8377651998979108,-3.0039360805059228,-1.1871828518947927,-2.1228686747497676,-1.508330771286306,-3.142612833554644,-1.739901659029926,-1.742414870383884,-2.904793936538791,-1.039068902142484,-3.700731555413416,0.004020937266418331,0.007772517701009417,0.9834652916091156,0.988358187865819,0.8622259716480448,0.0038861357297089037,0.5682342589018569,0.6098979999744557,0.004714328978756756,0.7643331013545065,0.0037293329286874413
rfbP,sll1535,-6.679255251448218,-5.70953753826816,-7.836399423550148,-5.781999340117571,-5.14600154055723,-6.298271713526202,-4.759418257156855,-6.018311752780817,-6.027084301368798,-6.535369657631178,-5.375393515729569,0.008830475308049611,0.0043815793309515735,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.05585645258705168,0.004736928440840463,0.00396203681817978,0.004700433867676903,0.0037293329286874413
moeB,sll1536,-1.7313068708319421,-4.141742102205701,-4.037247391130791,-3.619164658700952,-5.0268469558326805,-4.595022534772013,-2.9063561584013966,-3.964420805131883,-3.9714639965851335,-2.9877448978442653,-4.062215423478498,0.09185616148858419,0.0043484734210247535,0.0072664966702761236,0.004959253945143978,0.004751057746756022,0.0038861357297089037,0.04641996102844443,0.0046349015771217274,0.0039036595260570415,0.009896017907034392,0.0037293329286874413
ppx,sll1546,-2.224073280330833,-0.24035721367675064,-0.35571944008859135,-0.8730094493885849,-0.1890791523344776,-0.8277987949397121,-0.7794677373645147,-0.7265963984802905,-0.5377103446991764,-0.7580185220493164,-0.9040471117584775,0.013543432460599034,0.3314445633463803,0.17073449319576334,0.022314280521921352,0.21335583393127808,0.013448764518541548,0.010044359829297618,0.020698157398867798,0.026981666693658243,0.026787968444297067,0.008152901646392883
fni sll1556,sll1556,-1.1826648943030673,-1.2711919880054574,-1.8945208530483,-1.2728429605087825,-1.1487233226073723,-1.524925985580785,1.5112633289078699,-1.6130731217973386,-1.8346472492821528,1.256209746574341,-1.2645145522523789,0.7993737655986074,0.5059360950442113,0.009263800844786627,0.7370782111753504,0.6549502825307907,0.08039665212330523,0.8653319053026045,0.30995982889277884,0.7176147777825065,0.3037044107043536,0.5799705882786674
putA,sll1561,0.03870021162882929,0.17595531380103016,0.07830092508967414,0.24656493337622823,0.030981350073605352,-0.023070467122987028,0.34037184116437635,-0.13274367639597753,-0.15570896287751773,0.7776492546035418,-0.015442763375700424,0.9364349138175238,0.7787631766402935,0.9078682705045473,0.19132266008245843,0.9747228619518677,0.9230035467231817,0.2874484656796094,0.7202765554135222,0.6703797138932273,0.007035682639970528,1
cpcB sll1577,sll1577,1.785198914875395,-2.9031271683412205,-3.1007794963570463,-3.203861529537513,-2.4568933380308065,-1.0625758934802048,-2.476605305043624,-2.590990102459294,1.4159300367735912,-3.0444790737086214,-0.8469694118530319,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.003910543833250449,0.0046234741971317795,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.005309797298269375
cpcA sll1578,sll1578,1.6246174074414286,-2.0599410162664262,-2.771895175156792,-2.551414831177026,-2.0043188262475717,-0.8549433400561425,-2.155009449353446,-1.959052198662417,1.4389245403280513,-2.5547038437614344,-0.4794644150393812,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.006818160712382295,0.0046234741971317795,0.004463249029571361,0.0039036595260570415,0.004700433867676903,0.01700507136568952
cpcC2 sll1579,sll1579,-1.364741892276043,-1.3712592555651064,-2.4341861398641638,-2.150734161940933,-2.2147788598519886,0.13365667330003722,-1.7282391447276628,-2.2623866456776454,0.6678134960338168,-1.9120183460031897,-0.056879507016428896,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.6181918211813812,0.0046234741971317795,0.004453316100481262,0.009758274947822734,0.004700433867676903,0.8803577906348924
cpcC1 sll1580,sll1580,-1.3782146990535464,-1.4438488825433176,-2.0284883210367246,-1.6845479249559179,-1.7040422762374776,-0.04826219630489815,-1.4204840017181348,-1.981280884904051,0.02208111745545981,-1.5066037832832,-0.266801460721904,0.00757043713806132,0.005033819732601936,0.004802400229298382,0.004804765591314697,0.004671615909328382,0.9442346469240308,0.007035682639970528,0.0046349015771217274,0.8840112208040513,0.005163325138571356,0.8189480837801191
lig,sll1583,-1.0657832261237443,-0.2539256831155098,-0.17197922392107362,-0.04852324222438806,-0.23273901192270516,-0.15647859782990214,0.11980032611653267,-0.046964186964327095,-0.12711214449176503,0.1151496334378381,-0.13650250900872532,0.00420048220828292,0.21356066807778765,0.588992658249561,0.9757842138575954,0.5711954900520649,0.2786051867295293,0.9763830546701661,0.637071835548574,0.21705442101550249,0.8193542863549718,0.2015789300371591
rbcR,sll1594,-1.0201394975060214,-0.6430373548973138,-0.6125870466417513,-0.38979443682153836,-1.7362808498261058,-0.6717718119074236,2.383326131626302,-0.610672805648156,-0.36325247718928555,-1.367829614581728,-0.7173868746702831,0.023700576113136165,0.9750544486765439,0.4434364722124339,0.7643912432304653,0.5641695453029166,0.7027181233764793,0.005729722912642826,0.03630717630663397,0.590238168289189,0.9520832492884291,0.12932382037068443
fabZ sll1605,sll1605,-4.54897444112569,-4.064445533841847,-4.201125466523858,-4.250599258610082,-3.6368978010944057,-3.7523074710698494,-3.8874857147444586,-3.368527303809812,-3.947307692653187,-3.7288043598476546,-3.6552577157361195,0.004020937266418331,0.0043484734210247535,0.005427059953687194,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.0046234741971317795,0.006621983451720678,0.004223162441560908,0.03677905936055338,0.0037293329286874413
lexA sll1626,sll1626,-0.21423907969042125,-0.8391256261230388,0.09482948830204371,-1.3870327175550794,-1.3064862816139247,-1.5054359272354185,-0.4552224130574989,-0.49026316232482586,-0.8370748267679308,-0.018710212383632477,-1.5973215838108008,0.8584711895836435,0.019015838700654267,0.7186930850922297,0.011593971635025247,0.008367879430821356,0.009179523870020771,0.35269727894348984,0.5529411873779047,0.06191117405101716,0.6452528845525247,0.0057186396917420345
ftsZ sll1633,sll1633,-0.8037026242440669,-0.8261749676683809,0.9232993222019229,-0.6716429862573309,-0.04257820831887407,1.1801116176540638,-3.025990325034359,-0.768400556662764,1.2194571842758102,-3.0312971991715387,-0.8173286116257253,0.05258301760550405,0.2908123421746542,0.8389219935711636,0.9693642806663844,0.3380380157685348,0.4670558542437484,0.11815165516247561,0.6717622241485746,0.14195577691737293,0.004743867510593214,0.6974213587832001
sll1634,sll1634,-0.6861000168908324,-1.3327783919997043,-1.7935886431825925,-1.3568672788148195,-1.2087019070991232,-1.406747027297031,-2.2013327734053023,-1.54363768278676,-1.0477511484477058,-2.1118275571753755,-1.5011789831347655,0.8677386769713633,0.10786597572406685,0.018055118067580603,0.01793606580397774,0.026737426981158274,0.015484381040938782,0.005177368874302778,0.03760252163377872,0.6703797138932273,0.008164034838146974,0.007366995361409673
thyX sll1635,sll1635,-1.5818194839041981,-3.2201941988556575,-2.412384821816186,-1.9711361000259464,-2.8951893369183526,-3.1584078355458938,-2.9439855176126493,-2.1652578897896575,-2.5931987674504047,-2.6115222364567963,-3.623605785513322,0.018092146816760586,0.0043484734210247535,0.004994489800251111,0.03612278332669152,0.004671615909328382,0.0038861357297089037,0.008277819295821496,0.004453316100481262,0.0039036595260570415,0.007035682639970528,0.0037293329286874413
sll1647,sll1647,-1.133820430869472,-0.602661090763145,-0.2324701451743033,0.045217128735875724,-0.24626618128462388,-0.426394578941148,0.5525584884377179,-0.18119966072795074,-0.3143062380676032,0.4926991758129437,-0.3613053925349714,0.005596147409483178,0.1463020141215068,0.4960979745683594,0.8969823764311285,0.24175760815926897,0.12823169605978185,0.25472618460883256,0.9681125047829264,0.4244164261726932,0.40908704457257966,0.15815513552043242
sll1654,sll1654,-1.0977753631436251,-0.3884387276768217,-0.22123968896543733,-0.25250331480632826,-0.3257711721193582,-0.48858897970474646,-0.27150695990259877,-0.1615588592944324,-0.270435792399095,-0.158709916946717,-0.1316341445920203,0.006817369317708637,0.640731291169185,0.5749609928005832,0.5832378464265248,0.28050168892950195,0.26577769377474075,0.20768570709288642,0.8207947382636862,0.5590458435956579,0.33753092514650246,0.7437006389866456
sll1656,sll1656,-4.982236659631288,-3.1144581702180263,-3.778139920229109,-3.611832417396067,-3.766227897063229,-4.2579340976022015,-2.4497774879555854,-4.158480962338661,-4.2271388685579145,-3.003023928708507,-4.096680469274825,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.0046234741971317795,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.0037293329286874413
cofH sll1659,sll1659,0.9323861256823823,-0.1640544425297147,-0.15905221001627207,-0.3368557729408282,-0.31336967693447254,-0.19852668880827928,-0.3728266450535143,0.5195824261558923,-0.3780158168055731,-0.4431618575892127,0.12033332541021927,0.004512654927859494,0.8368333472115437,0.3960535719594207,0.18253189879547893,0.8465723000443904,0.9682543527689752,0.6320742105467932,0.052542173886589424,0.9897695442612955,0.03429005462501254,0.6652496667315425
pheA,sll1662,-3.5710578358325615,-3.4644765423408455,-4.14058898179921,-3.7147827915831293,-3.6449641819153924,-3.656752109998571,-4.375775156050849,-3.074521721102234,-3.7229152698009473,-4.4352162183508295,-3.250164944573033,0.05258301760550405,0.004899253091461163,0.008147236412554078,0.024264789049193002,0.01755382302476307,0.030090323585845458,0.009374311369416972,0.09325719304730266,0.01627599971550639,0.01702616957867577,0.024739220184766705
aroK sll1669,sll1669,-2.8473648541619574,-3.2533646509576766,-3.092672796854064,-3.5937740551184287,-3.2791142666147137,-3.215464232849672,-1.807940225253549,-3.1429465442715125,-3.3130375121959057,-1.6784809877472142,-3.2422702365925753,0.08162941076331037,0.009298862453874396,0.10010031559448483,0.04618844601130468,0.0885409918885461,0.017891043160202704,0.32625540780290885,0.029605490990388776,0.013366078152035697,0.2348515586898153,0.03277290742739402
thrC,sll1688,-3.087994463561667,-2.8581141934892154,-3.3880475089870603,-2.7607397612257283,-3.216777196242691,-3.6539872377625353,-2.0862373566842405,-2.9759423067944297,-3.714261596674836,-2.3684896642009075,-4.104160754902933,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.22931366092418817,0.004453316100481262,0.0039036595260570415,0.17308722025555132,0.0037293329286874413
