gene_name,locus,"fitness_HC, HL","fitness_HC, IL","fitness_HC, LL","fitness_HC, LL, -N","fitness_HC, LL, +FL","fitness_HC, LL, +G","fitness_LC, IL","fitness_LC, LL","fitness_LC, LL, +D, +G","fitness_LC, LL, +FL","fitness_LC, LL, +G","padj_HC, HL","padj_HC, IL","padj_HC, LL","padj_HC, LL, -N","padj_HC, LL, +FL","padj_HC, LL, +G","padj_LC, IL","padj_LC, LL","padj_LC, LL, +D, +G","padj_LC, LL, +FL","padj_LC, LL, +G"
sll0149,sll0149,-2.700932444504508,-2.5232730502216136,-2.375748764579375,-2.7770866066804047,-2.61714431817468,-2.75807049203386,-2.4039826414972607,-1.6789584306910854,-3.039071840100258,-1.897268486823568,-2.7959160159042784,0.6687404736008974,0.8113503134581606,0.9147257079606369,0.9416669505307064,0.8871146403466714,0.9442346469240308,0.0046234741971317795,0.7094192402740278,0.1486422884337331,0.004743867510593214,0.32236707639214995
sll0154,sll0154,-2.130119305642377,-1.9256463081960098,-2.668036053822665,-2.3910682730766855,-2.6186959252261515,-2.4206865608028223,-3.6806957205610096,-3.591639774012285,-2.3483990362227134,-4.351490000919567,-2.646115847505765,0.004020937266418331,0.0043484734210247535,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.0046234741971317795,0.004453316100481262,0.0039036595260570415,0.004700433867676903,0.0037293329286874413
glgB sll0158,sll0158,-0.38786473800049065,0.7655087310639478,-0.04434174657116332,-0.7070091686507235,-0.019141356336856517,-0.8817785439194096,-0.13397449250568927,0.11315898125712631,0.4718765799706319,-0.21482713951644228,-0.5486075779300206,0.2786359694024496,0.01620411552025262,0.8585112585072397,0.020732197741164197,0.8404666782716588,0.0054686675631777015,0.5618441433457773,0.9281835204722315,0.08895414419172909,0.4194792957596059,0.02762853917399636
sll0162,sll0162,-2.749123291442094,-0.16170115088779566,0.09528484080463127,-0.20589697074968236,0.0582415591883307,-0.15749414956808588,-0.2799297602658401,-0.6865110628685672,-0.35129765009137587,-0.37035359919306543,-0.42041866288441393,0.007032668289482379,0.6969621289040512,0.8231502018808535,0.9176906647025573,0.7511726875220917,0.7704101903113851,0.547856682805129,0.08816841885015071,0.805692955226799,0.25011394115596647,0.10022007035510419
sll0169,sll0169,-0.1322217917964348,0.28893515608922954,0.9535685783917572,1.0374607043589317,1.3719262323760066,1.278928700526009,-0.16137944021889236,0.7626414172827484,-0.4263951554827398,0.12847378918239546,1.7249822685323697,0.21253828226117516,0.11991156473561354,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.20462098393850342,0.005123068774892785,0.02380940953796415,0.7101076830218025,0.0037293329286874413
dnaK2 dnaK sll0170,sll0170,-1.2933322950004746,-3.4889449211340215,-3.688845131491015,-3.8674733800433594,-2.588620928547553,-3.2283443096622184,-4.965546380371257,-2.8220715647365884,-3.677886083579844,-3.795174498652312,-3.598696629864337,0.8584711895836435,0.6449027892096126,0.9795769646722606,0.5294948766707055,0.30901544429625705,0.5739716548461041,0.0046234741971317795,0.8791645862034881,0.04790638707232679,0.008301176309220537,0.6845631644792353
sll0176,sll0176,-1.5860162852841173,-2.5736649674290217,0.47792980842338967,-2.544789379232819,-2.906237733066257,-1.65505044121596,-1.4008239324183902,0.05509753442201944,-0.47382768594072633,-0.8960309457197697,-1.8104754186389667,0.004964800699912887,0.04960876548484571,0.11416276128235016,0.0680707575274448,0.008367879430821356,0.18096173485527559,0.05585645258705168,0.8180847812552099,0.03219621203305109,0.34923956299608594,0.057473455529238306
gltX sll0179,sll0179,-2.8498223877724667,-2.7779122783250667,-2.989723296151169,-3.546112309826502,-2.948087135281363,-3.7648193778896064,-1.5120901064752819,-3.259453137817499,-3.6376618320827467,-0.5004167849293513,-3.464623064969321,0.006321321647018113,0.0043815793309515735,0.004910422863203976,0.004804765591314697,0.004671615909328382,0.0038861357297089037,0.1044701183278665,0.004453316100481262,0.006310631378257773,0.5435702709877835,0.0037293329286874413
sigC sll0184,sll0184,0.1630738811143628,-0.013182991362168703,-0.5138504376798522,-0.5095659169110103,0.03592806022610416,0.23598629183837944,1.1053621275909613,-1.0419236539002905,1.1393392398480662,0.34267553840673387,0.7372923802750705,0.5440201611838125,0.8405765249884121,0.026834114815432804,0.05085171861447732,0.9580436704530919,0.2786051867295293,0.007035682639970528,0.023896146722991948,0.00813721061366675,0.05853238972506437,0.007639837057434917
tatC sll0194,sll0194,-5.262105985049798,-6.549001769693509,-5.691065677296305,-5.628482037875728,-6.115981223857227,-4.632042974031517,-5.26779289410924,-5.663007008028412,-5.5829487825633946,-5.386546552739555,-3.7203995318667693,0.043406192680143146,0.0043815793309515735,0.004802400229298382,0.004674107951401031,0.004671615909328382,0.0038861357297089037,0.005729722912642826,0.20271224486120606,0.004513548579747765,0.007591689522516254,0.0037293329286874413
sll0208,sll0208,-2.1797269834870816,-0.44528000036001164,-1.3156323036827595,-0.27323154195101407,-1.7828671664747069,-0.8025557460858082,-0.37356607237781,-1.467518113376466,-1.2262249422085245,-0.7793118470646672,-0.06825213111440082,0.004020937266418331,0.0465413786831145,0.004994489800251111,0.08653570810012955,0.004671615909328382,0.01175457618851972,0.2446350843080967,0.004463249029571361,0.005052974297794484,0.01314167683611242,0.6917261745105273
sll0209,sll0209,-2.1066467103856543,-0.4968993623482263,-0.8937681459862352,-0.040926050404328784,-1.2190187540717714,-0.596612563799557,-0.4147617177712008,-1.5449138892512329,-0.7493534413285258,-0.5748918596210418,0.6235926160644985,0.004020937266418331,0.034744837581252665,0.008424156698986768,0.5832378464265248,0.004751057746756022,0.05929108222900323,0.4332609420002217,0.004453316100481262,0.015061582966585293,0.050417592084970896,0.11977481288782053
uppP bacA upk sll0210,sll0210,-3.769293599446581,-3.8515714538328356,-3.7779159436719056,-4.348299690477216,-4.413060754201373,-3.601841071420068,-1.3386513550060342,-3.6497828995231125,-3.8639859921774873,-0.5583255861429937,-3.2636542693325836,0.05112293336433284,0.007203560151306154,0.014083483557811425,0.05787204100204844,0.021083904667130376,0.026057202158866765,0.012167990998130523,0.038752643521825565,0.07891220781849018,0.414093308828657,0.037395169131984284
dfa2 sll0217,sll0217,0.1391296797600227,-0.03424551941266236,0.06665124669069714,0.16936968680986408,0.22103451895678744,0.08112668859586886,4.690496033468672,-0.06577426896345631,0.15822722776551842,5.019332309653298,0.1752963145294537,0.8700344634508764,0.6506685559153789,0.8819605913169277,0.4793493146078489,0.23227823667061784,0.9133176303214332,0.0046234741971317795,0.8901788836852381,0.7354197259685914,0.004700433867676903,0.6022326152753232
sll0218,sll0218,0.13023892333569106,0.03940347015859654,-0.00503204544225649,-0.09059016379628344,-0.09441737645591185,0.09805162494990416,4.411979807939577,-0.027158336275968246,0.26424376074313294,4.330875486218847,0.23706859060392976,0.72043285480211,0.8465323482661431,0.949529040245632,0.6326484594616272,0.9535657681127109,0.8765476264516773,0.0046234741971317795,0.9618046645296555,0.6599016519101838,0.004700433867676903,0.2548620538455846
dfa4 sll0219,sll0219,0.07488921066010311,0.16685375924315005,0.09161429348302604,0.05997123905447053,0.33348425226734113,0.09410758404327046,3.0826647998164307,0.11985884902947176,0.016161097395222958,3.6686250436033223,0.2308619590985083,0.9627250585964575,0.640731291169185,0.8585112585072397,0.8175650590338746,0.4154790296440262,0.9858263405154987,0.0046234741971317795,0.8676907720646061,0.6770927956401387,0.004700433867676903,0.14726073780190288
glmS sll0220,sll0220,-2.0410356062662798,-2.3134127485623304,-1.866102368201299,-2.762254310401211,-1.9767276708428239,-1.728338484896866,-1.4666034286072613,-2.484000351292386,-1.0293993288789274,-1.480439053966823,-1.788207757426378,0.0061731731411464345,0.00639305370990939,0.24136168377519274,0.004674107951401031,0.2528006634202239,0.013092752670998844,0.11523055701150656,0.005223279550916084,0.36089468117580026,0.5078860403372945,0.006696697041734153
ndhB sll0223,sll0223,-0.15589829378758602,-0.37202575186641523,-0.1886511801033261,-0.2210914672484002,-0.6316423245480867,-1.3410435194562615,-2.5530625546871906,-0.6263169841718023,-2.495028938196973,-1.8179626448624822,-1.159413455401055,0.7523734985761684,0.09680207321084655,0.9795769646722606,0.8890008866573211,0.20998616906777437,0.007885360779136805,0.006527679376999416,0.7202765554135222,0.00396203681817978,0.05699419461906014,0.0072269628526836225
ycf4 sll0226,sll0226,-1.4182235873810198,-2.640745307778187,-1.4855796322083277,-1.5924118931586382,-2.4664547463871105,-1.659840742870706,-0.5539428289546003,-0.2090227631230506,-0.8723359175993811,-0.7103211607564454,-1.6489096516431068,0.0042112226307496874,0.0043484734210247535,0.004802400229298382,0.004706459296715753,0.004671615909328382,0.004832320398327476,0.23933141425677842,0.112472636778534,0.008316696753380185,0.37846564001346067,0.0037817843075515474
sll0227,sll0227,-1.1322781084329234,0.1646968673939719,1.8962443446231325,0.6059435383848052,1.5621548224911956,0.9648580419533855,0.2908788031391756,0.36025147439795463,0.47058814552591394,0.6974083305433497,0.10122348213308975,0.005150829834555954,0.5151167441081597,0.07034175446453353,0.23540812911401165,0.01252075648715799,0.03617708544690336,0.5541778215431313,0.28257671006980956,0.45604556140367025,0.03200963481126586,0.8133757175418606
psbV petK sll0258,sll0258,0.6328026024344963,-2.5451077568604905,-0.9291952416453563,-2.3357153456168267,-1.9386845364410366,-0.45002764875677526,-2.2432116887110256,-3.016818057795203,0.6903981004691105,-2.1916838952336706,-0.9417285191839939,0.005309797298269375,0.0043484734210247535,0.005923548270969783,0.004674107951401031,0.004671615909328382,0.7520412452431235,0.00487334477814029,0.004453316100481262,0.026981666693658243,0.004700433867676903,0.4072507844669697
sll0260,sll0260,-0.5754288522144163,-0.18694582681538457,0.001519852993086905,-0.27854521402393717,-0.0788706838100796,-0.0074145314764503785,-0.9416481007674694,-0.526399712914723,-1.3699884439368426,-1.5858312787845934,-0.4601042253369486,0.19235060937803045,0.6050341766611558,0.504105250955131,0.1561826460429227,0.8478958900194219,0.39452998159642083,0.02430195670530863,0.01717863134896725,0.005360832662922616,0.008954480246737562,0.03516975404902372
des6 sll0262,sll0262,-0.8691268226477192,-1.0649621966609573,-1.0252973350714976,-0.17314569871747418,-0.31924548391622676,-1.0215292085609842,0.04383431947511995,0.45145028405942195,-0.497608517734043,-0.5181662206578832,-0.5955083714218956,0.2940958014764812,0.8217645102657741,0.007522334663912803,0.8074344474602414,0.38902472291872026,0.13471673854223326,0.7325269637330695,0.017722193362387187,0.5048225599306896,0.4828685029946817,0.786593183363319
sll0268,sll0268,0.6627989247030429,-0.34064160043815717,-1.044831706161865,-0.7175265102395545,-1.0964167661964883,0.48472722594546425,-0.8715224219881333,0.09293154155812053,1.2014021823087917,0.17102280257181407,0.6959944331126877,0.01010784014825894,0.20490103022909562,0.018663434884768824,0.06372304514410469,0.022625959691149413,0.043077523105787587,0.11281740918736506,0.40797249471792385,0.0069104468862155695,0.8325551037102605,0.08181903809960876
sll0269,sll0269,0.7414726707262113,-0.2181346724350058,-0.8924693184748166,-0.5554239212454872,-0.9989484636162759,0.29164851349423776,-1.1576916529921129,0.5203473944362103,1.0740172798406784,0.2753562641156729,0.23181204775458492,0.005596147409483178,0.2908123421746542,0.0072664966702761236,0.01636057125055186,0.005272959739678235,0.21979054566127043,0.042202056161044034,0.018498999786279686,0.0039036595260570415,0.4194792957596059,0.532784604762023
sll0272,sll0272,0.07986351904785276,-0.2134446976539268,-0.5567874793011953,-0.21561747689963232,-0.27153199858256644,-0.08097793945379268,0.017531502852001432,0.052579775187316914,-0.7584056134617936,0.015611010298474195,-0.11716775284736193,0.8584711895836435,0.6905276593943372,0.7374828248579455,0.9110685127952216,0.9893037265164437,0.7704101903113851,0.8834699740675653,0.7040747091824243,0.006112135809049667,0.7877199673862395,0.27048399549966373
minC sll0288,sll0288,-1.5922427355721323,-0.9564423604405295,-1.2081414973513689,-1.0114509854393134,-1.4088287665515742,-0.660970807705693,-0.7892177509464143,-1.091210613520698,-0.9202254340361617,-1.2663638413991274,-0.7887857820248249,0.12408158843442864,0.27031892257064316,0.04702853543590402,0.015217114178418983,0.031939466407527053,0.01852802920924756,0.6458794799495066,0.02841656771191603,0.014555187698790356,0.008644201929160007,0.012465463336793665
