reaction_id,condition,flux_mmol_gDCW_h_FBA
EX_urocan_e,ammonium,0.0
EX_mlt_e,ammonium,0.0
EX_gam_e,ammonium,0.0
EX_k_e,ammonium,0.0
EX_mclact_e,ammonium,0.0
EX_pbhb_e,ammonium,0.0
EX_galt_e,ammonium,0.0
EX_asp__L_e,ammonium,0.0
EX_mlthx_e,ammonium,0.0
EX_dg_e,ammonium,0.0
EX_cbl1_e,ammonium,0.0
EX_met__L_e,ammonium,0.0
EX_fe3_e,ammonium,0.0
EX_cynt_e,ammonium,0.0
EX_uri_e,ammonium,0.0
EX_succ_e,ammonium,0.0
EX_4hbt_e,ammonium,0.0
EX_dgluc_e,ammonium,0.0
EX_sot_e,ammonium,0.0
EX_acal_e,ammonium,0.0
EX_tre_e,ammonium,0.0
EX_gensa_e,ammonium,0.0
EX_no2_e,ammonium,0.0
EX_urea_e,ammonium,0.0
EX_ad_e,ammonium,0.0
EX_meli_e,ammonium,0.0
EX_ascb_e,ammonium,0.0
EX_ura_e,ammonium,0.0
EX_asn__L_e,ammonium,0.0
EX_his__L_e,ammonium,0.0
EX_g6p_e,ammonium,0.0
EX_1boh_e,ammonium,0.0
EX_ins_e,ammonium,0.0
EX_pppn_e,ammonium,0.0
EX_dala_e,ammonium,0.0
EX_din_e,ammonium,0.0
EX_nadma_e,ammonium,0.0
EX_butn_e,ammonium,0.0
EX_mlttr_e,ammonium,0.0
EX_12ppd__S_e,ammonium,0.0
EX_obut_e,ammonium,0.0
EX_so4_e,ammonium,-0.025866518327630122
EX_nac_e,ammonium,0.0
EX_ile__L_e,ammonium,0.0
EX_glyc3p_e,ammonium,0.0
EX_orn_e,ammonium,0.0
EX_tolen_e,ammonium,0.0
EX_arg__L_e,ammonium,0.0
EX_3hpppn_e,ammonium,0.0
EX_naneu_e,ammonium,0.0
EX_aso3_e,ammonium,0.0
EX_thr__L_e,ammonium,0.0
EX_fru_e,ammonium,-1.7911456059084854
EX_fuc_e,ammonium,0.0
EX_rib_e,ammonium,0.0
EX_gl_e,ammonium,0.0
EX_ccmuc_e,ammonium,0.0
EX_aobzac_e,ammonium,0.0
EX_dgal_e,ammonium,0.0
EX_3pg_e,ammonium,0.0
EX_nmn_e,ammonium,0.0
EX_gaba_e,ammonium,0.0
EX_pro__L_e,ammonium,0.0
EX_larabinose_e,ammonium,0.0
EX_formate_e,ammonium,0.0
EX_c160_e,ammonium,0.0
EX_4hpheac_e,ammonium,0.0
EX_mltttr_e,ammonium,0.0
EX_pac_e,ammonium,0.0
EX_fuc1p_e,ammonium,0.0
EX_nh4_e,ammonium,-1.355393531501215
EX_r3hbn_e,ammonium,0.0
EX_an_e,ammonium,0.0
EX_man6p_e,ammonium,0.0
EX_mnt_e,ammonium,0.0
EX_glx_e,ammonium,0.0
EX_4flthr_e,ammonium,0.0
EX_6chq_e,ammonium,0.0
EX_co2_e,ammonium,5.458322332818523
EX_acon__C_e,ammonium,0.0
EX_lys__L_e,ammonium,0.0
EX_na_e,ammonium,0.0
EX_knt_e,ammonium,0.0
EX_4flrbz_e,ammonium,0.0
EX_ppa_e,ammonium,0.0
EX_bp23d_e,ammonium,0.0
EX_pnto_e,ammonium,0.0
EX_ptrc_e,ammonium,0.0
EX_o2_e,ammonium,-5.270124492932707
EX_gluc_e,ammonium,0.0
EX_man_e,ammonium,0.0
EX_mal_e,ammonium,0.0
EX_taur_e,ammonium,0.0
EX_26dap__M_e,ammonium,0.0
EX_leu__L_e,ammonium,0.0
EX_kdg_e,ammonium,0.0
EX_trp__L_e,ammonium,0.0
EX_lac__D_e,ammonium,0.0
EX_choline_e,ammonium,0.0
EX_ser__L_e,ammonium,0.0
EX_xan_e,ammonium,0.0
EX_glyn_e,ammonium,0.0
EX_34dhb_e,ammonium,0.0
EX_t3_e,ammonium,0.0
EX_lactose_e,ammonium,0.0
EX_c181_e,ammonium,0.0
EX_kn_e,ammonium,0.0
EX_eth_e,ammonium,0.0
EX_glyb_e,ammonium,0.0
EX_indole_e,ammonium,0.0
EX_dser_e,ammonium,0.0
EX_tyr__L_e,ammonium,0.0
EX_no3_e,ammonium,0.0
EX_mobd_e,ammonium,0.0
EX_bzald_e,ammonium,0.0
EX_4cresol_e,ammonium,0.0
EX_h2o_e,ammonium,13.360617243074865
EX_hyxn_e,ammonium,0.0
EX_alltn_e,ammonium,0.0
EX_h_e,ammonium,-2.522172565071389
EX_4hb_e,ammonium,0.0
EX_xtsine_e,ammonium,0.0
UNSMONO,ammonium,0.0
ATPS4m,ammonium,10.418477632849283
OPHHX,ammonium,0.0005346162933716203
OCPPH1,ammonium,0.0
DHFR,ammonium,0.0031763845201893603
OPHHX3,ammonium,0.0
DBTS,ammonium,0.0
TARTRt7,ammonium,0.0
ARBabc,ammonium,0.0
HACDH,ammonium,0.0
PPPGO3,ammonium,2.8258289792499818e-05
DTMPK,ammonium,0.00222553125554985
KDO8PS,ammonium,0.0030294923291058367
ADNK,ammonium,0.001603848880114861
CSND,ammonium,0.0
KDOPP,ammonium,0.0030294923291058367
BAPT2,ammonium,0.0
COBALTt5,ammonium,0.0
4HPHEAO,ammonium,0.0
4FLTHRt,ammonium,0.0
CAT,ammonium,0.011791980667059351
GLYALDt,ammonium,0.0
CCMUCt,ammonium,0.0
ADA,ammonium,0.0
TMDPP,ammonium,0.0
NNATr,ammonium,0.0012067053478940215
HIBHrm,ammonium,0.0
3HBZt,ammonium,0.0
UAMAGS,ammonium,0.007637375619594544
2HBAt,ammonium,0.0
4HPHEA2,ammonium,0.0
GPDDA2,ammonium,0.0
THRD_L,ammonium,0.029213167954090867
HBZOPT,ammonium,0.0005346162933716203
4HPHEA1,ammonium,0.0
GPDDA3,ammonium,0.0
HOMOGD,ammonium,0.0
GLNTRS,ammonium,0.0
GPDDA4,ammonium,0.0
ACALD,ammonium,0.0
GPDDA5,ammonium,0.0
MELIBt2,ammonium,0.0
2H4HMBZP,ammonium,0.0
GPDDA1,ammonium,0.0
HISTD,ammonium,0.019302193982588617
G1PCYTF,ammonium,0.0
CYTBD,ammonium,0.0
OCTDPS,ammonium,0.0005346162933716203
INDOLEt2r,ammonium,0.0
NMNAT,ammonium,0.0
XTSNtr,ammonium,0.0
IMPC,ammonium,-0.03140336107264908
TYRTA,ammonium,-0.020811848563395137
GLYOX,ammonium,1.2003469317800326
4HPHED2,ammonium,0.0
ALDH,ammonium,0.0
4HPHED1,ammonium,0.0
TDPGDH,ammonium,0.0
CHRPL,ammonium,0.12895530528254098
THRAD2,ammonium,0.0
THRA,ammonium,0.0
TAh,ammonium,0.0
DHQS,ammonium,0.18862993968624295
PPPNDO,ammonium,0.0
SULFR,ammonium,0.0
DB4PS,ammonium,0.0029327522379243055
ARGTRS,ammonium,0.0
PHEMEAS,ammonium,2.8258289792499818e-05
PHOXDR,ammonium,0.0
GLCP,ammonium,0.0
2BHPPPH,ammonium,0.0
FMNAT,ammonium,0.0005384349811814154
NH4t,ammonium,1.355393531501215
FDH,ammonium,0.0
ADK3,ammonium,0.0
ANTOXDR,ammonium,0.0
ADK4,ammonium,0.0
ADK1,ammonium,0.7291280306016956
BTPT2,ammonium,0.0
BTPT1,ammonium,0.0
SULALDAC,ammonium,0.0
GALTpts,ammonium,0.0
34DHDHF,ammonium,0.0
CYSabc,ammonium,0.0
ACP1p,ammonium,0.0
SALCH1,ammonium,0.0
GMPS,ammonium,0.01230432128154144
DGSNt2,ammonium,0.0
ACODA,ammonium,0.0
KDOCT2,ammonium,0.0030294923291058367
SALCH5,ammonium,0.0
SALCH4,ammonium,0.0
SALCH3,ammonium,0.0
SALCH2,ammonium,0.0
BTPT3,ammonium,0.0
GLUTRS,ammonium,0.00022606631833999854
GLUTRR,ammonium,0.00022606631833999854
SLFR,ammonium,0.025866518327630122
NTPTP1,ammonium,0.0
CARSA,ammonium,0.0
LPD5,ammonium,0.0
NUTPTP2,ammonium,0.0
2HOHPHDB,ammonium,0.0
H2Ot,ammonium,-13.360617243074865
PPAKr,ammonium,0.0
CBL1abc,ammonium,0.0
PTRCt2,ammonium,0.0
HOPNTAL,ammonium,0.0
METTHFD,ammonium,0.0
ANTHMN1,ammonium,0.0
LEUTRS,ammonium,0.0
ANTHMN2,ammonium,0.0
MTHFR2,ammonium,0.015366399746624232
MDH,ammonium,0.0
DHDPS,ammonium,0.02399663419676606
BZALt,ammonium,0.0
BPHEDO1,ammonium,0.0
MDH2,ammonium,2.0791712775321574
BPHEDO2,ammonium,0.0
FBA,ammonium,0.0
PERD,ammonium,0.0017145908265989755
UGLYCH,ammonium,0.0
AKGDH,ammonium,1.2551514973889635
ILEtr,ammonium,0.0
ALATRS,ammonium,0.0
MECDPDHT,ammonium,0.004361705216350462
PHETRS,ammonium,0.0
FLVRx,ammonium,0.0
HYDRTS,ammonium,0.0
PTRCabc,ammonium,0.0
GALCTtr,ammonium,0.0
CHCOAL,ammonium,0.0
MALTTRabc,ammonium,0.0
LYSTRS,ammonium,0.0
4FLRBZt,ammonium,0.0
SPMDabc,ammonium,0.0
G5SD,ammonium,0.08629725291767197
KYNATESYN,ammonium,0.0
FBP,ammonium,0.0
ACt2r,ammonium,0.0
ADOCBLS,ammonium,0.0
GGMT2,ammonium,0.0
GGMT1,ammonium,0.0
GAM,ammonium,0.0
GLUN2,ammonium,0.0
MNAO15,ammonium,0.0
LPS,ammonium,0.004327846184436909
CHLtr,ammonium,0.0
DCTPD,ammonium,0.0
DCTPDA2,ammonium,0.0
ADPRDP,ammonium,0.0
GLCURt2r,ammonium,0.0
THFAT,ammonium,0.0
MACACI,ammonium,0.0
FORTF,ammonium,0.0
OMMBZH,ammonium,0.0005346162933716203
G6Pt6_2,ammonium,0.0
XPPT,ammonium,0.0
ACACT1r,ammonium,0.0
CYSSADS,ammonium,0.0
HTTOG,ammonium,0.0
SHCHCC,ammonium,0.0
DHR,ammonium,-0.019711811894986195
CATOCS,ammonium,0.0
PPGS,ammonium,0.002369113917198228
GENDO,ammonium,0.0
HATRAZE2,ammonium,0.0
ADSK,ammonium,0.025866518327630122
FCLT,ammonium,2.8258289792499818e-05
HATRAZE1,ammonium,0.0
TRPD,ammonium,0.1261363499413503
ADSLFK2,ammonium,0.0
HACD5,ammonium,0.0
UNAMPLA,ammonium,0.007637375619594544
MOHMT,ammonium,0.0005537097324206007
BTS4,ammonium,0.0
PPG2DGp,ammonium,0.0
NADSG,ammonium,0.0012067053478940215
UAAGDS,ammonium,0.007637375619594544
AMID2,ammonium,0.0
TAUDO,ammonium,0.0
THRtr,ammonium,0.0
AMDS6,ammonium,0.0
ACPCD,ammonium,0.0
HMR_7756,ammonium,0.0
AMDS3,ammonium,0.0
2HISOPD,ammonium,0.0
AMDS2,ammonium,0.0
CADVt,ammonium,0.0
TMPPP,ammonium,0.0015962115044952597
NPPDO,ammonium,0.0
HACD1,ammonium,0.0
HACD2,ammonium,0.0
HACD4,ammonium,0.0
3HBCDH,ammonium,0.0
DURIt2,ammonium,0.0
GLYCLTt2r,ammonium,0.0
G6PDA,ammonium,0.0
UDPG4E1,ammonium,0.0
PUNP7,ammonium,0.0
ALATA_D2,ammonium,0.0
PUNP6,ammonium,0.0
PUNP5,ammonium,0.0
PUNP4,ammonium,0.0
PAPPT3,ammonium,0.007637375619594544
PROt4,ammonium,0.0
3HBD,ammonium,0.0
PUNP3,ammonium,0.0
PUNP2,ammonium,0.0
PUNP1,ammonium,0.0
FBMO2,ammonium,0.0
FBMO1,ammonium,0.0
DHPPRAP,ammonium,0.0014663761189621528
HMDPPK,ammonium,0.0
HPPPNt2r,ammonium,0.0
PNTK,ammonium,0.0005537097324206007
LCADi,ammonium,0.0
CBPS,ammonium,0.05918176909705081
FBMO6,ammonium,0.0
PNTOK2,ammonium,0.0
FBMO5,ammonium,0.0
PNTOK3,ammonium,0.0
HDCAt2,ammonium,0.0
FBMO3,ammonium,0.0
DSERt2,ammonium,0.0
FBMO9,ammonium,0.0
FBMO8,ammonium,0.0
DAPDC,ammonium,0.016359258577171517
FBMO7,ammonium,0.0
UAGDP,ammonium,0.05093811314285411
NO2t2r,ammonium,0.0
METabc,ammonium,0.0
CDPGD,ammonium,0.0
TOLabc,ammonium,0.0
AMAOTr,ammonium,0.0
UPP3MT,ammonium,0.0
DAAD,ammonium,0.0
PRGCS,ammonium,0.01369737859455572
MNLpts,ammonium,0.0
SERt4,ammonium,0.0
OCOAT1m,ammonium,0.0
UPPRT,ammonium,0.0
LDHm,ammonium,1.2003469317800326
GAMpts,ammonium,0.0
PPCK,ammonium,0.0
ASPAM1,ammonium,0.0
BZACCOAT,ammonium,0.0
ASPAM2,ammonium,0.0
ASPAM3,ammonium,0.0
ASPAM4,ammonium,0.0
AAATT,ammonium,0.0
ASPt2_3,ammonium,0.0
MALTPTabc,ammonium,0.0
ACHBS,ammonium,0.026486418648753885
ASPt2_2,ammonium,0.0
CHORS,ammonium,0.18862993968624295
CHORM,ammonium,0.058031325749552554
AOBUTDs,ammonium,0.0
CCPPMD,ammonium,0.0
14HPED,ammonium,0.0
DHQND,ammonium,0.18862993968624295
IMPD,ammonium,0.01230432128154144
Biomass,ammonium,0.12728959365990908
SUCOAS,ammonium,-1.2311548631921974
PPAt,ammonium,0.0
IMP,ammonium,0.0
ACPYRH,ammonium,0.0
BUPN,ammonium,0.0
BUDPP1,ammonium,0.0
ALRTg,ammonium,0.0
SSALy,ammonium,0.0
GART,ammonium,0.0451007396672048
CRNabc,ammonium,0.0
CCPPCCOAL,ammonium,0.0
CCPAMAH,ammonium,0.0
NAPMSCD,ammonium,0.0
BTCAL,ammonium,0.0
GACT_h,ammonium,0.039469957202064615
ALRTa,ammonium,0.0
XANt2,ammonium,0.0
XANt,ammonium,0.0
BZFORCL1,ammonium,0.0
KYN,ammonium,0.0
BZFORCL2,ammonium,0.0
KYNRN1,ammonium,0.1261363499413503
ALRTx,ammonium,0.0
ALRTs,ammonium,0.0
MG2t,ammonium,0.0
KYNRN3,ammonium,0.0
4NPHPP,ammonium,0.0
ACS,ammonium,0.027078315259272456
FUM,ammonium,1.7675193034730887
GERCT,ammonium,0.0
NADHDH,ammonium,0.0
PROTCD,ammonium,0.0
PPNCL,ammonium,0.0005537097324206007
TRPTRS,ammonium,0.0
G1SAT,ammonium,0.00022606631833999854
PROD2,ammonium,0.0
ADNt2,ammonium,0.0
ASP1DC,ammonium,0.0005537097324206007
MNAO10,ammonium,0.0
ADCOBNSYN,ammonium,0.0
MNAO13,ammonium,0.0
MNAO14,ammonium,0.0
CLt,ammonium,0.0
MNAO11,ammonium,0.0
MNAO12,ammonium,0.0
CYSTRS,ammonium,0.0
L_LACD2,ammonium,0.0
UAGAAT,ammonium,0.0012117969316423347
PHE2MO1,ammonium,0.0
GLUCD1,ammonium,0.0
GLUCD2,ammonium,0.0
MCITS,ammonium,0.0
PHE2MO3,ammonium,0.0
PHE2MO2,ammonium,0.0
PPG2DG,ammonium,0.0
CPPPGO,ammonium,2.8258289792499818e-05
NDPK1,ammonium,0.027244300889405205
NDPK2,ammonium,0.0696361907139328
NDPK5,ammonium,0.00415906018324387
4CRESOLt,ammonium,0.0
NDPK6,ammonium,0.0
NDPK3,ammonium,0.013793609527362404
TTDCAt2,ammonium,0.0
NDPK4,ammonium,0.00222553125554985
NUDPK9,ammonium,0.0
ASPTA,ammonium,-0.2891232434563846
NDPK7,ammonium,0.00415906018324387
NDPK8,ammonium,0.00222553125554985
GLU5K,ammonium,0.08629725291767197
ALPHNH,ammonium,0.0
GLNabc,ammonium,0.0
SEROAT,ammonium,0.012103967461120746
ORNCD,ammonium,0.0
NPHS,ammonium,0.0
Phospholipid,ammonium,0.0063008348861654994
GLYCTO1p,ammonium,0.0009508532646395095
SDPDS,ammonium,0.02399663419676606
FUCt,ammonium,0.0
VALTRS,ammonium,0.0
SERDHT2,ammonium,0.0
UBQBM,ammonium,0.0
RNA,ammonium,0.007637375619594545
PPCDC,ammonium,0.0005537097324206007
PHAS,ammonium,0.0
SUCD1,ammonium,1.6969339142592366
34DHFD,ammonium,0.0
SUCDi,ammonium,0.0
ASCBptspp,ammonium,0.0
SUCD4,ammonium,1.6969339142592366
CCHCCOAL,ammonium,0.0
Ktr,ammonium,0.0
PYDXO_1,ammonium,0.0
GLUtr,ammonium,0.0
URIt2,ammonium,0.0
IDONt2r,ammonium,0.0
CTPS2,ammonium,0.011781161051599225
UAGCVT,ammonium,0.007637375619594544
THRTRS,ammonium,0.0
PTA2,ammonium,0.0
CYTCOBO3,ammonium,9.741060508334128
MAN1PT2,ammonium,0.0
HIBDkt,ammonium,0.0
BPHEHB,ammonium,0.0
BPHEHA,ammonium,0.0
TRPAS2,ammonium,0.0
THDPS,ammonium,0.02399663419676606
GALCTD,ammonium,0.0
GRTT,ammonium,0.0005628745831641202
GLYC3Pabc,ammonium,0.0
PYDXNO,ammonium,0.0
HACDHG,ammonium,0.0
TDPDRE,ammonium,0.0
RNDR1,ammonium,0.00222553125554985
RNDR2,ammonium,0.00415906018324387
PC,ammonium,0.0
RNDR3,ammonium,0.00415906018324387
VALTA,ammonium,-0.05946460657416314
RNDR4,ammonium,0.00222553125554985
GF6PTA,ammonium,0.05093811314285411
ATPADT,ammonium,0.0
NTRLASE,ammonium,0.0
ILEabc,ammonium,0.0
AADT2,ammonium,0.0
NITL2,ammonium,0.0
GALUi,ammonium,0.0012117969316423347
NITL1,ammonium,0.0
FMETDF,ammonium,0.0
NITL5,ammonium,0.0
4CRESOLD,ammonium,0.0
NITL4,ammonium,0.0
PPCOAC,ammonium,0.0
PPA2,ammonium,0.0
PHE2MO4,ammonium,0.0
PPA,ammonium,0.4235376659122612
PHE2MO5,ammonium,0.0
Carbohydrate,ammonium,0.007000927651294999
RPI,ammonium,-0.18256459054834828
ALAtr,ammonium,0.0
PYK,ammonium,0.0
IZPN,ammonium,0.0
RPE,ammonium,-0.1885268351153784
TYRTM,ammonium,0.0
FABC150,ammonium,0.0004925740680608742
CNTOB,ammonium,0.0
FABC151,ammonium,0.00017591931002174078
GTADT2,ammonium,0.0
PMCOAD,ammonium,0.0
GTADT1,ammonium,0.0
TRDR,ammonium,0.03863570120521757
ACLS,ammonium,0.10520103047210506
GMHEPAT,ammonium,0.0018176953974635018
C181t,ammonium,0.0
ACACt2,ammonium,0.0
PTRCORNt7,ammonium,0.0
MICITDr,ammonium,0.0
3OXAPT,ammonium,0.13001690049366463
Cofactors_and_vitamins,ammonium,0.0038186878097972725
TREH,ammonium,0.0
HMR_0614,ammonium,0.0012117969316423347
GTPCI,ammonium,0.0009508532646395095
FORGD,ammonium,0.0
AHCYSNS,ammonium,0.0
XAND,ammonium,0.0
UGMDDS,ammonium,0.007637375619594544
OCTMBZM,ammonium,0.0005346162933716203
ALLTC,ammonium,0.0
FABC140,ammonium,0.007888957900721236
FABC141,ammonium,1.7591931002174074e-05
ACALDt,ammonium,0.0
NADH16,ammonium,1.2063766389830466
CGS_m,ammonium,0.0
NADH5,ammonium,3.469062887999062
CYSGS2,ammonium,0.0
GMHEPPA,ammonium,0.0018176953974635018
ALAR,ammonium,0.015274751239189088
MALTHXabc,ammonium,0.0
NADK,ammonium,0.0005689844836582747
HETZK,ammonium,0.0
OCDCAt2,ammonium,0.0
ASPCT,ammonium,0.019711811894986195
O2t,ammonium,5.270124492932707
CYTDtr,ammonium,0.0
DCYTt2,ammonium,0.0
DATA2,ammonium,0.0
ALATA_D,ammonium,0.0
OHPBAKGT,ammonium,0.0017145908265989755
DATA3,ammonium,0.0
AGPR,ammonium,-0.039469957202064615
FRUP,ammonium,0.0
THRD,ammonium,0.0
OCDOR,ammonium,0.0
DHDPRy,ammonium,0.02399663419676606
ACMANApts,ammonium,0.0
FUMAC,ammonium,0.0
PTAr,ammonium,0.0
GLYAT,ammonium,0.0
DHPD,ammonium,0.0
NNAM,ammonium,0.0
DPR,ammonium,0.0005537097324206007
GLYt2r,ammonium,0.0
TAGL2_Nlimit,ammonium,0.0
E4PD,ammonium,0.0017145908265989755
KPENH,ammonium,0.0
ADHEr,ammonium,0.0
OCT,ammonium,0.039469957202064615
HIStr,ammonium,0.0
NTD9,ammonium,0.0
FABC120,ammonium,0.003064676191110185
NTD8,ammonium,0.0
CCHNM2,ammonium,0.0
34DHBt,ammonium,0.0
NTD5,ammonium,0.0
NTD4,ammonium,0.0
NTD7,ammonium,0.0
NTD6,ammonium,0.0
ADNCYC,ammonium,0.0
AHCi,ammonium,0.001603848880114861
ADHC2,ammonium,0.0
CCHNM1,ammonium,0.0
PRAIZC2,ammonium,-0.01210116709006046
AMAA,ammonium,0.0
PRAIZC1,ammonium,0.01210116709006046
12DHFD,ammonium,0.0
GUAD,ammonium,0.0
NTD1,ammonium,0.0
NAt3_2,ammonium,0.0
ASNabc,ammonium,0.0
NTD2,ammonium,0.0
NAt3_1g,ammonium,0.0
NMNt7,ammonium,0.0
NTD3,ammonium,0.0
ARGORNt7,ammonium,0.0
CBL,ammonium,0.0
CYSTBL2,ammonium,0.0
ADPT,ammonium,0.0
GLYTRS,ammonium,0.0
3IPPMD1,ammonium,0.0
CYSTBL1,ammonium,0.0
3IPPMD2,ammonium,0.0
G6PDH2r,ammonium,1.548651165321147
ALRTgp,ammonium,0.0
NITOXDR,ammonium,0.0
ADNCYC1,ammonium,0.0
BZ12DOX,ammonium,0.0
BZOTD7,ammonium,0.0
NADDP,ammonium,0.0
OP4ENH,ammonium,0.0
ACMSD,ammonium,0.0
BZOTD3,ammonium,0.0
BZOTD4,ammonium,0.0
BZOTD5,ammonium,0.0
NADDP1,ammonium,0.0
G1PTT,ammonium,0.0
BZOTD1,ammonium,0.0
ASPSAD,ammonium,-0.13310184271556227
ADPRT2,ammonium,0.0
ALCDH_pqq_x,ammonium,0.0
ADPRT3,ammonium,0.0
ADPRT4,ammonium,0.0
KAS14,ammonium,0.0
3CMUCC,ammonium,0.13001690049366463
BKACPS1,ammonium,0.0
ICDHyr,ammonium,0.83926049719999
ANOXDR,ammonium,0.0
IG3PS,ammonium,0.12682880533086022
ACONCt,ammonium,0.0
THMabc,ammonium,0.0
CYTDA,ammonium,0.0
FALDH,ammonium,0.0
FDFT1,ammonium,0.0
ANDO,ammonium,0.0
FDFT2,ammonium,0.0
GLBRAN2,ammonium,0.0
UPPDC2,ammonium,0.0
UPPDC1,ammonium,2.8258289792499818e-05
GLCNt2r,ammonium,0.0
SKDH,ammonium,0.18862993968624295
MTTGH,ammonium,0.0
PDX5PSb,ammonium,0.0
TDSK,ammonium,0.0006058984658211673
DNMPPA,ammonium,0.0
NTRIR2x,ammonium,0.0
PPC,ammonium,0.0
ACYP,ammonium,0.0
APPS2,ammonium,0.0
SDPTA,ammonium,-0.02399663419676606
6CHQt,ammonium,0.0
APPS3,ammonium,0.0
DPHS,ammonium,0.18862993968624295
ARGSL,ammonium,0.039469957202064615
PAAD6,ammonium,0.0
PAAD5,ammonium,0.0
PAAD8,ammonium,0.0
PAAD7,ammonium,0.0
POX,ammonium,0.0
PAAD2,ammonium,0.0
PAAD1,ammonium,0.0
CITt7,ammonium,0.0
PAAD4,ammonium,0.0
PLIPASA1E_Nlimit,ammonium,0.0
NO3t7,ammonium,0.0
PAAD3,ammonium,0.0
SPMS3,ammonium,0.0
LYStr,ammonium,0.0
SPMS,ammonium,0.0
COBBP1,ammonium,0.0
COBBP2,ammonium,0.0
PAAD9,ammonium,0.0
AOBZACt,ammonium,0.0
VALabc,ammonium,0.0
GLXCL,ammonium,0.0004898103564008882
SHKK,ammonium,0.18862993968624295
ARGDC,ammonium,0.0
DMQMT,ammonium,0.0005346162933716203
NNDMBRT,ammonium,0.0
DPCOAK,ammonium,0.0005537097324206007
FUCPt6_2,ammonium,0.0
NTP3,ammonium,0.0
NTP1,ammonium,0.0
ILETRS,ammonium,0.0
NAt3_15,ammonium,0.012933259163815061
ACBIPGT,ammonium,0.0
MCITL2,ammonium,0.0
PPS,ammonium,0.3874369369647854
6CHQD,ammonium,0.0
OMPHHX,ammonium,0.0
GTHS,ammonium,0.0
MCLACi,ammonium,0.0
PRFGAS,ammonium,0.01369737859455572
AHSERL4,ammonium,0.0
SCCNAPS,ammonium,0.0
INStr,ammonium,0.0
ADCL,ammonium,0.0009508532646395095
HYXNt,ammonium,0.0
PANTS,ammonium,0.0005537097324206007
DDGD,ammonium,0.0
OAHSL1,ammonium,0.0
DXPRIi,ammonium,0.004361705216350462
BUTt2r,ammonium,0.0
SUCCabc,ammonium,0.0
SUCCtr,ammonium,0.0
ALPNIT,ammonium,0.0
PMDPHT,ammonium,0.0014663761189621528
IDPD,ammonium,0.0
ALADH,ammonium,0.0
OPHBDC,ammonium,0.0005346162933716203
G3POAT_Nlimit,ammonium,0.008795965501087038
16DCDC4,ammonium,0.0
16DCDC3,ammonium,0.0
THD2,ammonium,0.0
16DCDC2,ammonium,0.0
16DCDC1,ammonium,0.0
TRSARr,ammonium,0.0004898103564008882
ETOHt2r,ammonium,0.0
THIOLS,ammonium,0.0
PTPATi,ammonium,0.0005537097324206007
TDPDRR,ammonium,0.0
METTRS,ammonium,0.0
TRPS2_1,ammonium,0.0
TRPS2,ammonium,0.0
OXCTD2,ammonium,0.0
OXCTD1,ammonium,0.0
PHEA4H,ammonium,0.0
PMPK,ammonium,0.0015962115044952597
CMK,ammonium,0.004361705216350462
TRPS1,ammonium,0.12682880533086022
DLACt,ammonium,0.0
AG3POAT_Nlimit,ammonium,0.008795965501087038
2H3MBZP,ammonium,0.0
TKT1,ammonium,0.0018176953974635018
TKT2,ammonium,-0.19034453051284192
HXAND,ammonium,0.0
3OXAPLC,ammonium,0.13001690049366463
ALRTap,ammonium,0.0
ALCDd,ammonium,0.0
ANS,ammonium,0.000692455389509905
BENZt,ammonium,0.0
PGPS,ammonium,0.007637375619594544
