R_ATPS4m_enzyme	21322478.886296734	21322478.886296734
R_DHFR_enzyme	3883.5741759267057	3883.5741759267057
R_PPPGO3_enzyme	47.02111996688535	47.02111996688535
R_DTMPK_enzyme	2568.639579206496	2568.639579206496
R_KDO8PS_enzyme	624.9466997808071	624.9466997808071
R_CAT_enzyme	8161.857229476881	8161.857229476881
R_NNATr_enzyme	802.7153245342063	802.7153245342063
R_UAMAGS_enzyme	5883.169619945519	5883.169619945519
R_THRD_L_enzyme	79364.4650491701	79364.4650491701
R_HISTD_enzyme	4141.824311920818	4141.824311920818
R_IMPC_enzyme	4664.884191919737	4664.884191919737
R_TYRTA_enzyme	1036.7747895387217	1036.7747895387217
R_THRA_enzyme	376863.2522262765	376863.2522262765
R_TAh_enzyme	2082132.9498424544	2082132.9498424544
R_DHQS_enzyme	29376.0047744804	29376.0047744804
R_DB4PS_enzyme	1868.1751958763505	1868.1751958763505
R_FMNAT_enzyme	810.7150991839393	810.7150991839393
R_FDH_enzyme	803417.4692123526	803417.4692123526
R_ADK1_enzyme	19880.614579086057	19880.614579086057
R_GMPS_enzyme	12470.24101008554	12470.24101008554
R_KDOCT2_enzyme	4783.345930416442	4783.345930416442
R_GLUTRS_enzyme	113.11947522971778	113.11947522971778
R_GLUTRR_enzyme	1042.4388496022357	1042.4388496022357
R_SLFR_enzyme	117182.9670857801	117182.9670857801
R_MTHFR2_enzyme	3794.2766649934	3794.2766649934
R_DHDPS_enzyme	2900.8391516406505	2900.8391516406505
R_FBA_enzyme	67614.33260015179	67614.33260015179
R_MECDPDHT_enzyme	2807.6786402295206	2807.6786402295206
R_G5SD_enzyme	32957.969363405864	32957.969363405864
R_FBP_enzyme	304992.39278547716	304992.39278547716
R_DHR_enzyme	7810.920116261381	7810.920116261381
R_PPGS_enzyme	29680.004510857136	29680.004510857136
R_ADSK_enzyme	858483.4728555931	858483.4728555931
R_FCLT_enzyme	391.68551357052263	391.68551357052263
R_MOHMT_enzyme	275.8937162710496	275.8937162710496
R_NADSG_enzyme	4864.090816374792	4864.090816374792
R_UAAGDS_enzyme	8731.144343089778	8731.144343089778
R_TMPPP_enzyme	2022.5234045887948	2022.5234045887948
R_DHPPRAP_enzyme	1984.8803667187851	1984.8803667187851
R_PNTK_enzyme	3390.3880830546636	3390.3880830546636
R_CBPS_enzyme	25066.869408698632	25066.869408698632
R_DAPDC_enzyme	14019.943393429468	14019.943393429468
R_UAGDP_enzyme	163875.43271166776	163875.43271166776
R_PRGCS_enzyme	5038.3237997429405	5038.3237997429405
R_ACHBS_enzyme	12481.104418555804	12481.104418555804
R_CHORS_enzyme	49423.238140243884	49423.238140243884
R_CHORM_enzyme	13103.72972947384	13103.72972947384
R_DHQND_enzyme	2328613.4516816624	2328613.4516816624
R_IMPD_enzyme	26820.712816951527	26820.712816951527
R_SUCOAS_enzyme	1093.1907051027395	1093.1907051027395
R_GACT_h_enzyme	8403.85801293522	8403.85801293522
R_FUM_enzyme	13427.498409295908	13427.498409295908
R_PPNCL_enzyme	568.7924952447671	568.7924952447671
R_G1SAT_enzyme	161.25853901829592	161.25853901829592
R_ASP1DC_enzyme	216.2242483535054	216.2242483535054
R_UAGAAT_enzyme	1050.538671302122	1050.538671302122
R_CPPPGO_enzyme	46.29779270572738	46.29779270572738
R_NDPK1_enzyme	4182.135384730733	4182.135384730733
R_NDPK2_enzyme	10689.500840001429	10689.500840001429
R_NDPK5_enzyme	638.4363772142211	638.4363772142211
R_NDPK3_enzyme	2117.3875124087012	2117.3875124087012
R_NDPK4_enzyme	341.63009179204994	341.63009179204994
R_ASPTA_enzyme	3120552.147432915	3120552.147432915
R_NDPK7_enzyme	638.4363772142211	638.4363772142211
R_NDPK8_enzyme	341.63009179204994	341.63009179204994
R_GLU5K_enzyme	81226.43685264939	81226.43685264939
R_SEROAT_enzyme	633819.770866161	633819.770866161
R_SDPDS_enzyme	27373.951513376513	27373.951513376513
R_PPCDC_enzyme	568.7924952447671	568.7924952447671
R_SUCDi_enzyme	1292.2714129393441	1292.2714129393441
R_CTPS2_enzyme	9910.137521434175	9910.137521434175
R_UAGCVT_enzyme	2859.994486361301	2859.994486361301
R_CYTCOBO3_enzyme	48300343.310952775	48300343.310952775
R_THDPS_enzyme	7491.977212658586	7491.977212658586
R_GRTT_enzyme	637.3263848544959	637.3263848544959
R_RNDR1_enzyme	962.8118175503686	962.8118175503686
R_RNDR2_enzyme	1799.2972618760436	1799.2972618760436
R_RNDR3_enzyme	1799.2972618760436	1799.2972618760436
R_VALTA_enzyme	44374.03022904473	44374.03022904473
R_RNDR4_enzyme	962.8118175503686	962.8118175503686
R_GF6PTA_enzyme	54302.18834627892	54302.18834627892
R_GALUi_enzyme	127.6204869647738	127.6204869647738
R_PPA_enzyme	87308.96795630685	87308.96795630685
R_RPI_enzyme	776953.9872785099	776953.9872785099
R_PYK_enzyme	19488.62295558581	19488.62295558581
R_RPE_enzyme	495592.98800162546	495592.98800162546
R_TRDR_enzyme	5002.67753238243	5002.67753238243
R_ACLS_enzyme	49573.52157249046	49573.52157249046
R_GMHEPAT_enzyme	677.0949361169525	677.0949361169525
R_3OXAPT_enzyme	1681.2493812748637	1681.2493812748637
R_GTPCI_enzyme	372.8960131140127	372.8960131140127
R_UGMDDS_enzyme	5088.1973787512525	5088.1973787512525
R_OCTMBZM_enzyme	188.77560972284536	188.77560972284536
R_NADH16_enzyme	19456294.25899333	19456294.25899333
R_ALAR_enzyme	13242.514144288933	13242.514144288933
R_NADK_enzyme	262.5112816652272	262.5112816652272
