reaction_id,flux_mmol_gDCW_h,sd_flux,min_flux,max_flux,CV,flux_mmol_gDCW_h_FBA
R_ATPS4m,23.319604977199333,0.24078471145691105,0,50.05103680638533,0.010325419821319336,22.388621947755297
R_CYTCOBO3,15.814187502462982,0.0975638812520126,0,32.59535002209318,0.006169389431914697,14.974013963297253
R_PIt2r,9.894999657426808,0.27058627618364267,0,19.839129744620323,0.027345759024918304,10.43054318221758
R_FUM,8.474142513463278,0.05062987838784397,0,17.301724541271142,0.00597463145178475,8.143086527089608
R_SUCDi,8.144033216059919,0.09066173568381597,0,16.559460252523284,0.011132289527630155,7.936481556479614
R_O2t,8.096109394458477,0.034428867059736294,0,16.451683128064072,0.004252519992294291,7.527992952364017
R_MDH,7.862609687467682,0.21318421137409477,0,16.395950013944912,0.027113670886384188,4.780464408952639
R_NADH16,7.2048928610605065,0.18519892926016288,0,15.899776118508969,0.02570460558283763,7.034749238615505
R_SUCCt2r,331.7557739211358,71.70104122436386,-13.455838767042087,13.455838767042087,0.21612597838736775,6.727919383521043
R_NH4t,3.8276748630724375,0.017020148546160765,0,7.711501547440012,0.004446602481930468,3.9672663685733123
R_PPCK,3.093140001591939,0.17505565007975266,0,6.982299085795934,0.056594803335658,1.6920528164669077
R_GLUDy,53.164542662165104,126.4018733599793,-5.877152208787962,5.877152208787962,2.3775596860336394,-2.938576104393981
R_PIabc,0.017863824768015457,0.2707448362356612,0,5.4385501477597975,15.156039636059361,0
R_CS,2.1469482372528623,0.04793803685206728,0,4.617343796678957,0.022328454883200455,1.8585642138478935
R_ACONT1,2.1213139451453795,0.043515750355468834,0,4.600097055444641,0.02051358331710141,1.8585642138478935
R_ACONT2,2.1213139451453795,0.043515750355468834,0,4.600097055444641,0.02051358331710141,1.8585642138478935
R_PDH1,1.6758169966323302,0.21895276091020272,0,4.443147439074116,0.13065433836164891,2.60168604786175
R_PDH2,1.6758169966323302,0.21895276091020272,0,4.443147439074116,0.13065433836164891,2.60168604786175
R_PDH3,1.6758169966323302,0.21895276091020272,0,4.443147439074116,0.13065433836164891,2.60168604786175
R_ASP1DC,1.1131643559281477,0.21682649647527252,0,4.2605513934958115,0.19478390169480794,0.0016207204389938122
R_ACALD,0.9322490590832331,0.22654966348336558,0,4.191378156070414,0.2430140972264996,0
R_PAAD7,0.9698958972857965,0.22585852008791782,0,4.1595970288164015,0.23286882718028934,0
R_ALADH,1.4205896975205152,0.1668886846282264,0,3.8418408606285994,0.1174784562491988,0
R_PYK,1.40481075605405,0.15037265228786534,0,3.7789075579340548,0.10704121650537801,0
R_ICDHyr,-58.105507263840764,107.74234691424157,-3.6949569720906226,3.6949569720906226,1.8542536153245144,1.8474784860453113
R_PGM,1.2837118512958392,0.05726830232208383,0,2.8481241557808694,0.04461149304205185,1.3114927542147168
R_AKGDH,1.3215162946466394,0.04025908277760596,0,2.781019585424781,0.030464310535324005,1.1941209949781542
R_PPA,1.0049153544879679,0.07757053312185568,0,2.6628074228190615,0.07719111144577943,0.7912413070079375
R_ASP4DC,0.6992534092061555,0.24434521571988393,0,2.468699734829894,0.34943728911852256,0.39155860647267293
R_ME2,0.2427611182611843,0.23560280364996333,0,2.3799912087939696,0.9705129278424257,3.362622118136968
R_PGK,0.9047994633402463,0.050156926848689026,0,2.085188198986792,0.05543430216406717,0.9024909111552404
R_GLNS,0.842651739143428,0.03927391659238184,0,1.8948003728483236,0.04660753045179085,0.7610519424721239
R_GL3PD,-323.50256276895857,141.40880392303035,-1.7721062565933536,1.7721062565933536,0.4371180330463803,-0.8860531282966768
R_G3PD2,323.5498083978624,141.40295426630917,-1.7206142916390352,1.7206142916390352,0.4370361242570384,0.8603071458195176
R_HCO3E,0.5940817247265526,0.02999315119210704,0,1.4662731332656609,0.05048657439498322,0.5805516812479723
R_NTP1,0.02674872468291998,0.11895570366157979,0,1.3057329744405677,4.447154212833828,0
R_ADNK,0.11070193059130642,0.06465302763756631,0,1.2149342671085686,0.5840280046809193,0.00469450058191303
R_PGLCED,0.4362822392417073,0.04103685161851363,0,1.2053461146024416,0.09406033050953184,0.4090018430594763
R_PSERT,0.4362822392417073,0.04103685161851363,0,1.2053461146024416,0.09406033050953184,0.4090018430594763
R_PSP_L,0.4362822392417073,0.04103685161851363,0,1.2053461146024416,0.09406033050953184,0.4090018430594763
R_ME1,0.33900183247262705,0.08528756686589657,0,1.1521988772359575,0.2515843830218327,0
R_XPPT,0.03188987470699223,0.062225231289029896,0,1.1317816065386348,1.9512535518173826,0
R_NTD10,0.021226124293924533,0.06283527798354228,0,1.1267778264903456,2.9602803184153297,0
R_PUNP7,0.021226124293924533,0.06283527798354228,0,1.1267778264903456,2.9602803184153297,0
R_ADK1,-463.63339302601946,110.50295814025202,-1.1033492169258494,1.1033492169258494,0.2383412407355449,0.5516746084629247
R_ASPK,0.4119845923822254,0.02770490839201402,0,1.0232687831394287,0.06724743814280884,0.3816107361919525
R_ACCOAC,0.4063466207089505,0.019504859177050044,0,0.9768575661352886,0.04800054481324351,0.407325354934204
R_ICL,0.1711220546429279,0.0763608865135046,0,0.9582785650107155,0.44623638182023445,0.011085727802582213
R_NAt3_2,0.0622570915642717,0.10359178246256422,0,0.8893226545714815,1.6639354627676473,0
R_FDH2,0.09944327017968926,0.1176831092383476,0,0.8878529851280473,1.1834195418724647,0
R_XANt2,0.07406735863953089,0.07336803529032697,0,0.8327276834366403,0.9905582788147291,0
R_FBP,0.354185770121454,0.016381673941678988,0,0.8030265062004994,0.04625164341317704,0.3378322827891472
