reaction_id,flux_mmol_gDCW_h,sd_flux,min_flux,max_flux,CV,flux_mmol_gDCW_h_FBA
R_ATPS4m,64.17267816184487,0.23654403856543102,0,130.15275067390866,0.003686055270575772,63.0797453054193
R_FORt,59.11897027032191,0.030364731903734912,0,118.28512587703315,5.136207847479745e-4,59.1462089941343
R_FDH,58.917426460766876,0.09182568142087395,0,118.05107749124454,0.0015585487509713392,59.0294049608903
R_CYTCOBO3,27.752395568281223,0.12125210584685317,0,56.75425522758014,0.004369068088141359,26.8998090751906
R_NADH16,27.268677262064088,0.21324391639047027,0,56.393229506219505,0.00782010488961755,26.8936465737146
R_PGK,24.60936501136929,0.1116379737734976,0,49.70168738220713,0.004536402045397024,25.1556093246166
R_PRUK,14.203420935546273,0.05899078747223296,0,28.65257807942243,0.00415328023719971,14.5464255401645
R_RBPC,14.203420935546273,0.05899078747223296,0,28.65257807942243,0.00415328023719971,14.5464255401645
R_O2t,14.096794252849644,0.04640672614715186,0,28.522745519461186,0.0032920056372228615,13.4910499767425
R_PIt2r,9.925293337249855,0.03208580121419785,0,19.9097276613993,0.0032327307741907333,10.4711263948517
R_FBP,9.821799336225933,0.043550797805400776,0,19.837150217437742,0.004434095659516432,10.036763749199901
R_GL3PD,-283.14849816360635,206.75742306026524,-18.52870093451402,18.52870093451402,0.7302084397452764,-9.26435046725701
R_G3PD2,283.0976702582451,206.7453664934805,-18.46587976413884,18.46587976413884,0.7302969547749542,9.23293988206942
R_RPI,4.56102833503677,0.019158152293861197,0,9.20934989062042,0.004200401945914845,4.68576027588457
R_GLUDy,184.98077854793024,179.54278854540232,-7.88265819298928,7.88265819298928,0.9706024050432954,-3.94132909649464
R_NH4t,3.8291191481175195,0.012173584709796341,0,7.719864131268341,0.0031792128264750254,3.98270222956345
R_ENO,3.656278192072491,0.38100451358193477,0,7.621797987768703,0.10420555919624094,3.93724175571237
R_PPC,2.869222648370222,0.3547977002313568,0,6.16852111696767,0.12365638492115251,3.05922572879709
R_HCO3E,0.7350254602930442,0.3450300987661727,0,4.582301492977032,0.4694124454255151,0.582810494802896
R_CYSS,0.04637074803243549,0.38154888249759944,0,4.358005009780676,8.22822358247732,0.035566421908902
R_SEROAT,0.04637074803243549,0.38154888249759944,0,4.358005009780676,8.22822358247732,0.035566421908902
R_CYSTBL1,0.01256260823728112,0.3815493240436431,0,4.290426142912935,30.371823815324234,0
R_PGLCED,0.16157804833316916,0.3667538974768693,0,4.283694533675992,2.2698250242547404,0
R_PSERT,0.16157804833316916,0.3667538974768693,0,4.283694533675992,2.2698250242547404,0
R_PSP_L,0.16157804833316916,0.3667538974768693,0,4.283694533675992,2.2698250242547404,0
R_HSK,623.2788957890859,96.61284896920117,-3.50724697262672,3.50724697262672,0.15500741260762085,1.75362348631336
R_THRS,623.2788957890859,96.61284896920117,-3.50724697262672,3.50724697262672,0.15500741260762085,1.75362348631336
R_PC,0.13918495432645026,0.312071183640313,0,3.462179521927877,2.2421330319106767,0
R_ASPK,1.6324191728219724,0.04415961820932403,0,3.4547462658653023,0.02705164148065294,1.78500826349683
R_PPA,1.1130057281533654,0.11306271356766373,0,2.681356391057126,0.10158322702907453,0.794319872874194
R_THRA,1.043421177841966,0.12322270989581015,0,2.5302609818622477,0.11809489064680759,0
R_ACALD,0.9987936203644949,0.09960368540393716,0,2.473535602211996,0.09972399039512114,0
R_GLNS,0.8550569243421444,0.06817031280984223,0,2.152115960065622,0.07972605199623459,0.764013047399017
R_G5SADs,0.41834059723729855,0.2795908769707843,0,2.1466564469773575,0.6683331209478333,0.253576731489737
R_G5SD,0.41834059723729855,0.2795908769707843,0,2.1466564469773575,0.6683331209478333,0.253576731489737
R_GLU5K,0.41834059723729855,0.2795908769707843,0,2.1466564469773575,0.6683331209478333,0.253576731489737
R_P5CD1p,0.20916598323228644,0.2922990570631123,0,1.776886157186184,1.3974502571888259,0
R_GUAt2,0.13443287866771148,0.17471114196704393,0,1.653245252315279,1.2996161630882834,0
R_CS,0.6894170797812033,0.02744384141445261,0,1.565788773235443,0.03980731290144759,0.65589957785237
R_ACONT1,0.6624052264875446,0.021542904787512567,0,1.4678764215338715,0.03252224458092745,0.65589957785237
R_ACONT2,0.6624052264875446,0.021542904787512567,0,1.4678764215338715,0.03252224458092745,0.65589957785237
R_ACCOAC,0.41516838951576873,0.062257234648799537,0,1.4368747279790954,0.14995658682351323,0.408910178581621
R_ICDHyr,327.9187550478312,196.85332335809758,-1.31179915570474,1.31179915570474,0.6003112671289081,0.65589957785237
R_PYK,0.45426930007283883,0.07294698478986375,0,1.2142480004902383,0.16058092584765737,0.495975279558143
R_FUM,0.3279466150043373,0.05103395574285855,0,1.1444071440475558,0.1556166565164382,0.210777335904594
R_PTRCORNt7,0.10630942724628943,0.13206566074445256,0,1.1395786250348754,1.2422761006744312,0
R_ADK1,-132.47043523831198,207.28671098064558,-1.107642133900364,1.107642133900364,1.5647771565613144,0.553821066950182
R_SERD_L,0.3201143120580048,0.09149798824885517,0,1.0808979869991278,0.28582910792278393,0.288328469514397
R_ASP4DC,0.38372950248027426,0.042666465704562694,0,1.0150697995194693,0.11118891153477567,0.370640342059178
R_GLYAMT,-546.7376791764041,155.6013809004919,-1.014099242591304,1.014099242591304,0.2845997026122053,0.507049621295652
R_ORNabc,0.02150243837926211,0.14078094603175684,0,0.9839312287453282,6.5472084397429144,0
R_THRD,0.2000067090172931,0.10836799677354111,0,0.8912097074993618,0.5418218084082936,1.4019127542322
