sgRNA	readcount	timepoint	induction	sample
sll0284_8	147	16d	u	1
arsC_64	51	16d	u	1
Entry676_44	159	16d	u	1
sll1884_3	62	16d	u	1
slr0556_41	131	16d	u	1
arsA_20	163	16d	u	1
Entry1756_79	184	16d	u	1
Entry1000_8	402	16d	u	1
ileS_10	1	16d	u	1
sll0098_18	93	16d	u	1
sll0576_55	197	16d	u	1
slr1186_13	84	16d	u	1
Entry381_6	110	16d	u	1
slr0872_18	101	16d	u	1
slr1866_214	1	16d	u	1
Entry106_44	2	16d	u	1
sll6052_129	160	16d	u	1
sll0702_20	226	16d	u	1
Entry1624_20	213	16d	u	1
sll1946_36	279	16d	u	1
Entry1210_56	575	16d	u	1
ssl3769_13	152	16d	u	1
sll0315_63	1269	16d	u	1
sll1737_63	2	16d	u	1
sll0909_364	326	16d	u	1
ssr6062_24	1	16d	u	1
slr1378_21	252	16d	u	1
lim_77	1	16d	u	1
slr1522_55	174	16d	u	1
ssr2087_58	2	16d	u	1
Entry71_31	227	16d	u	1
degT_20	170	16d	u	1
sll1123_45	632	16d	u	1
slr1635_63	1269	16d	u	1
slr6028_22	186	16d	u	1
sll0998_97	340	16d	u	1
slr1978_21	101	16d	u	1
dapA_33	135	16d	u	1
slr0149_25	1	16d	u	1
Entry699_70	2	16d	u	1
slr0314_3	74	16d	u	1
sll0274_70	115	16d	u	1
slr1336_45	170	16d	u	1
sll0887_22	14	16d	u	1
pleD_88	260	16d	u	1
sll1144_75	3	16d	u	1
slr0222_17	385	16d	u	1
slr1203_86	116	16d	u	1
slr0214_4	289	16d	u	1
Entry1467_74	1	16d	u	1
slr1634_79	274	16d	u	1
mntB_148	116	16d	u	1
Entry751_29	95	16d	u	1
sll1950_56	91	16d	u	1
sll1702_10	28	16d	u	1
slr1272_8	1	16d	u	1
Entry1167_33	102	16d	u	1
trpC_27	1	16d	u	1
Entry837_20	297	16d	u	1
slr1471_143	59	16d	u	1
pchR_4	311	16d	u	1
slr0042_55	129	16d	u	1
slr0941_45	1	16d	u	1
Entry1113_8	297	16d	u	1
Entry1980_64	245	16d	u	1
Entry338_38	250	16d	u	1
comEc_8	125	16d	u	1
sll2011_11	96	16d	u	1
slr0667_282	317	16d	u	1
Entry822_38	542	16d	u	1
sll1560_48	7	16d	u	1
Entry1796_42	203	16d	u	1
Entry1057_23	200	16d	u	1
Entry557_99	92	16d	u	1
Entry525_21	4	16d	u	1
proC_55	79	16d	u	1
sll0609_20	126	16d	u	1
sll1916_46	249	16d	u	1
slr5118_266	113	16d	u	1
sll1459_16	318	16d	u	1
sll1263_16	123	16d	u	1
slr1533_9	377	16d	u	1
slr2124_67	207	16d	u	1
sir_11	210	16d	u	1
Entry1136_29	243	16d	u	1
mutT_53	184	16d	u	1
slr1413_62	46	16d	u	1
psaM_43	3	16d	u	1
sll1086_11	376	16d	u	1
Entry228_57	2	16d	u	1
slr5082_428	39	16d	u	1
slr1437_23	150	16d	u	1
Entry1320_37	431	16d	u	1
sll1084_7	115	16d	u	1
Entry1130_62	163	16d	u	1
Entry1877_84	287	16d	u	1
Entry1502_9	90	16d	u	1
Entry1814_67	96	16d	u	1
sll0103_32	66	16d	u	1
sqdB_118	98	16d	u	1
Entry334_7	520	16d	u	1
Entry10_4	149	16d	u	1
sll7044_76	1	16d	u	1
sll1080_76	2	16d	u	1
sll5104_92	273	16d	u	1
zam_93	154	16d	u	1
Entry12_101	57	16d	u	1
ssl7074_49	38	16d	u	1
ssr3452_7	284	16d	u	1
sll0095_18	193	16d	u	1
slr0523_13	3	16d	u	1
slr0887_51	1	16d	u	1
sll1222_49	127	16d	u	1
rpl1_68	151	16d	u	1
Entry1790_43	198	16d	u	1
ycf37_91	2	16d	u	1
trxM_82	147	16d	u	1
ftsH3_12	251	16d	u	1
sll1945_19	1	16d	u	1
ssr1175_97	395	16d	u	1
slr1747_16	2	16d	u	1
Entry13_33	107	16d	u	1
sll0477_87	1	16d	u	1
ssl1807_55	191	16d	u	1
Entry1127_47	159	16d	u	1
slr1854_84	112	16d	u	1
gltA_53	177	16d	u	1
Entry1338_56	160	16d	u	1
Entry226_54	267	16d	u	1
Entry797_51	589	16d	u	1
slr7088_79	106	16d	u	1
Entry196_21	1	16d	u	1
Entry1700_82	174	16d	u	1
rpl19_19	4	16d	u	1
slr2070_23	216	16d	u	1
slr1152_34	465	16d	u	1
Entry401_76	128	16d	u	1
Entry1985_6	148	16d	u	1
Entry215_116	97	16d	u	1
ndhI_147	139	16d	u	1
slr0305_121	66	16d	u	1
Entry240_42	332	16d	u	1
Entry240_43	383	16d	u	1
fabZ_27	110	16d	u	1
Entry1984_55	269	16d	u	1
slr1865_61	158	16d	u	1
cobU_22	87	16d	u	1
ssl3615_7	1	16d	u	1
Entry1472_54	156	16d	u	1
Entry704_73	2	16d	u	1
ssl5095_92	232	16d	u	1
galE2_52	1	16d	u	1
sll0665_212	2920	16d	u	1
sll5059_37	72	16d	u	1
Entry293_37	1	16d	u	1
Entry623_59	1	16d	u	1
Entry525_0	148	16d	u	1
ssl1533_29	135	16d	u	1
Entry1687_54	91	16d	u	1
Entry836_70	1	16d	u	1
Entry1959_82	2	16d	u	1
sll1611_48	113	16d	u	1
sll1888_9	190	16d	u	1
slr0078_98	374	16d	u	1
sll1765_10	121	16d	u	1
slr0581_16	2	16d	u	1
exoD_53	133	16d	u	1
ggtA_160	315	16d	u	1
slr1613_208	65	16d	u	1
Entry387_48	113	16d	u	1
Entry1316_24	480	16d	u	1
Entry1531_9	283	16d	u	1
slr5110_95	125	16d	u	1
amiA_13	309	16d	u	1
slr0179_34	3	16d	u	1
Entry1187_23	58	16d	u	1
Entry277_1	464	16d	u	1
Entry1498_7	638	16d	u	1
slr1257_98	1	16d	u	1
slr1888_51	487	16d	u	1
SyR5_39	216	16d	u	1
sphS_124	75	16d	u	1
gmhA_55	497	16d	u	1
sll0208_22	134	16d	u	1
sll1106_61	141	16d	u	1
Entry1132_59	234	16d	u	1
slr1896_14	262	16d	u	1
Entry180_0	96	16d	u	1
sll1022_37	120	16d	u	1
slr1229_61	167	16d	u	1
slr2079_51	1	16d	u	1
sll1005_23	36	16d	u	1
secY_22	153	16d	u	1
slr1034_22	222	16d	u	1
proS_70	1	16d	u	1
ssr0756_84	115	16d	u	1
sll1530_118	1	16d	u	1
Entry1572_45	202	16d	u	1
ntcA_27	203	16d	u	1
sll0208_3	56	16d	u	1
Entry1268_0	82	16d	u	1
Entry1416_6	397	16d	u	1
rpl12_149	127	16d	u	1
slr0929_43	271	16d	u	1
Entry1725_21	257	16d	u	1
Entry1237_28	162	16d	u	1
sll0022_119	202	16d	u	1
Entry1132_33	3	16d	u	1
Entry1759_64	196	16d	u	1
Entry955_68	379	16d	u	1
Entry991_57	224	16d	u	1
sll1102_22	168	16d	u	1
Entry2044_63	182	16d	u	1
sll0818_137	86	16d	u	1
ppc_15	18	16d	u	1
Entry1100_9	164	16d	u	1
slr0980_110	121	16d	u	1
ycf47_77	213	16d	u	1
sll1763_11	182	16d	u	1
Entry1778_46	129	16d	u	1
sll0839_37	120	16d	u	1
Entry1304_106	124	16d	u	1
sll1466_52	169	16d	u	1
Entry906_49	184	16d	u	1
Entry591_30	329	16d	u	1
sll0933_74	170	16d	u	1
slr0511_495	1	16d	u	1
ppa_18	1	16d	u	1
slr0846_50	83	16d	u	1
slr0569_89	129	16d	u	1
Entry413_88	88	16d	u	1
ureD_76	65	16d	u	1
sll0727_43	2	16d	u	1
sll0595_70	1	16d	u	1
slr1926_45	1	16d	u	1
slr0573_206	300	16d	u	1
ssl7007_57	175	16d	u	1
slr0668_139	119	16d	u	1
Entry1268_32	260	16d	u	1
Entry1488_99	1	16d	u	1
Entry909_43	456	16d	u	1
ssl2069_43	183	16d	u	1
sll1559_33	1	16d	u	1
Entry1830_67	120	16d	u	1
Entry1507_129	387	16d	u	1
Entry2075_41	174	16d	u	1
glcD_25	243	16d	u	1
slr0541_28	1	16d	u	1
sll0803_8	81	16d	u	1
slr1661_23	3	16d	u	1
Entry6_36	348	16d	u	1
slr0617_15	2	16d	u	1
Entry449_9	144	16d	u	1
sll1601_23	171	16d	u	1
Entry98_70	21	16d	u	1
Entry1791_90	205	16d	u	1
Entry1774_15	190	16d	u	1
Entry82_108	74	16d	u	1
sll1305_8	132	16d	u	1
Entry1145_124	212	16d	u	1
Entry1536_101	146	16d	u	1
Entry71_64	231	16d	u	1
lipA_4	319	16d	u	1
msrA2_46	210	16d	u	1
Entry159_18	280	16d	u	1
apcC_41	2	16d	u	1
hupE_32	259	16d	u	1
tig_10	1	16d	u	1
Entry1666_35	143	16d	u	1
slr0359_31	320	16d	u	1
sll0034_35	183	16d	u	1
sll0624_62	118	16d	u	1
cbaB_16	181	16d	u	1
moaA_36	118	16d	u	1
Entry1500_0	220	16d	u	1
slr6044_94	3	16d	u	1
slr1431_16	507	16d	u	1
blaOXA-3_66	164	16d	u	1
slr0337_58	250	16d	u	1
sll0023_6	191	16d	u	1
Entry629_15	459	16d	u	1
Entry1203_23	192	16d	u	1
sll0036_77	267	16d	u	1
Entry528_9	224	16d	u	1
Entry1751_29	210	16d	u	1
ssl2781_10	240	16d	u	1
sll0986_236	315	16d	u	1
slr1025_82	147	16d	u	1
amiA3_49	23	16d	u	1
slr6037_80	111	16d	u	1
Entry79_49	150	16d	u	1
Entry548_45	66	16d	u	1
slr0067_32	32	16d	u	1
slr2008_143	217	16d	u	1
sll2006_48	103	16d	u	1
sll5050_34	171	16d	u	1
slr6075_17	206	16d	u	1
Entry1634_72	191	16d	u	1
slr0722_32	155	16d	u	1
Entry1891_37	122	16d	u	1
Entry220_47	215	16d	u	1
Entry596_26	105	16d	u	1
slr6065_53	369	16d	u	1
ssr1155_44	70	16d	u	1
slr0148_4	209	16d	u	1
Entry146_6	185	16d	u	1
modA_29	1	16d	u	1
pykF2_17	103	16d	u	1
Entry1599_38	2	16d	u	1
Entry243_0	211	16d	u	1
Entry851_0	57	16d	u	1
slr0554_24	225	16d	u	1
sll0478_97	181	16d	u	1
fur_10	205	16d	u	1
slr6073_9	624	16d	u	1
sll1984_211	7	16d	u	1
slr1449_18	241	16d	u	1
sll1630_46	114	16d	u	1
Entry1072_61	1	16d	u	1
sll0503_29	52	16d	u	1
Entry2073_49	166	16d	u	1
sll1880_112	106	16d	u	1
hitB_23	199	16d	u	1
Entry1553_57	35	16d	u	1
TU1351 dsiR3_13	245	16d	u	1
slr6081_58	635	16d	u	1
Entry1999_32	281	16d	u	1
Entry1608_61	80	16d	u	1
ssr1407_49	1	16d	u	1
slr1992_3	231	16d	u	1
ssl1552_163	245	16d	u	1
slr0354_26	163	16d	u	1
nifS_25	200	16d	u	1
sll0321_79	1	16d	u	1
Entry949_57	166	16d	u	1
Entry1743_3	206	16d	u	1
ftrC_109	288	16d	u	1
slr8045_73	235	16d	u	1
Entry1163_50	205	16d	u	1
slr1929_130	165	16d	u	1
Entry985_114	112	16d	u	1
slr0252_19	334	16d	u	1
Entry423_48	132	16d	u	1
slr1609_25	4	16d	u	1
Entry1333_46	595	16d	u	1
im30_32	184	16d	u	1
slr1568_6	191	16d	u	1
gnd_76	230	16d	u	1
Entry99_0	599	16d	u	1
slr1626_27	1	16d	u	1
exbB_4	403	16d	u	1
Entry144_23	133	16d	u	1
slr1301_163	2	16d	u	1
ssr2972_58	227	16d	u	1
Entry433_34	89	16d	u	1
slr1742_74	209	16d	u	1
ssl3712_26	336	16d	u	1
slr1964_96	243	16d	u	1
Entry91_29	1	16d	u	1
mltA_17	176	16d	u	1
sll1203_51	391	16d	u	1
slr2013_81	2	16d	u	1
slr1826_61	202	16d	u	1
slr0751_71	447	16d	u	1
glbN_154	2	16d	u	1
Entry1675_58	440	16d	u	1
Entry1675_51	347	16d	u	1
cbiP_61	79	16d	u	1
leuA_19	180	16d	u	1
Entry970_48	218	16d	u	1
Entry869_67	521	16d	u	1
slr1100_103	160	16d	u	1
Entry205_5	72	16d	u	1
chlG_67	1	16d	u	1
sll0315_48	7	16d	u	1
Entry326_83	317	16d	u	1
talB_14	161	16d	u	1
slr0944_19	202	16d	u	1
Entry724_0	119	16d	u	1
sll0489_37	601	16d	u	1
Entry382_43	125	16d	u	1
slr0038_26	69	16d	u	1
SyR8_67	1	16d	u	1
Entry1603_77	1	16d	u	1
sll0403_176	204	16d	u	1
Entry1799_0	2	16d	u	1
sll1999_106	126	16d	u	1
leuC_13	1	16d	u	1
sll0162_65	98	16d	u	1
slr1616_71	396	16d	u	1
Entry21_29	303	16d	u	1
slr1712_40	326	16d	u	1
Entry1085_43	227	16d	u	1
Entry1136_44	548	16d	u	1
Entry368_43	1	16d	u	1
ssr8047_23	100	16d	u	1
Entry1054_1	146	16d	u	1
sll1638_53	247	16d	u	1
Entry785_50	97	16d	u	1
recQ_53	78	16d	u	1
cbiB_87	1	16d	u	1
slr2010_11	304	16d	u	1
sll0228_55	240	16d	u	1
pyrC2_13	238	16d	u	1
sll5066_46	202	16d	u	1
slr1936_97	9	16d	u	1
slr0495_6	124	16d	u	1
sll0608_18	127	16d	u	1
Entry140_24	121	16d	u	1
Entry1480_55	1	16d	u	1
recJ_28	3	16d	u	1
Entry1613_26	194	16d	u	1
slr0770_57	1	16d	u	1
ssl1792_96	1	16d	u	1
sll1930_264	12	16d	u	1
sll0095_33	152	16d	u	1
atp1_39	1	16d	u	1
ubiA_7	164	16d	u	1
Entry1666_7	194	16d	u	1
Entry132_56	401	16d	u	1
Entry421_16	130	16d	u	1
sll0790_152	102	16d	u	1
Entry998_3	198	16d	u	1
sll1258_23	240	16d	u	1
sll1429_215	64	16d	u	1
Entry1245_93	102	16d	u	1
Entry821_16	74	16d	u	1
rpl1_40	208	16d	u	1
slr1117_56	211	16d	u	1
Entry32_89	397	16d	u	1
Entry268_58	222	16d	u	1
slr6108_311	263	16d	u	1
slr1084_35	155	16d	u	1
slr1690_75	147	16d	u	1
Entry2021_56	201	16d	u	1
slr5058_40	315	16d	u	1
Entry934_107	226	16d	u	1
slr0664_37	40	16d	u	1
Entry467_93	157	16d	u	1
Entry1211_77	192	16d	u	1
Entry887_42	176	16d	u	1
Entry1574_23	170	16d	u	1
dsbD_133	111	16d	u	1
slr0937_151	231	16d	u	1
sll0699_97	9	16d	u	1
slr0695_16	56	16d	u	1
slr0267_100	148	16d	u	1
slr1148_8	91	16d	u	1
Entry246_68	2	16d	u	1
Entry1917_2	1	16d	u	1
Entry1917_3	25	16d	u	1
slr0285_65	75	16d	u	1
Entry1097_105	3	16d	u	1
Entry954_33	2	16d	u	1
Entry880_30	166	16d	u	1
Entry440_88	1	16d	u	1
sll0678_113	226	16d	u	1
lysS_4	414	16d	u	1
Entry524_50	65	16d	u	1
Entry344_82	112	16d	u	1
sll5079_35	119	16d	u	1
Entry930_78	70	16d	u	1
Entry1045_70	153	16d	u	1
ssr1041_47	157	16d	u	1
sll0295_123	1	16d	u	1
psaK2_105	84	16d	u	1
slr1334_12	108	16d	u	1
Entry1408_0	1	16d	u	1
Entry1687_31	144	16d	u	1
sll1897_4	1	16d	u	1
fabF_71	121	16d	u	1
purA_35	279	16d	u	1
sll1041_44	93	16d	u	1
kdpB_58	1	16d	u	1
sll0651_264	12	16d	u	1
rpl29_9	14	16d	u	1
slr0443_65	126	16d	u	1
ssr7035_33	2	16d	u	1
slr0815_35	468	16d	u	1
sll1439_308	82	16d	u	1
Entry890_68	193	16d	u	1
Entry2057_9	60	16d	u	1
Entry1815_0	101	16d	u	1
ssr1528_73	106	16d	u	1
frdA_55	67	16d	u	1
slr1585_204	73	16d	u	1
Entry1010_3	184	16d	u	1
Entry1468_57	83	16d	u	1
Entry1651_29	137	16d	u	1
sll1300_25	206	16d	u	1
gumB_15	142	16d	u	1
Entry505_41	298	16d	u	1
Entry1570_22	783	16d	u	1
efp_74	294	16d	u	1
Entry1637_106	219	16d	u	1
rfbW_37	330	16d	u	1
sll1285_80	136	16d	u	1
secY_44	181	16d	u	1
Entry1930_21	297	16d	u	1
sll1446_53	304	16d	u	1
sll0925_59	2	16d	u	1
sll0471_7	274	16d	u	1
sll0146_124	158	16d	u	1
Entry1991_9	197	16d	u	1
Entry1910_43	9	16d	u	1
sll0733_21	2	16d	u	1
sll0689_24	136	16d	u	1
sll0783_69	167	16d	u	1
sll0700_264	12	16d	u	1
slr0314_67	3	16d	u	1
slr6072_69	3	16d	u	1
Entry30_2	235	16d	u	1
slr1417_10	153	16d	u	1
psaA_15	16	16d	u	1
Entry1216_42	1	16d	u	1
sll1979_21	135	16d	u	1
slr1053_79	131	16d	u	1
sll6036_288	203	16d	u	1
groES_13	78	16d	u	1
ssr2130_8	112	16d	u	1
sll0249_8	113	16d	u	1
folE_4	33	16d	u	1
Entry1811_5	147	16d	u	1
slr0249_27	215	16d	u	1
Entry2057_45	147	16d	u	1
slr1926_27	126	16d	u	1
sll1120_40	1	16d	u	1
Entry1597_30	176	16d	u	1
Entry1446_65	242	16d	u	1
ssl7007_72	350	16d	u	1
Entry1191_50	144	16d	u	1
sll1913_4	125	16d	u	1
ssl5025_55	173	16d	u	1
Entry1924_29	216	16d	u	1
cobW_11	3	16d	u	1
sll0069_4	73	16d	u	1
slr1936_134	2766	16d	u	1
sll0381_3	170	16d	u	1
ycf21_69	126	16d	u	1
slr7091_59	2	16d	u	1
Entry924_29	54	16d	u	1
ccmM_67	184	16d	u	1
sll0180_16	134	16d	u	1
Entry678_44	303	16d	u	1
Entry678_46	3	16d	u	1
Entry1830_49	414	16d	u	1
Entry1237_9	91	16d	u	1
Entry603_0	137	16d	u	1
sll1773_25	586	16d	u	1
Entry1190_41	692	16d	u	1
Entry2100_15	228	16d	u	1
Entry1304_76	139	16d	u	1
Entry157_37	332	16d	u	1
sll0654_4	93	16d	u	1
phbC_188	1	16d	u	1
Entry1184_59	109	16d	u	1
mntB_25	59	16d	u	1
Entry594_49	186	16d	u	1
slr6067_32	375	16d	u	1
Entry1859_116	491	16d	u	1
Entry1181_34	59	16d	u	1
Entry1706_66	408	16d	u	1
Entry4_19	127	16d	u	1
sll0088_31	133	16d	u	1
sll0497_61	144	16d	u	1
Entry2115_0	2	16d	u	1
slr0881_25	112	16d	u	1
sbpA_85	55	16d	u	1
slr5022_76	2	16d	u	1
Entry1400_27	1	16d	u	1
hisF_96	161	16d	u	1
slr0688_53	119	16d	u	1
slr1813_70	149	16d	u	1
pyrH_100	2	16d	u	1
slr0887_63	563	16d	u	1
Entry304_37	151	16d	u	1
slr0600_28	3	16d	u	1
Entry1133_50	7	16d	u	1
rpoB_8	202	16d	u	1
sll5028_25	1	16d	u	1
pfkA2_50	297	16d	u	1
Entry210_1	49	16d	u	1
sll0513_58	104	16d	u	1
sll1830_17	234	16d	u	1
slr6084_8	410	16d	u	1
Entry1249_2	515	16d	u	1
slr7095_68	117	16d	u	1
ssl3573_63	1	16d	u	1
Entry1121_78	447	16d	u	1
rpl15_21	236	16d	u	1
Entry1434_82	501	16d	u	1
ssr1480_20	108	16d	u	1
petE_23	151	16d	u	1
kpsT_19	112	16d	u	1
Entry987_46	102	16d	u	1
sll5050_12	225	16d	u	1
slr7010_42	102	16d	u	1
Entry987_43	127	16d	u	1
metH_20	33	16d	u	1
Entry976_22	69	16d	u	1
thiG_10	23	16d	u	1
Entry1891_53	111	16d	u	1
ssr6078_6	655	16d	u	1
slr0864_5	197	16d	u	1
Entry857_29	342	16d	u	1
Entry648_32	1	16d	u	1
Entry253_3	166	16d	u	1
ycf40_11	166	16d	u	1
slr0612_73	216	16d	u	1
ponA_50	118	16d	u	1
slr1494_6	105	16d	u	1
Entry49_22	2	16d	u	1
Entry637_41	143	16d	u	1
Entry1111_62	196	16d	u	1
rps17_81	1	16d	u	1
slr1184_17	1	16d	u	1
Entry730_47	163	16d	u	1
pet112_54	145	16d	u	1
dcoH_35	311	16d	u	1
slr0655_9	204	16d	u	1
sll7029_4	187	16d	u	1
sll0737_16	2	16d	u	1
slr0380_14	359	16d	u	1
todF_10	200	16d	u	1
glyQ_111	1	16d	u	1
Entry199_23	112	16d	u	1
dnaA_31	97	16d	u	1
sll0040_46	126	16d	u	1
slr1983_72	103	16d	u	1
prk_40	338	16d	u	1
slr1186_52	146	16d	u	1
slr2018_112	159	16d	u	1
Entry2014_54	31	16d	u	1
Entry1955_56	187	16d	u	1
sll0775_18	201	16d	u	1
cobN_21	1	16d	u	1
Entry456_27	274	16d	u	1
slr0324_15	145	16d	u	1
Entry758_117	62	16d	u	1
Entry1881_29	91	16d	u	1
slr6057_18	66	16d	u	1
slr0531_72	106	16d	u	1
Entry1270_45	374	16d	u	1
Entry1658_21	241	16d	u	1
ycf24_37	27	16d	u	1
sll0282_106	212	16d	u	1
slr1959_209	267	16d	u	1
slr1533_48	1	16d	u	1
Entry1677_36	241	16d	u	1
sll0485_17	101	16d	u	1
sll1608_15	168	16d	u	1
sll5052_142	1	16d	u	1
Entry1261_48	161	16d	u	1
ctpB_6	230	16d	u	1
sll1632_38	73	16d	u	1
slr1276_75	1	16d	u	1
ssl0738_130	74	16d	u	1
Entry2002_35	173	16d	u	1
slr1826_40	140	16d	u	1
amiA3_28	1	16d	u	1
slr5127_126	59	16d	u	1
ams1_43	138	16d	u	1
Entry1963_87	83	16d	u	1
Entry391_9	185	16d	u	1
slr0145_14	152	16d	u	1
rnhA_11	151	16d	u	1
Entry391_4	169	16d	u	1
slr1684_204	174	16d	u	1
slr0729_28	87	16d	u	1
sll0735_19	2	16d	u	1
fus3_8	276	16d	u	1
sll0800_72	270	16d	u	1
slr0868_20	191	16d	u	1
slr0152_46	652	16d	u	1
Entry358_33	1	16d	u	1
sll0863_21	136	16d	u	1
glk_86	188	16d	u	1
Entry338_77	345	16d	u	1
slr8026_62	192	16d	u	1
accD_57	117	16d	u	1
slr0698_58	162	16d	u	1
Entry1003_23	292	16d	u	1
slr0573_64	95	16d	u	1
Entry373_81	117	16d	u	1
Entry665_25	1	16d	u	1
Entry168_18	159	16d	u	1
gshB_24	229	16d	u	1
Entry1886_50	547	16d	u	1
murD_34	221	16d	u	1
slr0658_4	170	16d	u	1
Entry195_22	267	16d	u	1
dnaX and dnaZ_37	426	16d	u	1
slr1790_22	213	16d	u	1
Entry1128_69	277	16d	u	1
slr0322_12	127	16d	u	1
Entry142_42	102	16d	u	1
slr0007_10	390	16d	u	1
slr1902_193	2	16d	u	1
Entry841_104	4	16d	u	1
slr0863_13	122	16d	u	1
Entry1896_76	1	16d	u	1
sll1698_30	226	16d	u	1
Entry664_101	218	16d	u	1
sll5066_67	105	16d	u	1
sll7086_14	271	16d	u	1
Entry1126_86	1	16d	u	1
purH_41	80	16d	u	1
sll0896_42	129	16d	u	1
sll1091_23	111	16d	u	1
Entry424_125	43	16d	u	1
Entry538_92	1	16d	u	1
Entry1165_38	1	16d	u	1
slr0143_13	116	16d	u	1
Entry783_80	1	16d	u	1
ape2_22	213	16d	u	1
sll1001_23	83	16d	u	1
sll1791_212	347	16d	u	1
slr0700_82	200	16d	u	1
ssr2806_62	128	16d	u	1
Entry191_67	329	16d	u	1
Entry170_45	479	16d	u	1
prc_88	12	16d	u	1
iutA_52	195	16d	u	1
Entry1968_8	80	16d	u	1
slr1116_84	87	16d	u	1
slr0697_31	3	16d	u	1
ssl7004_82	161	16d	u	1
Entry256_49	187	16d	u	1
petM_52	218	16d	u	1
hemE_40	1	16d	u	1
eno_68	321	16d	u	1
slr5058_65	2	16d	u	1
slr0613_37	142	16d	u	1
dnaJ_33	90	16d	u	1
Entry1846_60	472	16d	u	1
slr1409_87	2	16d	u	1
chlI_48	125	16d	u	1
slr0955_55	144	16d	u	1
slr0725_5	58	16d	u	1
Entry1688_38	131	16d	u	1
slr0207_42	93	16d	u	1
slr0695_34	95	16d	u	1
sll0763_76	124	16d	u	1
sll0310_25	192	16d	u	1
Entry2036_29	134	16d	u	1
slr0865_26	137	16d	u	1
Entry1894_30	113	16d	u	1
slr0489_7	114	16d	u	1
Entry1375_50	123	16d	u	1
dgt_22	184	16d	u	1
Entry1375_53	3	16d	u	1
sll0169_39	100	16d	u	1
slr8021_78	204	16d	u	1
gdhB_8	127	16d	u	1
Entry694_1	2	16d	u	1
napC_32	4	16d	u	1
ssl0769_127	92	16d	u	1
nadC_24	102	16d	u	1
Entry1776_48	122	16d	u	1
Entry1967_2	71	16d	u	1
Entry2028_7	108	16d	u	1
rfbA2_34	152	16d	u	1
Entry1290_4	107	16d	u	1
slr1062_50	123	16d	u	1
Entry1886_64	3	16d	u	1
ssr1375_25	1	16d	u	1
sll0012_212	2920	16d	u	1
sll5033_84	152	16d	u	1
Entry524_30	167	16d	u	1
Entry1634_71	108	16d	u	1
sll0729_42	103	16d	u	1
fabF_52	88	16d	u	1
slr6064_14	1	16d	u	1
panD_82	46	16d	u	1
slr0950_4	144	16d	u	1
Entry1538_48	202	16d	u	1
sll0172_52	250	16d	u	1
slr0166_213	10	16d	u	1
sll0361_39	211	16d	u	1
Entry583_68	42	16d	u	1
amiC_58	1	16d	u	1
slr1428_91	167	16d	u	1
slr1841_35	32	16d	u	1
Entry1749_51	221	16d	u	1
purN_43	1	16d	u	1
sll1336_29	230	16d	u	1
Entry224_4	61	16d	u	1
Entry1628_35	1	16d	u	1
sll0666_38	432	16d	u	1
psiR1_56	50	16d	u	1
ssr0536_72	130	16d	u	1
slr1687_43	425	16d	u	1
sll0447_208	136	16d	u	1
SyR47_63	124	16d	u	1
murF_7	170	16d	u	1
slr0352_134	2766	16d	u	1
slr0794_70	146	16d	u	1
Entry1182_58	609	16d	u	1
slr1128_86	4	16d	u	1
Entry1196_28	2	16d	u	1
sll0921_103	80	16d	u	1
sll0085_27	83	16d	u	1
slr7010_9	1	16d	u	1
sll0545_34	482	16d	u	1
slr1385_16	121	16d	u	1
sll0033_10	86	16d	u	1
Entry1010_8	239	16d	u	1
ssl2717_92	134	16d	u	1
petF4_46	147	16d	u	1
thiG_127	41	16d	u	1
ssr3409_24	103	16d	u	1
sll1446_32	179	16d	u	1
Entry2085_30	278	16d	u	1
Entry586_36	1	16d	u	1
slr1863_130	93	16d	u	1
sll1954_53	233	16d	u	1
Entry322_63	202	16d	u	1
hemN_84	194	16d	u	1
sphX_35	128	16d	u	1
mrdB_37	15	16d	u	1
sll1556_35	378	16d	u	1
slr0264_9	187	16d	u	1
cpcA_22	94	16d	u	1
lepA_47	171	16d	u	1
sll1022_4	77	16d	u	1
slr0857_306	7	16d	u	1
guaB2_29	143	16d	u	1
sll0423_29	1	16d	u	1
Entry573_33	183	16d	u	1
livH2_154	290	16d	u	1
Entry800_31	2	16d	u	1
psaA_34	6	16d	u	1
slr2049_31	1	16d	u	1
Entry1430_146	1	16d	u	1
Entry1899_30	123	16d	u	1
Entry1350_63	317	16d	u	1
slr1577_13	2	16d	u	1
codA_7	1	16d	u	1
Entry1178_21	205	16d	u	1
slr8029_31	80	16d	u	1
ssr2551_24	177	16d	u	1
Entry95_138	234	16d	u	1
sll1482_10	185	16d	u	1
slr1847_70	271	16d	u	1
slr0445_43	339	16d	u	1
Entry1297_21	144	16d	u	1
petA_100	46	16d	u	1
mutL_118	518	16d	u	1
Entry1089_147	209	16d	u	1
ssl5025_35	1	16d	u	1
slr2030_25	187	16d	u	1
sll5003_44	167	16d	u	1
Entry1620_26	3	16d	u	1
slr2113_211	7	16d	u	1
sll1436_134	2766	16d	u	1
Entry1759_23	130	16d	u	1
slr1915_64	161	16d	u	1
Entry316_84	2	16d	u	1
amiA2_66	120	16d	u	1
sll1774_96	110	16d	u	1
exbB2_37	65	16d	u	1
Entry544_42	259	16d	u	1
Entry701_42	142	16d	u	1
Entry232_46	151	16d	u	1
slr0381_172	106	16d	u	1
glcF_8	219	16d	u	1
dapB_79	89	16d	u	1
Entry921_39	194	16d	u	1
