sgRNA	readcount	timepoint	induction	sample
Entry1605_47	121	16d	i	7
Entry279_37	1	16d	i	7
sll7050_10	151	16d	i	7
sll1712_8	943	16d	i	7
sll1550_88	39	16d	i	7
Entry115_38	2	16d	i	7
Entry680_43	155	16d	i	7
sll0210_31	3	16d	i	7
sucD_61	297	16d	i	7
Entry1737_20	252	16d	i	7
slr0808_157	183	16d	i	7
hemN2_4	168	16d	i	7
Entry203_56	1	16d	i	7
aat_22	1	16d	i	7
Entry636_58	177	16d	i	7
psaC_5	3	16d	i	7
sll5107_37	470	16d	i	7
Entry1326_23	155	16d	i	7
slr2015_56	129	16d	i	7
slr1214_17	221	16d	i	7
ycf43_41	1	16d	i	7
ssl2971_81	20	16d	i	7
gpmB_4	150	16d	i	7
hypB_41	309	16d	i	7
sll0711_14	31	16d	i	7
ssr1480_4	1	16d	i	7
slr1977_21	2	16d	i	7
Entry323_91	696	16d	i	7
Entry1172_128	192	16d	i	7
sll1620_76	145	16d	i	7
slr0825_7	167	16d	i	7
slr0099_414	1	16d	i	7
slr0642_49	99	16d	i	7
slr2118_42	45	16d	i	7
slr6091_76	161	16d	i	7
slr0630_18	1	16d	i	7
rapQ_14	107	16d	i	7
sll1052_131	182	16d	i	7
natB_89	143	16d	i	7
slr0818_76	350	16d	i	7
Entry420_93	179	16d	i	7
sll0761_4	126	16d	i	7
slr1085_31	141	16d	i	7
sll0286_49	158	16d	i	7
tgt_84	160	16d	i	7
sll0242_144	173	16d	i	7
sll0257_29	256	16d	i	7
fabF2_30	31	16d	i	7
ssr5120_190	312	16d	i	7
Entry1296_8	179	16d	i	7
ssr0756_4	381	16d	i	7
slr1187_28	2	16d	i	7
sll1118_32	217	16d	i	7
sll0650_249	1	16d	i	7
sll0216_34	297	16d	i	7
sll0877_85	171	16d	i	7
slr1534_56	26	16d	i	7
pilM_29	100	16d	i	7
ppiB_23	399	16d	i	7
slr0948_13	110	16d	i	7
sll0298_102	446	16d	i	7
Entry90_54	243	16d	i	7
Entry405_43	1	16d	i	7
pstB3_10	137	16d	i	7
slr0148_34	1	16d	i	7
slr1065_6	1	16d	i	7
slr1290_14	290	16d	i	7
Entry744_35	541	16d	i	7
Entry43_4	1	16d	i	7
Entry1685_20	248	16d	i	7
gst1_28	104	16d	i	7
zwf_26	105	16d	i	7
Entry92_19	164	16d	i	7
Entry794_30	177	16d	i	7
slr1150_47	195	16d	i	7
rfbB2_3	10	16d	i	7
Entry628_0	151	16d	i	7
eda_43	125	16d	i	7
Entry1674_48	4	16d	i	7
Entry1153_0	265	16d	i	7
slr1082_24	1	16d	i	7
slr0601_4	154	16d	i	7
slr0393_246	179	16d	i	7
slr0699_136	105	16d	i	7
slr0393_245	136	16d	i	7
sll1160_12	159	16d	i	7
Entry1084_73	127	16d	i	7
lacF_43	251	16d	i	7
slr1807_57	247	16d	i	7
fabH_62	3	16d	i	7
sll0586_161	166	16d	i	7
Entry694_51	313	16d	i	7
slr0787_70	65	16d	i	7
sll0431_97	707	16d	i	7
sll1150_112	307	16d	i	7
Entry1807_53	96	16d	i	7
Era_10	696	16d	i	7
rpl9_20	29	16d	i	7
slr6051_125	435	16d	i	7
Entry355_68	97	16d	i	7
Entry983_1	379	16d	i	7
sll0188_60	185	16d	i	7
pknA2_16	286	16d	i	7
sll0944_30	51	16d	i	7
petE_64	55	16d	i	7
sll0312_9	180	16d	i	7
slr5029_75	281	16d	i	7
sll0038_22	57	16d	i	7
sll0864_35	331	16d	i	7
Entry1560_90	105	16d	i	7
slr0348_37	13	16d	i	7
sll1164_51	2	16d	i	7
sll0572_157	127	16d	i	7
Entry1205_65	8	16d	i	7
gerCb_24	48	16d	i	7
Entry1020_38	290	16d	i	7
Entry615_9	42	16d	i	7
AT103_13	277	16d	i	7
Entry620_73	197	16d	i	7
slr1464_15	206	16d	i	7
slr1246_395	2	16d	i	7
sll0422_20	111	16d	i	7
Entry1716_69	107	16d	i	7
slr0522_64	1	16d	i	7
sll0055_18	193	16d	i	7
Entry7_16	316	16d	i	7
Entry2079_79	184	16d	i	7
Entry1081_178	2	16d	i	7
slr6033_185	210	16d	i	7
Entry2079_1	97	16d	i	7
Entry2107_1	74	16d	i	7
Entry335_23	9	16d	i	7
Entry824_67	562	16d	i	7
slr0431_94	69	16d	i	7
Entry1334_2	166	16d	i	7
sll0372_118	339	16d	i	7
Entry22_30	60	16d	i	7
xerC_5	1	16d	i	7
slr1789_33	486	16d	i	7
sll0328_15	150	16d	i	7
cynS_176	248	16d	i	7
slr1648_4	138	16d	i	7
sps_38	79	16d	i	7
ndhH_4	17	16d	i	7
slr0503_74	86	16d	i	7
sll0418_21	102	16d	i	7
slr1613_51	1	16d	i	7
sll0268_64	2	16d	i	7
sll0913_22	58	16d	i	7
galE_58	1	16d	i	7
sll0638_10	445	16d	i	7
sll1500_37	71	16d	i	7
Entry580_22	71	16d	i	7
slr0909_83	209	16d	i	7
sll1037_46	499	16d	i	7
Entry2006_6	85	16d	i	7
sll7047_27	315	16d	i	7
Entry836_9	242	16d	i	7
Entry1415_43	254	16d	i	7
Entry516_55	265	16d	i	7
sll0736_61	114	16d	i	7
Entry1232_19	126	16d	i	7
sll0148_40	2	16d	i	7
slr2019_9	1	16d	i	7
trxA_43	24	16d	i	7
envM_45	2	16d	i	7
slr1362_10	105	16d	i	7
Entry1198_73	104	16d	i	7
Entry1267_71	102	16d	i	7
Entry1094_46	249	16d	i	7
sll1764_14	219	16d	i	7
Entry1232_7	220	16d	i	7
Entry1291_39	340	16d	i	7
ssr5117_106	1	16d	i	7
sll1173_79	1	16d	i	7
sll0261_56	119	16d	i	7
glcP_6	85	16d	i	7
thiC_26	5	16d	i	7
slr1149_21	58	16d	i	7
sll0846_35	273	16d	i	7
Entry1421_67	215	16d	i	7
slr1676_20	3	16d	i	7
Entry1421_66	474	16d	i	7
Entry124_0	240	16d	i	7
sll0273_38	6	16d	i	7
Entry1841_59	1	16d	i	7
Entry1402_66	210	16d	i	7
ssr0759_34	116	16d	i	7
slr7049_25	592	16d	i	7
hlyB2_238	148	16d	i	7
ssl2667_10	16	16d	i	7
sll1399_16	147	16d	i	7
sll1005_7	646	16d	i	7
napC_32	2	16d	i	7
sll1938_7	96	16d	i	7
Entry436_12	90	16d	i	7
Entry436_11	15	16d	i	7
Entry1197_52	104	16d	i	7
slr0379_10	1	16d	i	7
queA_58	462	16d	i	7
slr1946_38	80	16d	i	7
Entry1650_73	573	16d	i	7
pilJ_88	2	16d	i	7
Entry634_29	95	16d	i	7
slt_125	60	16d	i	7
slr1923_43	40	16d	i	7
slr0876_64	81	16d	i	7
crtQ_91	17	16d	i	7
sll0410_47	78	16d	i	7
Entry882_2	1	16d	i	7
Entry1769_5	5	16d	i	7
ribH_52	1	16d	i	7
slr1083_7	121	16d	i	7
Entry1993_7	1	16d	i	7
slr7083_71	13	16d	i	7
Entry434_164	231	16d	i	7
sll2015_92	115	16d	i	7
sll0200_134	3163	16d	i	7
slr0829_202	1036	16d	i	7
Entry1645_101	130	16d	i	7
ssl5015_99	3	16d	i	7
Entry732_31	246	16d	i	7
slr6070_96	286	16d	i	7
slr0455_103	105	16d	i	7
pdxH_61	560	16d	i	7
Entry931_81	1	16d	i	7
sll0479_36	1	16d	i	7
ssb_17	21	16d	i	7
Entry1291_61	287	16d	i	7
sll0886_88	120	16d	i	7
dgkA_79	22	16d	i	7
Entry383_2	9	16d	i	7
sll1911_4	2	16d	i	7
sll0752_52	168	16d	i	7
Entry1780_16	2	16d	i	7
sll0409_44	75	16d	i	7
Entry1939_49	16	16d	i	7
sll0647_4	198	16d	i	7
ssr2857_40	262	16d	i	7
Entry2062_48	156	16d	i	7
sll1628_65	8	16d	i	7
ftrC_16	59	16d	i	7
Entry948_76	162	16d	i	7
Entry56_29	67	16d	i	7
sll0586_64	130	16d	i	7
Entry1256_30	256	16d	i	7
Entry313_45	205	16d	i	7
Entry313_44	177	16d	i	7
Entry933_1	299	16d	i	7
Entry1648_5	146	16d	i	7
nylA_140	442	16d	i	7
sll0930_112	327	16d	i	7
glcD_13	1	16d	i	7
slr1819_20	185	16d	i	7
Entry275_10	159	16d	i	7
slr0924_139	290	16d	i	7
slr1102_22	112	16d	i	7
slr0610_142	1	16d	i	7
Entry488_75	1	16d	i	7
sll1103_53	635	16d	i	7
Entry572_43	110	16d	i	7
Entry564_151	409	16d	i	7
ndkR_68	86	16d	i	7
slr1660_15	167	16d	i	7
ssl3291_4	306	16d	i	7
Entry1418_21	153	16d	i	7
sll0611_18	199	16d	i	7
sll5080_7	46	16d	i	7
Entry1481_38	167	16d	i	7
pyrF_4	61	16d	i	7
sll2003_43	262	16d	i	7
slr1179_89	251	16d	i	7
Entry1293_26	245	16d	i	7
slr1259_24	258	16d	i	7
slr0513_43	882	16d	i	7
rnpA_9	6	16d	i	7
ccmK5_3	13	16d	i	7
slr5077_28	317	16d	i	7
Entry491_83	460	16d	i	7
sll1033_33	38	16d	i	7
sll7027_18	4	16d	i	7
plsX_80	169	16d	i	7
sll1411_79	64	16d	i	7
ndhE_77	69	16d	i	7
rfbD_76	106	16d	i	7
slr1166_5	182	16d	i	7
Entry1602_51	374	16d	i	7
sll1961_37	279	16d	i	7
trpA_91	326	16d	i	7
livH_107	185	16d	i	7
slr0304_46	1	16d	i	7
Entry1870_69	233	16d	i	7
sll7085_52	70	16d	i	7
Entry1927_84	145	16d	i	7
slr1293_28	97	16d	i	7
hoxY_22	130	16d	i	7
sll5041_7	246	16d	i	7
sll1927_60	143	16d	i	7
slr1070_108	188	16d	i	7
Entry878_53	296	16d	i	7
sll1692_250	194	16d	i	7
slr6007_7	242	16d	i	7
Entry314_59	162	16d	i	7
Entry1491_15	197	16d	i	7
Entry1366_56	6	16d	i	7
sll0992_22	66	16d	i	7
Entry717_1	18	16d	i	7
sll1292_67	2	16d	i	7
sll1574_20	1	16d	i	7
Entry1478_67	192	16d	i	7
Entry1769_29	218	16d	i	7
sll1562_7	177	16d	i	7
dfr_100	82	16d	i	7
Entry1736_9	259	16d	i	7
gidA_15	246	16d	i	7
Entry1341_42	123	16d	i	7
slr0105_25	102	16d	i	7
sll8011_66	1	16d	i	7
Entry27_30	19	16d	i	7
hypD_61	181	16d	i	7
slr1523_103	1	16d	i	7
sll1257_211	5	16d	i	7
pknA4_8	135	16d	i	7
Entry1693_90	136	16d	i	7
cysT_25	165	16d	i	7
mgtE_67	131	16d	i	7
Entry866_39	149	16d	i	7
slr6028_163	832	16d	i	7
sll1369_60	234	16d	i	7
slr0748_10	120	16d	i	7
sll0354_160	82	16d	i	7
Entry1079_2	4	16d	i	7
Entry1073_79	201	16d	i	7
slr1391_39	19	16d	i	7
sll0939_67	146	16d	i	7
gspF_43	134	16d	i	7
Entry841_69	553	16d	i	7
Entry745_66	68	16d	i	7
Entry1207_68	186	16d	i	7
map2_46	300	16d	i	7
Entry609_48	261	16d	i	7
ssr5074_111	368	16d	i	7
slr1903_12	186	16d	i	7
trx_31	73	16d	i	7
sll0525_48	122	16d	i	7
sll0474_25	256	16d	i	7
sll0659_65	188	16d	i	7
slr0656_4	380	16d	i	7
glpD_38	109	16d	i	7
sll1851_90	238	16d	i	7
slr0537_37	139	16d	i	7
lipB_42	117	16d	i	7
Entry546_5	1	16d	i	7
sll1415_34	323	16d	i	7
sll0720_186	236	16d	i	7
Entry961_31	191	16d	i	7
Entry961_36	424	16d	i	7
slr0341_19	1	16d	i	7
slr0582_55	4	16d	i	7
slr1087_16	627	16d	i	7
ssl2162_46	1	16d	i	7
slr1534_30	217	16d	i	7
ndhH_16	13	16d	i	7
slr0948_37	111	16d	i	7
sll0996_23	139	16d	i	7
Entry287_32	306	16d	i	7
Entry287_33	94	16d	i	7
slr0642_62	108	16d	i	7
slr2100_10	152	16d	i	7
slr1963_35	344	16d	i	7
sll5063_7	1	16d	i	7
sll1871_167	122	16d	i	7
mcpA_40	146	16d	i	7
sll1060_34	173	16d	i	7
rpl14_110	2	16d	i	7
sll8018_74	117	16d	i	7
spoU_28	530	16d	i	7
maf_61	204	16d	i	7
smr0002_74	1	16d	i	7
Entry1686_14	1	16d	i	7
slr0210_7	1	16d	i	7
Entry187_28	899	16d	i	7
Entry1332_55	636	16d	i	7
sll1359_22	2	16d	i	7
ssr0871_64	229	16d	i	7
sll1534_183	103	16d	i	7
Entry94_75	279	16d	i	7
Entry559_27	119	16d	i	7
cbiL_106	137	16d	i	7
slr1045_20	125	16d	i	7
sll0328_3	439	16d	i	7
ssl1922_138	1	16d	i	7
slr0482_58	207	16d	i	7
slr1081_16	163	16d	i	7
gcvP_19	85	16d	i	7
Entry677_2	103	16d	i	7
ssl0438_78	174	16d	i	7
Entry644_57	171	16d	i	7
Entry784_42	1	16d	i	7
Entry1462_79	7	16d	i	7
Entry607_83	189	16d	i	7
psb13_44	2	16d	i	7
slr1397_13	196	16d	i	7
Entry121_42	1	16d	i	7
SyR3_63	3	16d	i	7
Entry1161_75	342	16d	i	7
fraH_28	173	16d	i	7
Entry54_4	27	16d	i	7
sll1306_37	349	16d	i	7
bchE_44	203	16d	i	7
ssr1256_10	145	16d	i	7
Entry2032_64	147	16d	i	7
slr2103_27	106	16d	i	7
Entry326_32	314	16d	i	7
ndhD3_20	140	16d	i	7
ssl6061_82	1	16d	i	7
Entry1550_82	68	16d	i	7
sll0047_18	137	16d	i	7
Entry874_108	127	16d	i	7
slr1205_14	87	16d	i	7
dfrA_80	4	16d	i	7
slr0670_76	63	16d	i	7
Entry1575_7	14	16d	i	7
Entry1395_49	4	16d	i	7
Entry543_61	86	16d	i	7
dnaK2_23	43	16d	i	7
sll1762_52	122	16d	i	7
Entry1300_27	209	16d	i	7
slr0516_20	239	16d	i	7
htpG_50	134	16d	i	7
Entry1212_49	187	16d	i	7
slr0981_86	275	16d	i	7
slr0842_6	697	16d	i	7
Entry433_34	111	16d	i	7
frr_85	322	16d	i	7
gylA_31	3	16d	i	7
pta_114	104	16d	i	7
slr0664_70	86	16d	i	7
gyrA_22	11	16d	i	7
sll0671_3	171	16d	i	7
tktA_58	1	16d	i	7
sll0508_45	132	16d	i	7
mbpA_86	176	16d	i	7
bcp2_19	424	16d	i	7
slr5023_58	465	16d	i	7
slr1192_28	3	16d	i	7
slr0503_55	3	16d	i	7
Entry2048_8	123	16d	i	7
Entry1914_45	17	16d	i	7
slr0069_248	1	16d	i	7
Entry1224_1	1	16d	i	7
Entry1606_0	128	16d	i	7
sll1712_24	564	16d	i	7
Entry533_29	141	16d	i	7
slr0678_11	171	16d	i	7
sll0638_32	541	16d	i	7
sll0590_107	136	16d	i	7
Entry1534_9	1	16d	i	7
Entry155_1	62	16d	i	7
sll1242_21	39	16d	i	7
sll1037_21	409	16d	i	7
Entry439_39	158	16d	i	7
sll1461_32	27	16d	i	7
Entry1635_45	210	16d	i	7
Entry1646_220	117	16d	i	7
isiB_34	1	16d	i	7
Entry516_73	2	16d	i	7
Entry1868_2	150	16d	i	7
Entry2009_0	96	16d	i	7
ssr7035_5	251	16d	i	7
sll1258_93	132	16d	i	7
sll0844_58	1	16d	i	7
slr1694_39	2	16d	i	7
slr1391_108	347	16d	i	7
sll1562_56	155	16d	i	7
sll0778_107	175	16d	i	7
ccsA_99	12	16d	i	7
Entry1775_1	135	16d	i	7
Entry1545_35	271	16d	i	7
Entry1654_15	3	16d	i	7
sll1268_67	80	16d	i	7
sll1586_14	128	16d	i	7
slr0313_17	194	16d	i	7
Entry1282_59	311	16d	i	7
mutM_32	89	16d	i	7
slr0270_88	290	16d	i	7
sll0547_11	152	16d	i	7
slr0373_57	1	16d	i	7
Entry928_15	205	16d	i	7
vapB_131	87	16d	i	7
slr1306_9	12	16d	i	7
Entry1178_6	158	16d	i	7
sll0273_11	116	16d	i	7
Entry584_3	302	16d	i	7
sll5122_13	225	16d	i	7
ssl7053_31	4	16d	i	7
Entry504_52	284	16d	i	7
slr7097_33	1	16d	i	7
sll1191_184	320	16d	i	7
slr7049_47	142	16d	i	7
Entry465_46	241	16d	i	7
slr1767_130	110	16d	i	7
slr5054_47	915	16d	i	7
Entry1197_39	84	16d	i	7
Entry965_63	141	16d	i	7
slr1753_65	2	16d	i	7
atp1_6	53	16d	i	7
sll7070_20	163	16d	i	7
slr7091_70	139	16d	i	7
putA_70	203	16d	i	7
slr0049_49	184	16d	i	7
slr0788_31	145	16d	i	7
pbp_54	302	16d	i	7
ssr6085_5	5	16d	i	7
slr1478_64	199	16d	i	7
sll0644_10	3	16d	i	7
Entry1074_27	345	16d	i	7
Entry2039_65	1	16d	i	7
merR_74	197	16d	i	7
ssl0461_43	8	16d	i	7
Entry1035_3	319	16d	i	7
sll7075_52	192	16d	i	7
Entry1711_27	299	16d	i	7
sll1671_7	2	16d	i	7
sll7030_217	154	16d	i	7
spoT_7	2746	16d	i	7
ppx_6	112	16d	i	7
slr1474_50	1	16d	i	7
slr1052_62	384	16d	i	7
hliA2_17	407	16d	i	7
Entry1700_39	2	16d	i	7
Entry2022_30	181	16d	i	7
nusG_62	3	16d	i	7
Entry732_56	160	16d	i	7
ssr2153_58	291	16d	i	7
slr0553_40	200	16d	i	7
Entry1616_49	186	16d	i	7
folK_106	95	16d	i	7
ssr3410_7	1	16d	i	7
sll0192_52	158	16d	i	7
sll1399_31	217	16d	i	7
Entry1042_27	192	16d	i	7
Entry1078_21	191	16d	i	7
Entry335_1	25	16d	i	7
ndhL_62	16	16d	i	7
slr1537_12	113	16d	i	7
sll1426_52	329	16d	i	7
Entry1410_34	70	16d	i	7
slr0364_3	3	16d	i	7
arcC_27	76	16d	i	7
hisH_46	1	16d	i	7
Entry1780_32	155	16d	i	7
sll1411_100	123	16d	i	7
slr1567_45	1	16d	i	7
ssr2857_21	22	16d	i	7
Entry307_94	2	16d	i	7
sll0482_35	117	16d	i	7
slr1456_50	97	16d	i	7
ssr2699_171	7	16d	i	7
fumC_10	1	16d	i	7
slr2110_179	133	16d	i	7
Entry36_50	6	16d	i	7
Entry854_1	1	16d	i	7
mmsB_122	204	16d	i	7
slr0704_134	467	16d	i	7
pmgA_81	1	16d	i	7
sll0602_3	77	16d	i	7
sll1407_66	285	16d	i	7
ank_89	309	16d	i	7
Entry2041_45	219	16d	i	7
slr1959_150	69	16d	i	7
Entry923_4	90	16d	i	7
crtX_49	102	16d	i	7
sll1775_4	36	16d	i	7
Entry1409_79	151	16d	i	7
nusA_18	3	16d	i	7
nifS2_34	125	16d	i	7
Entry1980_76	1	16d	i	7
mntC_19	3	16d	i	7
sll0786_199	1	16d	i	7
Entry1954_25	1	16d	i	7
rfbB_56	50	16d	i	7
sll5084_285	157	16d	i	7
hisS2_39	2	16d	i	7
slr0820_61	370	16d	i	7
Entry354_96	237	16d	i	7
ycf39_22	285	16d	i	7
sll5130_126	1	16d	i	7
umuC_61	217	16d	i	7
slr0262_74	180	16d	i	7
Entry1184_89	217	16d	i	7
ssr1853_34	226	16d	i	7
Entry1707_3	150	16d	i	7
sll1033_14	160	16d	i	7
slr1937_264	10	16d	i	7
slr1327_88	167	16d	i	7
Entry945_115	143	16d	i	7
Entry1216_9	119	16d	i	7
Entry1322_4	230	16d	i	7
sll1376_34	80	16d	i	7
Entry82_83	375	16d	i	7
slr0244_38	206	16d	i	7
sll1905_15	1	16d	i	7
slr8015_16	2	16d	i	7
slr0731_43	292	16d	i	7
slr0231_55	93	16d	i	7
Entry1927_68	168	16d	i	7
Entry58_38	140	16d	i	7
Entry1882_20	362	16d	i	7
tyrA_103	60	16d	i	7
livH2_184	1	16d	i	7
fecB3_77	51	16d	i	7
Entry1629_7	168	16d	i	7
slr0601_25	236	16d	i	7
slr5010_367	138	16d	i	7
Entry350_98	237	16d	i	7
slr1636_109	58	16d	i	7
Entry1450_8	46	16d	i	7
Entry1450_9	44	16d	i	7
slr0204_89	331	16d	i	7
thrC_46	3	16d	i	7
ycf20_22	10	16d	i	7
Entry1836_175	167	16d	i	7
Entry64_31	302	16d	i	7
Entry964_40	1	16d	i	7
Entry964_42	267	16d	i	7
proA_49	121	16d	i	7
Entry2046_58	50	16d	i	7
sll0051_43	168	16d	i	7
cobN2_49	125	16d	i	7
Entry911_64	175	16d	i	7
rpl24_10	88	16d	i	7
atpD_36	14	16d	i	7
ssl3383_103	184	16d	i	7
Entry2098_26	105	16d	i	7
Entry963_109	1	16d	i	7
slr6011_49	1	16d	i	7
Entry170_56	437	16d	i	7
Entry361_56	1	16d	i	7
sll1150_77	122	16d	i	7
gspF_64	4	16d	i	7
slr0059_37	325	16d	i	7
Entry303_113	108	16d	i	7
Entry2086_188	132	16d	i	7
gidB_44	118	16d	i	7
sll5004_17	4	16d	i	7
sll0898_34	250	16d	i	7
slr1196_17	131	16d	i	7
sll1609_102	50	16d	i	7
ssl6023_105	141	16d	i	7
dacB_49	94	16d	i	7
slr5088_91	165	16d	i	7
slr1982_23	254	16d	i	7
Entry1622_1	130	16d	i	7
slr1339_43	93	16d	i	7
trpD_19	76	16d	i	7
sll1164_153	2	16d	i	7
sll0723_53	214	16d	i	7
lipA_36	70	16d	i	7
Entry1947_29	1	16d	i	7
gap2_70	72	16d	i	7
sll0922_18	363	16d	i	7
slr0023_9	240	16d	i	7
slr1584_43	316	16d	i	7
slr6094_41	126	16d	i	7
cmpB_90	129	16d	i	7
slr0243_29	49	16d	i	7
sll1372_31	15	16d	i	7
slr5017_17	1	16d	i	7
slr1169_50	186	16d	i	7
Entry1499_0	110	16d	i	7
slr0060_41	203	16d	i	7
slr5101_65	159	16d	i	7
slr1999_86	241	16d	i	7
ssr2130_32	384	16d	i	7
Entry1973_87	221	16d	i	7
accC_25	23	16d	i	7
slr0065_4	212	16d	i	7
sll0809_4	443	16d	i	7
rpl36_82	15	16d	i	7
rfbA_14	1	16d	i	7
slr1583_70	354	16d	i	7
Entry742_33	129	16d	i	7
ssl0296_66	464	16d	i	7
kdpD_5	2	16d	i	7
slr0519_10	11	16d	i	7
Entry443_8	82	16d	i	7
Entry443_9	98	16d	i	7
Entry1471_75	436	16d	i	7
Entry1382_14	90	16d	i	7
nCr0700 dsiR1_78	3	16d	i	7
Entry2083_1	186	16d	i	7
slr1799_10	353	16d	i	7
sll1405_34	47	16d	i	7
slr6073_81	147	16d	i	7
sll0092_498	182	16d	i	7
slr1076_108	1	16d	i	7
mntC_175	238	16d	i	7
slr1148_38	1	16d	i	7
moaA_7	12	16d	i	7
hoxF_31	45	16d	i	7
Entry1311_0	237	16d	i	7
slr1097_19	262	16d	i	7
slr1066_72	86	16d	i	7
sll1774_399	1	16d	i	7
atpC_103	29	16d	i	7
slr0081_52	285	16d	i	7
entC_4	14	16d	i	7
ndhD5_4	285	16d	i	7
Entry687_68	462	16d	i	7
slr1197_106	178	16d	i	7
sll1764_72	135	16d	i	7
Entry1289_35	213	16d	i	7
phr2_68	255	16d	i	7
fabH_26	57	16d	i	7
dfp_49	11	16d	i	7
slr1704_40	124	16d	i	7
slr1628_11	38	16d	i	7
slr0006_46	182	16d	i	7
slr6058_221	216	16d	i	7
Entry1319_0	102	16d	i	7
sll0327_100	168	16d	i	7
sll1984_264	10	16d	i	7
slr1837_34	100	16d	i	7
kdpA_58	233	16d	i	7
slr1077_48	1	16d	i	7
Entry912_21	226	16d	i	7
agp_73	174	16d	i	7
sll0253_118	222	16d	i	7
Entry1545_4	105	16d	i	7
arsA_53	204	16d	i	7
ycf39_2_76	87	16d	i	7
slr1083_38	1	16d	i	7
rps21_50	59	16d	i	7
slr1056_179	111	16d	i	7
slr5082_427	69	16d	i	7
Entry23_1	96	16d	i	7
sll0645_49	1	16d	i	7
Entry1046_32	223	16d	i	7
sll1071_8	156	16d	i	7
sll0385_104	62	16d	i	7
Entry1230_63	3	16d	i	7
rpoD2_16	2	16d	i	7
Entry1954_0	306	16d	i	7
sll0047_38	252	16d	i	7
sll0843_102	82	16d	i	7
sll1355_18	241	16d	i	7
sll1036_136	2	16d	i	7
sll1284_29	106	16d	i	7
Entry1480_35	2	16d	i	7
sll0816_22	237	16d	i	7
Entry1642_52	139	16d	i	7
Entry470_88	3	16d	i	7
Entry1093_15	208	16d	i	7
slr1205_37	387	16d	i	7
Entry120_75	345	16d	i	7
slr1687_23	233	16d	i	7
Entry894_78	4	16d	i	7
slr0142_106	240	16d	i	7
slr2037_26	64	16d	i	7
slr0250_82	58	16d	i	7
slr5126_42	402	16d	i	7
slr2111_11	218	16d	i	7
sll0448_84	158	16d	i	7
sll1620_49	117	16d	i	7
slr5102_116	102	16d	i	7
Entry1300_44	266	16d	i	7
Entry469_27	18	16d	i	7
rpoD4_9	1	16d	i	7
dpm1_2_53	266	16d	i	7
slr0846_90	2	16d	i	7
slr1595_62	253	16d	i	7
Entry1058_6	175	16d	i	7
Entry806_88	96	16d	i	7
ssl2245_69	1	16d	i	7
ssl5027_41	145	16d	i	7
Entry1220_36	1	16d	i	7
petF3_33	170	16d	i	7
Entry591_1	79	16d	i	7
slr1471_130	185	16d	i	7
Entry371_71	120	16d	i	7
sll0456_56	6	16d	i	7
Entry1766_20	204	16d	i	7
sll5069_35	2	16d	i	7
ssr3465_25	160	16d	i	7
recG_42	228	16d	i	7
Entry184_31	306	16d	i	7
nadB_37	336	16d	i	7
sll0451_68	273	16d	i	7
slr1436_71	116	16d	i	7
Entry248_8	130	16d	i	7
sll1481_31	1	16d	i	7
Entry1990_53	65	16d	i	7
slr0598_4	164	16d	i	7
slr2105_43	3	16d	i	7
Entry108_3	153	16d	i	7
Entry1965_10	1	16d	i	7
Entry1584_2	1	16d	i	7
slr0462_231	258	16d	i	7
TU1351 dsiR3_13	256	16d	i	7
TU1351 dsiR3_12	213	16d	i	7
TU2529_4	51	16d	i	7
sll1592_56	363	16d	i	7
kdpC_69	218	16d	i	7
Entry725_34	98	16d	i	7
Entry725_31	107	16d	i	7
sll0149_64	86	16d	i	7
slr1694_11	110	16d	i	7
Entry1790_31	120	16d	i	7
Entry1507_90	116	16d	i	7
Entry1045_127	94	16d	i	7
Entry1772_79	134	16d	i	7
Entry726_28	165	16d	i	7
sll0160_50	2	16d	i	7
Entry408_57	308	16d	i	7
Entry244_14	1	16d	i	7
sll1862_138	216	16d	i	7
Entry775_35	552	16d	i	7
sll0228_22	17	16d	i	7
slr1664_85	146	16d	i	7
Entry1866_75	161	16d	i	7
slr1201_30	239	16d	i	7
slr1171_40	141	16d	i	7
slr6075_4	156	16d	i	7
slr1998_55	1	16d	i	7
sll5109_22	204	16d	i	7
slr0651_8	1	16d	i	7
slr1461_13	140	16d	i	7
gyrA2_103	86	16d	i	7
Entry1227_23	205	16d	i	7
glgX_21	221	16d	i	7
met3_60	1	16d	i	7
psbO_12	2	16d	i	7
pilT_9	133	16d	i	7
ssl7053_19	276	16d	i	7
slr1260_20	210	16d	i	7
Entry1224_31	131	16d	i	7
aroC_37	7	16d	i	7
slr1573_103	221	16d	i	7
Entry366_8	283	16d	i	7
Entry1550_1	96	16d	i	7
Entry1325_4	132	16d	i	7
slr1253_21	155	16d	i	7
Entry467_29	1	16d	i	7
slr1568_23	1	16d	i	7
sll1967_22	366	16d	i	7
Entry1037_19	389	16d	i	7
Entry538_107	736	16d	i	7
psaK_34	153	16d	i	7
ycf34_32	695	16d	i	7
ssr2803_44	222	16d	i	7
slr1513_61	5	16d	i	7
Entry810_38	1	16d	i	7
Entry1705_46	675	16d	i	7
sulA_22	309	16d	i	7
slr1778_171	59	16d	i	7
slr0192_7	1	16d	i	7
ssr2723_44	170	16d	i	7
slr7057_15	97	16d	i	7
Entry1287_66	3	16d	i	7
slr8026_62	269	16d	i	7
sll1590_13	188	16d	i	7
slr0658_4	184	16d	i	7
Entry1248_10	149	16d	i	7
SyR46_19	4	16d	i	7
ssl7004_82	149	16d	i	7
sll0178_87	170	16d	i	7
Entry645_171	193	16d	i	7
