batchtime_h,channel_id,value,cultivation,strain,replicate
39,2,0.0248828336,20190826_MC4,NT0,2
40,2,0.0311287,20190826_MC4,NT0,2
41,2,0.0351888054,20190826_MC4,NT0,2
42,2,0.0385570365,20190826_MC4,NT0,2
43,2,0.0403835663,20190826_MC4,NT0,2
44,2,0.0398736416,20190826_MC4,NT0,2
45,2,0.0395099466,20190826_MC4,NT0,2
46,2,0.0384188379,20190826_MC4,NT0,2
47,2,0.0366557531,20190826_MC4,NT0,2
48,2,0.0344109274,20190826_MC4,NT0,2
49,2,0.0317016841,20190826_MC4,NT0,2
50,2,0.0268755398,20190826_MC4,NT0,2
51,2,0.0240999467,20190826_MC4,NT0,2
52,2,0.0205272819,20190826_MC4,NT0,2
53,2,0.0188896489,20190826_MC4,NT0,2
54,2,0.0163213562,20190826_MC4,NT0,2
55,2,0.0134171579,20190826_MC4,NT0,2
56,2,0.0106943578,20190826_MC4,NT0,2
57,2,0.009918537,20190826_MC4,NT0,2
58,2,0.0099964826,20190826_MC4,NT0,2
59,2,0.0112271972,20190826_MC4,NT0,2
60,2,0.0133065066,20190826_MC4,NT0,2
61,2,0.0165409811,20190826_MC4,NT0,2
62,2,0.0204373461,20190826_MC4,NT0,2
63,2,0.0242775129,20190826_MC4,NT0,2
64,2,0.0291477329,20190826_MC4,NT0,2
65,2,0.0333370444,20190826_MC4,NT0,2
66,2,0.0363684201,20190826_MC4,NT0,2
67,2,0.0379261155,20190826_MC4,NT0,2
68,2,0.0385272194,20190826_MC4,NT0,2
69,2,0.0371345833,20190826_MC4,NT0,2
70,2,0.0349054685,20190826_MC4,NT0,2
71,2,0.0316781689,20190826_MC4,NT0,2
72,2,0.0291997605,20190826_MC4,NT0,2
73,2,0.0265464548,20190826_MC4,NT0,2
74,2,0.024012232,20190826_MC4,NT0,2
75,2,0.021325799,20190826_MC4,NT0,2
76,2,0.0195904813,20190826_MC4,NT0,2
77,2,0.016215121,20190826_MC4,NT0,2
78,2,0.013776362,20190826_MC4,NT0,2
79,2,0.0117290034,20190826_MC4,NT0,2
80,2,0.0096524544,20190826_MC4,NT0,2
81,2,0.0081356334,20190826_MC4,NT0,2
82,2,0.0077169892,20190826_MC4,NT0,2
83,2,0.0081377759,20190826_MC4,NT0,2
84,2,0.0101291264,20190826_MC4,NT0,2
85,2,0.012825851,20190826_MC4,NT0,2
86,2,0.0161966713,20190826_MC4,NT0,2
87,2,0.0200997093,20190826_MC4,NT0,2
88,2,0.0232949914,20190826_MC4,NT0,2
89,2,0.0267962397,20190826_MC4,NT0,2
90,2,0.0295892597,20190826_MC4,NT0,2
91,2,0.0313192428,20190826_MC4,NT0,2
92,2,0.031682609,20190826_MC4,NT0,2
93,2,0.0313119419,20190826_MC4,NT0,2
94,2,0.0301310666,20190826_MC4,NT0,2
95,2,0.0279035321,20190826_MC4,NT0,2
0,3,0.0383434345,20190826_MC4,asd,1
1,3,0.0294943824,20190826_MC4,asd,1
2,3,0.0176148871,20190826_MC4,asd,1
3,3,0.0141284222,20190826_MC4,asd,1
4,3,0.011442865,20190826_MC4,asd,1
5,3,0.0142249908,20190826_MC4,asd,1
6,3,0.0180373651,20190826_MC4,asd,1
7,3,0.0215304187,20190826_MC4,asd,1
8,3,0.0235059602,20190826_MC4,asd,1
9,3,0.0250992873,20190826_MC4,asd,1
10,3,0.0257300066,20190826_MC4,asd,1
11,3,0.0275257989,20190826_MC4,asd,1
12,3,0.0283255474,20190826_MC4,asd,1
13,3,0.0300343071,20190826_MC4,asd,1
14,3,0.0305115867,20190826_MC4,asd,1
15,3,0.0298414159,20190826_MC4,asd,1
16,3,0.0296820067,20190826_MC4,asd,1
17,3,0.0297257863,20190826_MC4,asd,1
18,3,0.0291251247,20190826_MC4,asd,1
19,3,0.0277306539,20190826_MC4,asd,1
20,3,0.0253628673,20190826_MC4,asd,1
21,3,0.0221718832,20190826_MC4,asd,1
22,3,0.0186310562,20190826_MC4,asd,1
23,3,0.0171238271,20190826_MC4,asd,1
24,3,0.0177859191,20190826_MC4,asd,1
25,3,0.017837279,20190826_MC4,asd,1
26,3,0.0178777389,20190826_MC4,asd,1
27,3,0.0188092895,20190826_MC4,asd,1
28,3,0.0195094108,20190826_MC4,asd,1
29,3,0.0206171288,20190826_MC4,asd,1
30,3,0.0227032711,20190826_MC4,asd,1
31,3,0.0230370086,20190826_MC4,asd,1
32,3,0.023499144,20190826_MC4,asd,1
33,3,0.0236375242,20190826_MC4,asd,1
34,3,0.0236519513,20190826_MC4,asd,1
35,3,0.0232014835,20190826_MC4,asd,1
36,3,0.0228340772,20190826_MC4,asd,1
37,3,0.0229274171,20190826_MC4,asd,1
38,3,0.0235256246,20190826_MC4,asd,1
39,3,0.0244455413,20190826_MC4,asd,1
40,3,0.0241090301,20190826_MC4,asd,1
41,3,0.0205846591,20190826_MC4,asd,1
42,3,0.0166376957,20190826_MC4,asd,1
43,3,0.0148260719,20190826_MC4,asd,1
44,3,0.0150366981,20190826_MC4,asd,1
45,3,0.0167177239,20190826_MC4,asd,1
46,3,0.018780868,20190826_MC4,asd,1
47,3,0.0193032141,20190826_MC4,asd,1
48,3,0.0188647423,20190826_MC4,asd,1
49,3,0.0183871948,20190826_MC4,asd,1
50,3,0.017995037,20190826_MC4,asd,1
51,3,0.0179915498,20190826_MC4,asd,1
52,3,0.0182308775,20190826_MC4,asd,1
53,3,0.0194775069,20190826_MC4,asd,1
54,3,0.0208794503,20190826_MC4,asd,1
55,3,0.0235641416,20190826_MC4,asd,1
56,3,0.0256709243,20190826_MC4,asd,1
57,3,0.026501387,20190826_MC4,asd,1
58,3,0.0272098261,20190826_MC4,asd,1
59,3,0.0275093715,20190826_MC4,asd,1
60,3,0.0270066836,20190826_MC4,asd,1
61,3,0.0274139643,20190826_MC4,asd,1
62,3,0.0274685964,20190826_MC4,asd,1
63,3,0.0265594208,20190826_MC4,asd,1
64,3,0.0253730341,20190826_MC4,asd,1
65,3,0.0244619331,20190826_MC4,asd,1
66,3,0.0227708162,20190826_MC4,asd,1
67,3,0.0214873106,20190826_MC4,asd,1
68,3,0.0199267166,20190826_MC4,asd,1
69,3,0.0184473134,20190826_MC4,asd,1
70,3,0.0174606212,20190826_MC4,asd,1
71,3,0.0170171979,20190826_MC4,asd,1
72,3,0.016143403,20190826_MC4,asd,1
73,3,0.0153960744,20190826_MC4,asd,1
74,3,0.0156659473,20190826_MC4,asd,1
75,3,0.0162202629,20190826_MC4,asd,1
76,3,0.0177362273,20190826_MC4,asd,1
77,3,0.0194280374,20190826_MC4,asd,1
78,3,0.0215394561,20190826_MC4,asd,1
79,3,0.0228506758,20190826_MC4,asd,1
80,3,0.0242134495,20190826_MC4,asd,1
81,3,0.0254398775,20190826_MC4,asd,1
82,3,0.0263528176,20190826_MC4,asd,1
83,3,0.0271844171,20190826_MC4,asd,1
84,3,0.0281189959,20190826_MC4,asd,1
85,3,0.027864842,20190826_MC4,asd,1
86,3,0.0270559504,20190826_MC4,asd,1
87,3,0.0260082002,20190826_MC4,asd,1
88,3,0.0247390112,20190826_MC4,asd,1
89,3,0.0231518346,20190826_MC4,asd,1
90,3,0.0219708901,20190826_MC4,asd,1
91,3,0.0204266495,20190826_MC4,asd,1
92,3,0.0187614461,20190826_MC4,asd,1
93,3,0.0167858534,20190826_MC4,asd,1
94,3,0.0157647756,20190826_MC4,asd,1
95,3,0.0140096837,20190826_MC4,asd,1
0,4,0.0284754952,20190826_MC4,asd,2
1,4,0.0230926334,20190826_MC4,asd,2
2,4,0.0161972705,20190826_MC4,asd,2
3,4,0.0129546611,20190826_MC4,asd,2
4,4,0.0111743551,20190826_MC4,asd,2
5,4,0.0143924776,20190826_MC4,asd,2
6,4,0.0183792255,20190826_MC4,asd,2
7,4,0.0222838111,20190826_MC4,asd,2
8,4,0.0236713493,20190826_MC4,asd,2
9,4,0.0255143095,20190826_MC4,asd,2
10,4,0.0278518696,20190826_MC4,asd,2
11,4,0.0309648619,20190826_MC4,asd,2
12,4,0.032897983,20190826_MC4,asd,2
13,4,0.0334592107,20190826_MC4,asd,2
14,4,0.032625862,20190826_MC4,asd,2
15,4,0.0310100001,20190826_MC4,asd,2
16,4,0.0318797752,20190826_MC4,asd,2
17,4,0.031993602,20190826_MC4,asd,2
18,4,0.0305511643,20190826_MC4,asd,2
19,4,0.0284298766,20190826_MC4,asd,2
20,4,0.0256808561,20190826_MC4,asd,2
21,4,0.022246575,20190826_MC4,asd,2
22,4,0.0217387619,20190826_MC4,asd,2
23,4,0.0220523844,20190826_MC4,asd,2
24,4,0.0217267845,20190826_MC4,asd,2
25,4,0.0213528632,20190826_MC4,asd,2
26,4,0.0203427206,20190826_MC4,asd,2
27,4,0.0193840263,20190826_MC4,asd,2
28,4,0.0198796494,20190826_MC4,asd,2
29,4,0.0211722047,20190826_MC4,asd,2
30,4,0.0221004117,20190826_MC4,asd,2
31,4,0.023538468,20190826_MC4,asd,2
32,4,0.0235801355,20190826_MC4,asd,2
33,4,0.0246785,20190826_MC4,asd,2
34,4,0.0268014291,20190826_MC4,asd,2
35,4,0.0279330913,20190826_MC4,asd,2
36,4,0.0277126004,20190826_MC4,asd,2
37,4,0.0281933614,20190826_MC4,asd,2
38,4,0.0271020491,20190826_MC4,asd,2
39,4,0.0266746377,20190826_MC4,asd,2
40,4,0.0257060152,20190826_MC4,asd,2
41,4,0.0260711844,20190826_MC4,asd,2
42,4,0.027477551,20190826_MC4,asd,2
43,4,0.0274309189,20190826_MC4,asd,2
44,4,0.0261401718,20190826_MC4,asd,2
45,4,0.0241546685,20190826_MC4,asd,2
46,4,0.0198763145,20190826_MC4,asd,2
47,4,0.0173984749,20190826_MC4,asd,2
48,4,0.0180984923,20190826_MC4,asd,2
49,4,0.0176080862,20190826_MC4,asd,2
50,4,0.0172676926,20190826_MC4,asd,2
51,4,0.01764348,20190826_MC4,asd,2
52,4,0.0185120717,20190826_MC4,asd,2
53,4,0.0193967678,20190826_MC4,asd,2
54,4,0.0214364782,20190826_MC4,asd,2
55,4,0.0232210814,20190826_MC4,asd,2
56,4,0.0249445139,20190826_MC4,asd,2
57,4,0.0259153353,20190826_MC4,asd,2
58,4,0.0272459412,20190826_MC4,asd,2
59,4,0.0278762106,20190826_MC4,asd,2
60,4,0.0281533732,20190826_MC4,asd,2
61,4,0.02826541,20190826_MC4,asd,2
62,4,0.028471449,20190826_MC4,asd,2
63,4,0.0274865676,20190826_MC4,asd,2
64,4,0.0261774869,20190826_MC4,asd,2
65,4,0.0248773506,20190826_MC4,asd,2
66,4,0.0240785145,20190826_MC4,asd,2
67,4,0.0229331627,20190826_MC4,asd,2
68,4,0.0212700743,20190826_MC4,asd,2
69,4,0.020056355,20190826_MC4,asd,2
70,4,0.0181634863,20190826_MC4,asd,2
71,4,0.0173627314,20190826_MC4,asd,2
72,4,0.0169377038,20190826_MC4,asd,2
73,4,0.0173637195,20190826_MC4,asd,2
74,4,0.0171888441,20190826_MC4,asd,2
75,4,0.0182703654,20190826_MC4,asd,2
76,4,0.0195655348,20190826_MC4,asd,2
77,4,0.0213944903,20190826_MC4,asd,2
78,4,0.0228757617,20190826_MC4,asd,2
79,4,0.0246966372,20190826_MC4,asd,2
80,4,0.0258793136,20190826_MC4,asd,2
81,4,0.0266908391,20190826_MC4,asd,2
82,4,0.0274752345,20190826_MC4,asd,2
83,4,0.0282578378,20190826_MC4,asd,2
84,4,0.0287293687,20190826_MC4,asd,2
85,4,0.0280733347,20190826_MC4,asd,2
86,4,0.0273903616,20190826_MC4,asd,2
87,4,0.0264711448,20190826_MC4,asd,2
88,4,0.0246870687,20190826_MC4,asd,2
89,4,0.0233886742,20190826_MC4,asd,2
90,4,0.0221420736,20190826_MC4,asd,2
91,4,0.0198499511,20190826_MC4,asd,2
92,4,0.0175343567,20190826_MC4,asd,2
93,4,0.0156016138,20190826_MC4,asd,2
94,4,0.0140018472,20190826_MC4,asd,2
95,4,0.0125390013,20190826_MC4,asd,2
0,5,0.0358705248,20190826_MC4,gltX,1
1,5,0.0302456893,20190826_MC4,gltX,1
2,5,0.0224507525,20190826_MC4,gltX,1
3,5,0.020297792,20190826_MC4,gltX,1
4,5,0.0216936245,20190826_MC4,gltX,1
5,5,0.0246396172,20190826_MC4,gltX,1
6,5,0.0302404443,20190826_MC4,gltX,1
7,5,0.0344194743,20190826_MC4,gltX,1
8,5,0.0352320259,20190826_MC4,gltX,1
9,5,0.0365392736,20190826_MC4,gltX,1
10,5,0.0366397863,20190826_MC4,gltX,1
11,5,0.036419293,20190826_MC4,gltX,1
12,5,0.0367106102,20190826_MC4,gltX,1
13,5,0.0348580477,20190826_MC4,gltX,1
14,5,0.0334678309,20190826_MC4,gltX,1
15,5,0.0324762274,20190826_MC4,gltX,1
16,5,0.0336216378,20190826_MC4,gltX,1
17,5,0.0332830504,20190826_MC4,gltX,1
18,5,0.0321257199,20190826_MC4,gltX,1
19,5,0.0296063395,20190826_MC4,gltX,1
20,5,0.0271182815,20190826_MC4,gltX,1
21,5,0.0249431959,20190826_MC4,gltX,1
22,5,0.0254083817,20190826_MC4,gltX,1
23,5,0.0248421841,20190826_MC4,gltX,1
24,5,0.0247260761,20190826_MC4,gltX,1
25,5,0.0241117239,20190826_MC4,gltX,1
26,5,0.023522843,20190826_MC4,gltX,1
27,5,0.0242533818,20190826_MC4,gltX,1
28,5,0.0253951436,20190826_MC4,gltX,1
29,5,0.0278443294,20190826_MC4,gltX,1
30,5,0.0307779588,20190826_MC4,gltX,1
31,5,0.0326074,20190826_MC4,gltX,1
32,5,0.0339657183,20190826_MC4,gltX,1
33,5,0.035314853,20190826_MC4,gltX,1
34,5,0.0351973126,20190826_MC4,gltX,1
35,5,0.0355128464,20190826_MC4,gltX,1
36,5,0.0348246009,20190826_MC4,gltX,1
37,5,0.0336327578,20190826_MC4,gltX,1
38,5,0.0324877852,20190826_MC4,gltX,1
39,5,0.0311835728,20190826_MC4,gltX,1
40,5,0.029984678,20190826_MC4,gltX,1
41,5,0.0289845404,20190826_MC4,gltX,1
42,5,0.0280561296,20190826_MC4,gltX,1
43,5,0.026633475,20190826_MC4,gltX,1
44,5,0.025428449,20190826_MC4,gltX,1
45,5,0.0242337871,20190826_MC4,gltX,1
46,5,0.0233713017,20190826_MC4,gltX,1
47,5,0.0227058996,20190826_MC4,gltX,1
48,5,0.0224069508,20190826_MC4,gltX,1
49,5,0.0219467604,20190826_MC4,gltX,1
50,5,0.0216255898,20190826_MC4,gltX,1
51,5,0.0218877715,20190826_MC4,gltX,1
52,5,0.0232417836,20190826_MC4,gltX,1
53,5,0.0250546494,20190826_MC4,gltX,1
54,5,0.0265658515,20190826_MC4,gltX,1
55,5,0.0285042653,20190826_MC4,gltX,1
56,5,0.0300363743,20190826_MC4,gltX,1
57,5,0.0306081278,20190826_MC4,gltX,1
58,5,0.0309648858,20190826_MC4,gltX,1
59,5,0.030896895,20190826_MC4,gltX,1
60,5,0.02979826,20190826_MC4,gltX,1
61,5,0.0289396021,20190826_MC4,gltX,1
62,5,0.0278600404,20190826_MC4,gltX,1
63,5,0.0265724436,20190826_MC4,gltX,1
64,5,0.025645853,20190826_MC4,gltX,1
65,5,0.0255111524,20190826_MC4,gltX,1
66,5,0.024883263,20190826_MC4,gltX,1
67,5,0.0240637894,20190826_MC4,gltX,1
68,5,0.0224668007,20190826_MC4,gltX,1
69,5,0.0210116462,20190826_MC4,gltX,1
70,5,0.0191337199,20190826_MC4,gltX,1
71,5,0.0184303501,20190826_MC4,gltX,1
72,5,0.0180042381,20190826_MC4,gltX,1
73,5,0.0179166689,20190826_MC4,gltX,1
74,5,0.0180328516,20190826_MC4,gltX,1
75,5,0.0190594782,20190826_MC4,gltX,1
76,5,0.0202584561,20190826_MC4,gltX,1
77,5,0.0216734132,20190826_MC4,gltX,1
78,5,0.0231490187,20190826_MC4,gltX,1
79,5,0.0244428853,20190826_MC4,gltX,1
80,5,0.0251891634,20190826_MC4,gltX,1
81,5,0.0256257966,20190826_MC4,gltX,1
82,5,0.0258375219,20190826_MC4,gltX,1
83,5,0.0258215154,20190826_MC4,gltX,1
84,5,0.0256478391,20190826_MC4,gltX,1
85,5,0.0249056617,20190826_MC4,gltX,1
86,5,0.0241176202,20190826_MC4,gltX,1
87,5,0.0229858595,20190826_MC4,gltX,1
88,5,0.021483235,20190826_MC4,gltX,1
89,5,0.0203862373,20190826_MC4,gltX,1
90,5,0.0196818611,20190826_MC4,gltX,1
91,5,0.0184493671,20190826_MC4,gltX,1
92,5,0.0170893486,20190826_MC4,gltX,1
93,5,0.0153436498,20190826_MC4,gltX,1
94,5,0.0137203042,20190826_MC4,gltX,1
95,5,0.0123202285,20190826_MC4,gltX,1
0,6,0.0351646991,20190826_MC4,gltX,2
1,6,0.034470919,20190826_MC4,gltX,2
2,6,0.0300205937,20190826_MC4,gltX,2
3,6,0.0271210908,20190826_MC4,gltX,2
4,6,0.0300650977,20190826_MC4,gltX,2
5,6,0.033741508,20190826_MC4,gltX,2
6,6,0.0357084349,20190826_MC4,gltX,2
7,6,0.0381022834,20190826_MC4,gltX,2
8,6,0.0385027205,20190826_MC4,gltX,2
9,6,0.0386659276,20190826_MC4,gltX,2
10,6,0.041573362,20190826_MC4,gltX,2
11,6,0.0421342998,20190826_MC4,gltX,2
12,6,0.0415839379,20190826_MC4,gltX,2
13,6,0.0406906338,20190826_MC4,gltX,2
14,6,0.0394613889,20190826_MC4,gltX,2
15,6,0.0366740086,20190826_MC4,gltX,2
16,6,0.0367411995,20190826_MC4,gltX,2
17,6,0.0373052395,20190826_MC4,gltX,2
18,6,0.0363622177,20190826_MC4,gltX,2
19,6,0.0348585062,20190826_MC4,gltX,2
20,6,0.0324191119,20190826_MC4,gltX,2
21,6,0.0292789095,20190826_MC4,gltX,2
22,6,0.0284000687,20190826_MC4,gltX,2
23,6,0.0289759001,20190826_MC4,gltX,2
24,6,0.0293121398,20190826_MC4,gltX,2
25,6,0.029927481,20190826_MC4,gltX,2
26,6,0.0291646189,20190826_MC4,gltX,2
27,6,0.0282245653,20190826_MC4,gltX,2
28,6,0.0289299347,20190826_MC4,gltX,2
29,6,0.0307764446,20190826_MC4,gltX,2
30,6,0.0328744788,20190826_MC4,gltX,2
31,6,0.0355351263,20190826_MC4,gltX,2
32,6,0.037857518,20190826_MC4,gltX,2
33,6,0.0388865416,20190826_MC4,gltX,2
34,6,0.0393235459,20190826_MC4,gltX,2
35,6,0.0391353647,20190826_MC4,gltX,2
36,6,0.0379166835,20190826_MC4,gltX,2
37,6,0.0365626198,20190826_MC4,gltX,2
38,6,0.0353342574,20190826_MC4,gltX,2
39,6,0.034052438,20190826_MC4,gltX,2
40,6,0.0323197851,20190826_MC4,gltX,2
41,6,0.0307993957,20190826_MC4,gltX,2
42,6,0.0285615922,20190826_MC4,gltX,2
43,6,0.0264219557,20190826_MC4,gltX,2
44,6,0.024249534,20190826_MC4,gltX,2
45,6,0.0232072872,20190826_MC4,gltX,2
46,6,0.0220318932,20190826_MC4,gltX,2
47,6,0.0219528199,20190826_MC4,gltX,2
48,6,0.0220969784,20190826_MC4,gltX,2
49,6,0.0232243378,20190826_MC4,gltX,2
50,6,0.0239904014,20190826_MC4,gltX,2
51,6,0.0258191752,20190826_MC4,gltX,2
52,6,0.027536464,20190826_MC4,gltX,2
53,6,0.0287893696,20190826_MC4,gltX,2
54,6,0.0299580721,20190826_MC4,gltX,2
55,6,0.0311786535,20190826_MC4,gltX,2
56,6,0.0318514831,20190826_MC4,gltX,2
57,6,0.0322284809,20190826_MC4,gltX,2
58,6,0.0328895222,20190826_MC4,gltX,2
59,6,0.0328211023,20190826_MC4,gltX,2
60,6,0.0323519588,20190826_MC4,gltX,2
61,6,0.0310726747,20190826_MC4,gltX,2
62,6,0.0295903068,20190826_MC4,gltX,2
63,6,0.0277667298,20190826_MC4,gltX,2
64,6,0.0262978534,20190826_MC4,gltX,2
65,6,0.0255972794,20190826_MC4,gltX,2
66,6,0.0245138416,20190826_MC4,gltX,2
67,6,0.023198856,20190826_MC4,gltX,2
68,6,0.0220218595,20190826_MC4,gltX,2
69,6,0.0213718035,20190826_MC4,gltX,2
70,6,0.0202654687,20190826_MC4,gltX,2
71,6,0.0193472804,20190826_MC4,gltX,2
72,6,0.0180697361,20190826_MC4,gltX,2
73,6,0.0171469924,20190826_MC4,gltX,2
74,6,0.0171931829,20190826_MC4,gltX,2
75,6,0.0190613563,20190826_MC4,gltX,2
76,6,0.0211665829,20190826_MC4,gltX,2
77,6,0.0232233875,20190826_MC4,gltX,2
78,6,0.0250346139,20190826_MC4,gltX,2
79,6,0.0265855292,20190826_MC4,gltX,2
80,6,0.0272023355,20190826_MC4,gltX,2
81,6,0.0279862445,20190826_MC4,gltX,2
82,6,0.0280024962,20190826_MC4,gltX,2
83,6,0.0273969074,20190826_MC4,gltX,2
84,6,0.0268950823,20190826_MC4,gltX,2
85,6,0.0259474064,20190826_MC4,gltX,2
86,6,0.0242410494,20190826_MC4,gltX,2
87,6,0.022401229,20190826_MC4,gltX,2
88,6,0.0210535535,20190826_MC4,gltX,2
89,6,0.021500783,20190826_MC4,gltX,2
90,6,0.0231603756,20190826_MC4,gltX,2
91,6,0.0231684369,20190826_MC4,gltX,2
92,6,0.0214989946,20190826_MC4,gltX,2
93,6,0.0185837657,20190826_MC4,gltX,2
94,6,0.0153488948,20190826_MC4,gltX,2
95,6,0.0131909221,20190826_MC4,gltX,2
0,7,0.03188531,20190826_MC4,slr2070,1
1,7,0.0283269296,20190826_MC4,slr2070,1
2,7,0.0239417889,20190826_MC4,slr2070,1
3,7,0.0195638217,20190826_MC4,slr2070,1
4,7,0.0192166859,20190826_MC4,slr2070,1
5,7,0.0230652084,20190826_MC4,slr2070,1
6,7,0.0261199407,20190826_MC4,slr2070,1
7,7,0.0275339539,20190826_MC4,slr2070,1
8,7,0.028372874,20190826_MC4,slr2070,1
9,7,0.0289004678,20190826_MC4,slr2070,1
10,7,0.0296596232,20190826_MC4,slr2070,1
11,7,0.0301945437,20190826_MC4,slr2070,1
12,7,0.0302409281,20190826_MC4,slr2070,1
13,7,0.0302390082,20190826_MC4,slr2070,1
14,7,0.0276941277,20190826_MC4,slr2070,1
15,7,0.0270789143,20190826_MC4,slr2070,1
16,7,0.0286315157,20190826_MC4,slr2070,1
17,7,0.0307424927,20190826_MC4,slr2070,1
18,7,0.0304821388,20190826_MC4,slr2070,1
19,7,0.0309740696,20190826_MC4,slr2070,1
20,7,0.0287342999,20190826_MC4,slr2070,1
21,7,0.0270949062,20190826_MC4,slr2070,1
22,7,0.026841615,20190826_MC4,slr2070,1
23,7,0.0327252668,20190826_MC4,slr2070,1
24,7,0.0357050192,20190826_MC4,slr2070,1
25,7,0.0375175444,20190826_MC4,slr2070,1
26,7,0.0360027016,20190826_MC4,slr2070,1
27,7,0.0330231386,20190826_MC4,slr2070,1
28,7,0.0284293761,20190826_MC4,slr2070,1
29,7,0.0295789722,20190826_MC4,slr2070,1
30,7,0.0303080297,20190826_MC4,slr2070,1
31,7,0.0308878944,20190826_MC4,slr2070,1
32,7,0.0305350532,20190826_MC4,slr2070,1
33,7,0.0309654729,20190826_MC4,slr2070,1
34,7,0.0310308039,20190826_MC4,slr2070,1
35,7,0.0315431672,20190826_MC4,slr2070,1
36,7,0.0315138685,20190826_MC4,slr2070,1
37,7,0.0311842445,20190826_MC4,slr2070,1
38,7,0.0306188473,20190826_MC4,slr2070,1
39,7,0.0307947833,20190826_MC4,slr2070,1
40,7,0.0300387186,20190826_MC4,slr2070,1
41,7,0.0294222449,20190826_MC4,slr2070,1
42,7,0.0283095768,20190826_MC4,slr2070,1
43,7,0.0270383101,20190826_MC4,slr2070,1
44,7,0.0258455699,20190826_MC4,slr2070,1
45,7,0.0263256896,20190826_MC4,slr2070,1
46,7,0.0269162804,20190826_MC4,slr2070,1
47,7,0.0272555468,20190826_MC4,slr2070,1
48,7,0.0274638246,20190826_MC4,slr2070,1
49,7,0.0272535757,20190826_MC4,slr2070,1
50,7,0.0260132167,20190826_MC4,slr2070,1
51,7,0.0253705899,20190826_MC4,slr2070,1
52,7,0.0264554201,20190826_MC4,slr2070,1
53,7,0.0268727251,20190826_MC4,slr2070,1
54,7,0.0278627475,20190826_MC4,slr2070,1
55,7,0.0291788936,20190826_MC4,slr2070,1
56,7,0.0301720905,20190826_MC4,slr2070,1
57,7,0.0297215468,20190826_MC4,slr2070,1
58,7,0.0301735601,20190826_MC4,slr2070,1
59,7,0.0297587304,20190826_MC4,slr2070,1
60,7,0.029217609,20190826_MC4,slr2070,1
61,7,0.0287419999,20190826_MC4,slr2070,1
62,7,0.028279217,20190826_MC4,slr2070,1
63,7,0.027207662,20190826_MC4,slr2070,1
64,7,0.0268175473,20190826_MC4,slr2070,1
65,7,0.0260934578,20190826_MC4,slr2070,1
66,7,0.0247258225,20190826_MC4,slr2070,1
67,7,0.0236345107,20190826_MC4,slr2070,1
68,7,0.0228917733,20190826_MC4,slr2070,1
69,7,0.023137129,20190826_MC4,slr2070,1
70,7,0.0234028501,20190826_MC4,slr2070,1
71,7,0.0241408392,20190826_MC4,slr2070,1
72,7,0.024184196,20190826_MC4,slr2070,1
73,7,0.0240050589,20190826_MC4,slr2070,1
74,7,0.0239376594,20190826_MC4,slr2070,1
75,7,0.0244713508,20190826_MC4,slr2070,1
76,7,0.0246636917,20190826_MC4,slr2070,1
77,7,0.0249922336,20190826_MC4,slr2070,1
78,7,0.0253294436,20190826_MC4,slr2070,1
79,7,0.0254093435,20190826_MC4,slr2070,1
80,7,0.0252680419,20190826_MC4,slr2070,1
81,7,0.0253057245,20190826_MC4,slr2070,1
82,7,0.0252258343,20190826_MC4,slr2070,1
83,7,0.02513398,20190826_MC4,slr2070,1
84,7,0.0248343514,20190826_MC4,slr2070,1
85,7,0.0242339757,20190826_MC4,slr2070,1
86,7,0.0236761215,20190826_MC4,slr2070,1
87,7,0.022974576,20190826_MC4,slr2070,1
88,7,0.022414805,20190826_MC4,slr2070,1
89,7,0.0221500868,20190826_MC4,slr2070,1
90,7,0.0217315715,20190826_MC4,slr2070,1
91,7,0.0210486493,20190826_MC4,slr2070,1
92,7,0.020495539,20190826_MC4,slr2070,1
93,7,0.0195379858,20190826_MC4,slr2070,1
94,7,0.0187139451,20190826_MC4,slr2070,1
95,7,0.0175288407,20190826_MC4,slr2070,1
0,8,0.0362101673,20190826_MC4,slr2070,2
1,8,0.028815787,20190826_MC4,slr2070,2
2,8,0.0216349006,20190826_MC4,slr2070,2
3,8,0.018556931,20190826_MC4,slr2070,2
4,8,0.0184464006,20190826_MC4,slr2070,2
5,8,0.0208043749,20190826_MC4,slr2070,2
6,8,0.0233381131,20190826_MC4,slr2070,2
7,8,0.0242008939,20190826_MC4,slr2070,2
8,8,0.0251032809,20190826_MC4,slr2070,2
9,8,0.0259897878,20190826_MC4,slr2070,2
10,8,0.0263007895,20190826_MC4,slr2070,2
11,8,0.026489714,20190826_MC4,slr2070,2
12,8,0.0265938065,20190826_MC4,slr2070,2
13,8,0.0263972573,20190826_MC4,slr2070,2
14,8,0.0259357146,20190826_MC4,slr2070,2
15,8,0.0260412714,20190826_MC4,slr2070,2
16,8,0.0262412928,20190826_MC4,slr2070,2
17,8,0.0268868009,20190826_MC4,slr2070,2
18,8,0.0278264402,20190826_MC4,slr2070,2
19,8,0.0271092723,20190826_MC4,slr2070,2
20,8,0.026646214,20190826_MC4,slr2070,2
21,8,0.024619639,20190826_MC4,slr2070,2
22,8,0.0236204553,20190826_MC4,slr2070,2
23,8,0.0232225667,20190826_MC4,slr2070,2
24,8,0.0250451122,20190826_MC4,slr2070,2
25,8,0.0258013255,20190826_MC4,slr2070,2
26,8,0.027234156,20190826_MC4,slr2070,2
