batchtime_h,channel_id,value,cultivation,strain,replicate
0,1,0.0427285299,20190815_MC1,NT0,1
1,1,0.0415494659,20190815_MC1,NT0,1
2,1,0.0397589579,20190815_MC1,NT0,1
3,1,0.03606051,20190815_MC1,NT0,1
4,1,0.0299278851,20190815_MC1,NT0,1
5,1,0.0240745427,20190815_MC1,NT0,1
6,1,0.0204890477,20190815_MC1,NT0,1
7,1,0.0175539536,20190815_MC1,NT0,1
8,1,0.0143956496,20190815_MC1,NT0,1
9,1,0.0124463675,20190815_MC1,NT0,1
10,1,0.0142989967,20190815_MC1,NT0,1
11,1,0.018134833,20190815_MC1,NT0,1
12,1,0.0207410311,20190815_MC1,NT0,1
13,1,0.0241553008,20190815_MC1,NT0,1
14,1,0.0203560898,20190815_MC1,NT0,1
15,1,0.0184132798,20190815_MC1,NT0,1
16,1,0.0171417025,20190815_MC1,NT0,1
17,1,0.0169472461,20190815_MC1,NT0,1
18,1,0.0206281114,20190815_MC1,NT0,1
19,1,0.0244267584,20190815_MC1,NT0,1
20,1,0.0225516315,20190815_MC1,NT0,1
21,1,0.0245547969,20190815_MC1,NT0,1
22,1,0.0274241454,20190815_MC1,NT0,1
23,1,0.0248503794,20190815_MC1,NT0,1
24,1,0.0253351189,20190815_MC1,NT0,1
25,1,0.023577153,20190815_MC1,NT0,1
26,1,0.0192570825,20190815_MC1,NT0,1
27,1,0.0167843265,20190815_MC1,NT0,1
28,1,0.0182972546,20190815_MC1,NT0,1
29,1,0.0181154648,20190815_MC1,NT0,1
30,1,0.0174146373,20190815_MC1,NT0,1
31,1,0.0177153883,20190815_MC1,NT0,1
32,1,0.0193453369,20190815_MC1,NT0,1
33,1,0.0193879097,20190815_MC1,NT0,1
34,1,0.0183598158,20190815_MC1,NT0,1
35,1,0.0209966261,20190815_MC1,NT0,1
36,1,0.0202465268,20190815_MC1,NT0,1
37,1,0.0229951216,20190815_MC1,NT0,1
38,1,0.0285710908,20190815_MC1,NT0,1
39,1,0.0305874739,20190815_MC1,NT0,1
40,1,0.0299104663,20190815_MC1,NT0,1
41,1,0.033522871,20190815_MC1,NT0,1
42,1,0.0328335219,20190815_MC1,NT0,1
43,1,0.0332171762,20190815_MC1,NT0,1
44,1,0.0330870609,20190815_MC1,NT0,1
45,1,0.0313760675,20190815_MC1,NT0,1
46,1,0.0291458352,20190815_MC1,NT0,1
47,1,0.0283954463,20190815_MC1,NT0,1
48,1,0.0269192748,20190815_MC1,NT0,1
49,1,0.0258919085,20190815_MC1,NT0,1
50,1,0.0243173931,20190815_MC1,NT0,1
51,1,0.0222663957,20190815_MC1,NT0,1
52,1,0.0199958008,20190815_MC1,NT0,1
53,1,0.0171948447,20190815_MC1,NT0,1
54,1,0.0168030865,20190815_MC1,NT0,1
55,1,0.0150546516,20190815_MC1,NT0,1
56,1,0.0157203608,20190815_MC1,NT0,1
57,1,0.0189209591,20190815_MC1,NT0,1
58,1,0.0194060566,20190815_MC1,NT0,1
59,1,0.0211579187,20190815_MC1,NT0,1
60,1,0.0251272394,20190815_MC1,NT0,1
61,1,0.0268633842,20190815_MC1,NT0,1
62,1,0.0296793495,20190815_MC1,NT0,1
63,1,0.0321831954,20190815_MC1,NT0,1
64,1,0.0315201386,20190815_MC1,NT0,1
65,1,0.0313632137,20190815_MC1,NT0,1
66,1,0.0323582625,20190815_MC1,NT0,1
67,1,0.0309780948,20190815_MC1,NT0,1
68,1,0.0313173946,20190815_MC1,NT0,1
69,1,0.0301286324,20190815_MC1,NT0,1
70,1,0.0270507926,20190815_MC1,NT0,1
71,1,0.0249143668,20190815_MC1,NT0,1
72,1,0.0237228434,20190815_MC1,NT0,1
73,1,0.0214388031,20190815_MC1,NT0,1
74,1,0.0192442413,20190815_MC1,NT0,1
75,1,0.017684424,20190815_MC1,NT0,1
76,1,0.0160928992,20190815_MC1,NT0,1
77,1,0.0147783907,20190815_MC1,NT0,1
78,1,0.0135043318,20190815_MC1,NT0,1
79,1,0.0128426041,20190815_MC1,NT0,1
80,1,0.013500376,20190815_MC1,NT0,1
81,1,0.0148919739,20190815_MC1,NT0,1
82,1,0.0171419229,20190815_MC1,NT0,1
83,1,0.0197418352,20190815_MC1,NT0,1
84,1,0.0218924336,20190815_MC1,NT0,1
85,1,0.0229300932,20190815_MC1,NT0,1
86,1,0.0247165834,20190815_MC1,NT0,1
87,1,0.0259377352,20190815_MC1,NT0,1
88,1,0.0269750978,20190815_MC1,NT0,1
89,1,0.0267549645,20190815_MC1,NT0,1
90,1,0.0267863404,20190815_MC1,NT0,1
91,1,0.0267918031,20190815_MC1,NT0,1
92,1,0.026104903,20190815_MC1,NT0,1
93,1,0.0250137889,20190815_MC1,NT0,1
94,1,0.0239723562,20190815_MC1,NT0,1
95,1,0.0208665701,20190815_MC1,NT0,1
0,2,0.043589034,20190815_MC1,NT0,2
1,2,0.0317120987,20190815_MC1,NT0,2
2,2,0.0205895065,20190815_MC1,NT0,2
3,2,0.0106297496,20190815_MC1,NT0,2
4,2,0.0125821901,20190815_MC1,NT0,2
5,2,0.0071432573,20190815_MC1,NT0,2
6,2,0.0104874043,20190815_MC1,NT0,2
7,2,0.0102746429,20190815_MC1,NT0,2
8,2,0.0129457919,20190815_MC1,NT0,2
9,2,0.0120365491,20190815_MC1,NT0,2
10,2,0.0176091848,20190815_MC1,NT0,2
11,2,0.0168669956,20190815_MC1,NT0,2
12,2,0.0199735564,20190815_MC1,NT0,2
13,2,0.0213055831,20190815_MC1,NT0,2
14,2,0.0187934612,20190815_MC1,NT0,2
15,2,0.0160441062,20190815_MC1,NT0,2
16,2,0.0194919529,20190815_MC1,NT0,2
17,2,0.0175793131,20190815_MC1,NT0,2
18,2,0.0169061129,20190815_MC1,NT0,2
19,2,0.0184480663,20190815_MC1,NT0,2
20,2,0.024097846,20190815_MC1,NT0,2
21,2,0.0212606129,20190815_MC1,NT0,2
22,2,0.0234318017,20190815_MC1,NT0,2
23,2,0.0236689934,20190815_MC1,NT0,2
24,2,0.0203436339,20190815_MC1,NT0,2
25,2,0.0179302712,20190815_MC1,NT0,2
26,2,0.0160745032,20190815_MC1,NT0,2
27,2,0.0152745217,20190815_MC1,NT0,2
28,2,0.0094682161,20190815_MC1,NT0,2
29,2,0.0099140809,20190815_MC1,NT0,2
30,2,0.0113830637,20190815_MC1,NT0,2
31,2,0.0159286484,20190815_MC1,NT0,2
32,2,0.0153759381,20190815_MC1,NT0,2
33,2,0.0190484188,20190815_MC1,NT0,2
34,2,0.019602059,20190815_MC1,NT0,2
35,2,0.0208934853,20190815_MC1,NT0,2
36,2,0.0239784394,20190815_MC1,NT0,2
37,2,0.0282152397,20190815_MC1,NT0,2
38,2,0.0331741519,20190815_MC1,NT0,2
39,2,0.0317783022,20190815_MC1,NT0,2
40,2,0.0362263079,20190815_MC1,NT0,2
41,2,0.0457581681,20190815_MC1,NT0,2
42,2,0.0532486378,20190815_MC1,NT0,2
43,2,0.0546624954,20190815_MC1,NT0,2
44,2,0.0560554723,20190815_MC1,NT0,2
45,2,0.0488231227,20190815_MC1,NT0,2
46,2,0.0394252789,20190815_MC1,NT0,2
47,2,0.0373904447,20190815_MC1,NT0,2
48,2,0.0369727013,20190815_MC1,NT0,2
49,2,0.0301314641,20190815_MC1,NT0,2
50,2,0.0279942667,20190815_MC1,NT0,2
51,2,0.0263318943,20190815_MC1,NT0,2
52,2,0.0261278345,20190815_MC1,NT0,2
53,2,0.0239339421,20190815_MC1,NT0,2
54,2,0.0242221366,20190815_MC1,NT0,2
55,2,0.018850228,20190815_MC1,NT0,2
56,2,0.0191906514,20190815_MC1,NT0,2
57,2,0.0184974264,20190815_MC1,NT0,2
58,2,0.020638461,20190815_MC1,NT0,2
59,2,0.0243801367,20190815_MC1,NT0,2
60,2,0.028225611,20190815_MC1,NT0,2
61,2,0.0309673714,20190815_MC1,NT0,2
62,2,0.0344539793,20190815_MC1,NT0,2
63,2,0.0366508365,20190815_MC1,NT0,2
64,2,0.0355953332,20190815_MC1,NT0,2
65,2,0.0359922534,20190815_MC1,NT0,2
66,2,0.0338909382,20190815_MC1,NT0,2
67,2,0.0345686113,20190815_MC1,NT0,2
68,2,0.0339747246,20190815_MC1,NT0,2
69,2,0.0328580249,20190815_MC1,NT0,2
70,2,0.0319336973,20190815_MC1,NT0,2
71,2,0.0290150629,20190815_MC1,NT0,2
72,2,0.0245582579,20190815_MC1,NT0,2
73,2,0.022168225,20190815_MC1,NT0,2
74,2,0.022179515,20190815_MC1,NT0,2
75,2,0.0209553279,20190815_MC1,NT0,2
76,2,0.017881343,20190815_MC1,NT0,2
77,2,0.0162131764,20190815_MC1,NT0,2
78,2,0.0137188628,20190815_MC1,NT0,2
79,2,0.0120789139,20190815_MC1,NT0,2
80,2,0.0145839818,20190815_MC1,NT0,2
81,2,0.0173374815,20190815_MC1,NT0,2
82,2,0.0180110892,20190815_MC1,NT0,2
83,2,0.0212130678,20190815_MC1,NT0,2
84,2,0.0239621847,20190815_MC1,NT0,2
85,2,0.0239318478,20190815_MC1,NT0,2
86,2,0.0244313871,20190815_MC1,NT0,2
87,2,0.0257416743,20190815_MC1,NT0,2
88,2,0.0263698446,20190815_MC1,NT0,2
89,2,0.0270274616,20190815_MC1,NT0,2
90,2,0.0280573496,20190815_MC1,NT0,2
91,2,0.0274534045,20190815_MC1,NT0,2
92,2,0.0254163535,20190815_MC1,NT0,2
93,2,0.0237642271,20190815_MC1,NT0,2
94,2,0.0230650874,20190815_MC1,NT0,2
95,2,0.021137393,20190815_MC1,NT0,2
0,3,0.0367427443,20190815_MC1,sll1496,1
1,3,0.0299549689,20190815_MC1,sll1496,1
2,3,0.0194385177,20190815_MC1,sll1496,1
3,3,0.0176912859,20190815_MC1,sll1496,1
4,3,0.0165420949,20190815_MC1,sll1496,1
5,3,0.0186165831,20190815_MC1,sll1496,1
6,3,0.022408671,20190815_MC1,sll1496,1
7,3,0.0258863171,20190815_MC1,sll1496,1
8,3,0.0270261368,20190815_MC1,sll1496,1
9,3,0.027729898,20190815_MC1,sll1496,1
10,3,0.0299609499,20190815_MC1,sll1496,1
11,3,0.0302569131,20190815_MC1,sll1496,1
12,3,0.0282408487,20190815_MC1,sll1496,1
13,3,0.0300369651,20190815_MC1,sll1496,1
14,3,0.030125506,20190815_MC1,sll1496,1
15,3,0.0316661142,20190815_MC1,sll1496,1
16,3,0.0338337826,20190815_MC1,sll1496,1
17,3,0.0311447413,20190815_MC1,sll1496,1
18,3,0.0284200737,20190815_MC1,sll1496,1
19,3,0.0269563334,20190815_MC1,sll1496,1
20,3,0.0247969735,20190815_MC1,sll1496,1
21,3,0.023276166,20190815_MC1,sll1496,1
22,3,0.0263120957,20190815_MC1,sll1496,1
23,3,0.0261530867,20190815_MC1,sll1496,1
24,3,0.0295282092,20190815_MC1,sll1496,1
25,3,0.0292301113,20190815_MC1,sll1496,1
26,3,0.0287915939,20190815_MC1,sll1496,1
27,3,0.0264096625,20190815_MC1,sll1496,1
28,3,0.0288257477,20190815_MC1,sll1496,1
29,3,0.0295468561,20190815_MC1,sll1496,1
30,3,0.0326362172,20190815_MC1,sll1496,1
31,3,0.0320587313,20190815_MC1,sll1496,1
32,3,0.030925045,20190815_MC1,sll1496,1
33,3,0.0308429777,20190815_MC1,sll1496,1
34,3,0.0297133914,20190815_MC1,sll1496,1
35,3,0.0307468189,20190815_MC1,sll1496,1
36,3,0.0315729828,20190815_MC1,sll1496,1
37,3,0.0318754432,20190815_MC1,sll1496,1
38,3,0.032425377,20190815_MC1,sll1496,1
39,3,0.0336913718,20190815_MC1,sll1496,1
40,3,0.0307431994,20190815_MC1,sll1496,1
41,3,0.0308344071,20190815_MC1,sll1496,1
42,3,0.0297989825,20190815_MC1,sll1496,1
43,3,0.0295263415,20190815_MC1,sll1496,1
44,3,0.0299627612,20190815_MC1,sll1496,1
45,3,0.0304300771,20190815_MC1,sll1496,1
46,3,0.0293593853,20190815_MC1,sll1496,1
47,3,0.028383614,20190815_MC1,sll1496,1
48,3,0.0285108701,20190815_MC1,sll1496,1
49,3,0.0285552797,20190815_MC1,sll1496,1
50,3,0.0285410561,20190815_MC1,sll1496,1
51,3,0.0284123467,20190815_MC1,sll1496,1
52,3,0.0285033831,20190815_MC1,sll1496,1
53,3,0.0283606259,20190815_MC1,sll1496,1
54,3,0.0298393392,20190815_MC1,sll1496,1
55,3,0.0298049482,20190815_MC1,sll1496,1
56,3,0.0294714859,20190815_MC1,sll1496,1
57,3,0.0295964865,20190815_MC1,sll1496,1
58,3,0.0303646814,20190815_MC1,sll1496,1
59,3,0.0301444071,20190815_MC1,sll1496,1
60,3,0.0302025454,20190815_MC1,sll1496,1
61,3,0.0303867231,20190815_MC1,sll1496,1
62,3,0.028937568,20190815_MC1,sll1496,1
63,3,0.0286081353,20190815_MC1,sll1496,1
64,3,0.0280345063,20190815_MC1,sll1496,1
65,3,0.027095324,20190815_MC1,sll1496,1
66,3,0.0246150253,20190815_MC1,sll1496,1
67,3,0.0236000838,20190815_MC1,sll1496,1
68,3,0.023064457,20190815_MC1,sll1496,1
69,3,0.023849375,20190815_MC1,sll1496,1
70,3,0.0243624848,20190815_MC1,sll1496,1
71,3,0.0239391206,20190815_MC1,sll1496,1
72,3,0.0236944731,20190815_MC1,sll1496,1
73,3,0.0227753822,20190815_MC1,sll1496,1
74,3,0.0222106617,20190815_MC1,sll1496,1
75,3,0.022561653,20190815_MC1,sll1496,1
76,3,0.0237171064,20190815_MC1,sll1496,1
77,3,0.0238985453,20190815_MC1,sll1496,1
78,3,0.0253721801,20190815_MC1,sll1496,1
79,3,0.0252937607,20190815_MC1,sll1496,1
80,3,0.0262277858,20190815_MC1,sll1496,1
81,3,0.0266357669,20190815_MC1,sll1496,1
82,3,0.0262482795,20190815_MC1,sll1496,1
83,3,0.0256259453,20190815_MC1,sll1496,1
84,3,0.0245153698,20190815_MC1,sll1496,1
85,3,0.0232608444,20190815_MC1,sll1496,1
86,3,0.0233883685,20190815_MC1,sll1496,1
87,3,0.0228513765,20190815_MC1,sll1496,1
88,3,0.0229366991,20190815_MC1,sll1496,1
89,3,0.0221729253,20190815_MC1,sll1496,1
90,3,0.0201825742,20190815_MC1,sll1496,1
91,3,0.018992,20190815_MC1,sll1496,1
92,3,0.0182403059,20190815_MC1,sll1496,1
93,3,0.0170627474,20190815_MC1,sll1496,1
94,3,0.0177052258,20190815_MC1,sll1496,1
95,3,0.0166653116,20190815_MC1,sll1496,1
0,4,0.0404888226,20190815_MC1,sll1496,2
1,4,0.0423279365,20190815_MC1,sll1496,2
2,4,0.0316112173,20190815_MC1,sll1496,2
3,4,0.0284740664,20190815_MC1,sll1496,2
4,4,0.0280143286,20190815_MC1,sll1496,2
5,4,0.0273223627,20190815_MC1,sll1496,2
6,4,0.0324711865,20190815_MC1,sll1496,2
7,4,0.0382684393,20190815_MC1,sll1496,2
8,4,0.0367608869,20190815_MC1,sll1496,2
9,4,0.0396557996,20190815_MC1,sll1496,2
10,4,0.0422719366,20190815_MC1,sll1496,2
11,4,0.0404406547,20190815_MC1,sll1496,2
12,4,0.0404163916,20190815_MC1,sll1496,2
13,4,0.0396958936,20190815_MC1,sll1496,2
14,4,0.0353766817,20190815_MC1,sll1496,2
15,4,0.03220997,20190815_MC1,sll1496,2
16,4,0.0306390926,20190815_MC1,sll1496,2
17,4,0.0323604896,20190815_MC1,sll1496,2
18,4,0.0334943643,20190815_MC1,sll1496,2
19,4,0.033048578,20190815_MC1,sll1496,2
20,4,0.0345846851,20190815_MC1,sll1496,2
21,4,0.0343084438,20190815_MC1,sll1496,2
22,4,0.0310066263,20190815_MC1,sll1496,2
23,4,0.0299193586,20190815_MC1,sll1496,2
24,4,0.0273963417,20190815_MC1,sll1496,2
25,4,0.0286190144,20190815_MC1,sll1496,2
26,4,0.0291162012,20190815_MC1,sll1496,2
27,4,0.0315804671,20190815_MC1,sll1496,2
28,4,0.0347975978,20190815_MC1,sll1496,2
29,4,0.0333903297,20190815_MC1,sll1496,2
30,4,0.0317323527,20190815_MC1,sll1496,2
31,4,0.0354044869,20190815_MC1,sll1496,2
32,4,0.03403014,20190815_MC1,sll1496,2
33,4,0.0342816466,20190815_MC1,sll1496,2
34,4,0.0334199645,20190815_MC1,sll1496,2
35,4,0.0340859686,20190815_MC1,sll1496,2
36,4,0.032904392,20190815_MC1,sll1496,2
37,4,0.0345991181,20190815_MC1,sll1496,2
38,4,0.0362485593,20190815_MC1,sll1496,2
39,4,0.0356465705,20190815_MC1,sll1496,2
40,4,0.0332909142,20190815_MC1,sll1496,2
41,4,0.0332789681,20190815_MC1,sll1496,2
42,4,0.0329073507,20190815_MC1,sll1496,2
43,4,0.0329473484,20190815_MC1,sll1496,2
44,4,0.0336124419,20190815_MC1,sll1496,2
45,4,0.032398066,20190815_MC1,sll1496,2
46,4,0.0309689456,20190815_MC1,sll1496,2
47,4,0.0296324682,20190815_MC1,sll1496,2
48,4,0.0271359297,20190815_MC1,sll1496,2
49,4,0.0276285828,20190815_MC1,sll1496,2
50,4,0.0271683626,20190815_MC1,sll1496,2
51,4,0.0297175867,20190815_MC1,sll1496,2
52,4,0.0308188588,20190815_MC1,sll1496,2
53,4,0.032283904,20190815_MC1,sll1496,2
54,4,0.0327937554,20190815_MC1,sll1496,2
55,4,0.0327638462,20190815_MC1,sll1496,2
56,4,0.0316090637,20190815_MC1,sll1496,2
57,4,0.0310074995,20190815_MC1,sll1496,2
58,4,0.0304312331,20190815_MC1,sll1496,2
59,4,0.0285038886,20190815_MC1,sll1496,2
60,4,0.029706937,20190815_MC1,sll1496,2
61,4,0.0304730454,20190815_MC1,sll1496,2
62,4,0.0318188835,20190815_MC1,sll1496,2
63,4,0.0305288237,20190815_MC1,sll1496,2
64,4,0.0302823035,20190815_MC1,sll1496,2
65,4,0.0286386411,20190815_MC1,sll1496,2
66,4,0.026841014,20190815_MC1,sll1496,2
67,4,0.0255291321,20190815_MC1,sll1496,2
68,4,0.0265335366,20190815_MC1,sll1496,2
69,4,0.0253428115,20190815_MC1,sll1496,2
70,4,0.0250900368,20190815_MC1,sll1496,2
71,4,0.0246097867,20190815_MC1,sll1496,2
72,4,0.023548104,20190815_MC1,sll1496,2
73,4,0.0233430547,20190815_MC1,sll1496,2
74,4,0.0250643757,20190815_MC1,sll1496,2
75,4,0.0245803501,20190815_MC1,sll1496,2
76,4,0.0254816291,20190815_MC1,sll1496,2
77,4,0.0255548138,20190815_MC1,sll1496,2
78,4,0.0253745927,20190815_MC1,sll1496,2
79,4,0.0259730247,20190815_MC1,sll1496,2
80,4,0.0269178945,20190815_MC1,sll1496,2
81,4,0.0263996956,20190815_MC1,sll1496,2
82,4,0.0263043961,20190815_MC1,sll1496,2
83,4,0.0259271252,20190815_MC1,sll1496,2
84,4,0.0260024959,20190815_MC1,sll1496,2
85,4,0.0252326599,20190815_MC1,sll1496,2
86,4,0.0263202059,20190815_MC1,sll1496,2
87,4,0.0250145981,20190815_MC1,sll1496,2
88,4,0.0234278131,20190815_MC1,sll1496,2
89,4,0.0221329422,20190815_MC1,sll1496,2
90,4,0.0206518818,20190815_MC1,sll1496,2
91,4,0.0188029364,20190815_MC1,sll1496,2
92,4,0.0194214264,20190815_MC1,sll1496,2
93,4,0.0190607461,20190815_MC1,sll1496,2
94,4,0.0187179381,20190815_MC1,sll1496,2
95,4,0.0178838549,20190815_MC1,sll1496,2
0,5,0.0398468516,20190815_MC1,aroH,1
1,5,0.0468843008,20190815_MC1,aroH,1
2,5,0.0461827888,20190815_MC1,aroH,1
3,5,0.0486254479,20190815_MC1,aroH,1
4,5,0.043120925,20190815_MC1,aroH,1
5,5,0.0470625414,20190815_MC1,aroH,1
6,5,0.0437505341,20190815_MC1,aroH,1
7,5,0.0424176696,20190815_MC1,aroH,1
8,5,0.0401522626,20190815_MC1,aroH,1
9,5,0.0417019795,20190815_MC1,aroH,1
10,5,0.0419591813,20190815_MC1,aroH,1
11,5,0.0413457936,20190815_MC1,aroH,1
12,5,0.0443991462,20190815_MC1,aroH,1
13,5,0.0427229119,20190815_MC1,aroH,1
14,5,0.039525682,20190815_MC1,aroH,1
15,5,0.0346755468,20190815_MC1,aroH,1
16,5,0.0339928736,20190815_MC1,aroH,1
17,5,0.0322876775,20190815_MC1,aroH,1
18,5,0.0300855317,20190815_MC1,aroH,1
19,5,0.0322475513,20190815_MC1,aroH,1
20,5,0.0359914943,20190815_MC1,aroH,1
21,5,0.0357235016,20190815_MC1,aroH,1
22,5,0.0361385757,20190815_MC1,aroH,1
23,5,0.0366758851,20190815_MC1,aroH,1
24,5,0.035119298,20190815_MC1,aroH,1
25,5,0.034692371,20190815_MC1,aroH,1
26,5,0.0336266442,20190815_MC1,aroH,1
27,5,0.0318231148,20190815_MC1,aroH,1
28,5,0.033261307,20190815_MC1,aroH,1
29,5,0.0336267269,20190815_MC1,aroH,1
30,5,0.0342071177,20190815_MC1,aroH,1
31,5,0.0332681226,20190815_MC1,aroH,1
32,5,0.0328425161,20190815_MC1,aroH,1
33,5,0.0300393854,20190815_MC1,aroH,1
34,5,0.026937247,20190815_MC1,aroH,1
35,5,0.0272685966,20190815_MC1,aroH,1
36,5,0.0276491517,20190815_MC1,aroH,1
37,5,0.0273826893,20190815_MC1,aroH,1
38,5,0.0281695974,20190815_MC1,aroH,1
39,5,0.0287852953,20190815_MC1,aroH,1
40,5,0.0272604454,20190815_MC1,aroH,1
41,5,0.0282371369,20190815_MC1,aroH,1
42,5,0.0301357655,20190815_MC1,aroH,1
43,5,0.031814662,20190815_MC1,aroH,1
44,5,0.0326545089,20190815_MC1,aroH,1
45,5,0.0326283355,20190815_MC1,aroH,1
46,5,0.0331415597,20190815_MC1,aroH,1
47,5,0.0327011764,20190815_MC1,aroH,1
48,5,0.0336687367,20190815_MC1,aroH,1
49,5,0.0338626537,20190815_MC1,aroH,1
50,5,0.0334048551,20190815_MC1,aroH,1
51,5,0.0328355608,20190815_MC1,aroH,1
52,5,0.032557682,20190815_MC1,aroH,1
53,5,0.0317929015,20190815_MC1,aroH,1
54,5,0.0323069351,20190815_MC1,aroH,1
55,5,0.031161424,20190815_MC1,aroH,1
56,5,0.0283820352,20190815_MC1,aroH,1
57,5,0.0269710318,20190815_MC1,aroH,1
58,5,0.0268577279,20190815_MC1,aroH,1
59,5,0.0259510293,20190815_MC1,aroH,1
60,5,0.0256084367,20190815_MC1,aroH,1
61,5,0.0254005182,20190815_MC1,aroH,1
62,5,0.02433327,20190815_MC1,aroH,1
63,5,0.0236434732,20190815_MC1,aroH,1
64,5,0.0239216483,20190815_MC1,aroH,1
65,5,0.0243367575,20190815_MC1,aroH,1
66,5,0.0230397899,20190815_MC1,aroH,1
67,5,0.0231803788,20190815_MC1,aroH,1
68,5,0.0234897544,20190815_MC1,aroH,1
69,5,0.024443556,20190815_MC1,aroH,1
70,5,0.0254402649,20190815_MC1,aroH,1
71,5,0.0271739518,20190815_MC1,aroH,1
72,5,0.0278669167,20190815_MC1,aroH,1
73,5,0.0286785222,20190815_MC1,aroH,1
74,5,0.0275375918,20190815_MC1,aroH,1
75,5,0.0274182301,20190815_MC1,aroH,1
76,5,0.027688386,20190815_MC1,aroH,1
77,5,0.0270417928,20190815_MC1,aroH,1
78,5,0.0261833424,20190815_MC1,aroH,1
79,5,0.025575978,20190815_MC1,aroH,1
80,5,0.0238139233,20190815_MC1,aroH,1
81,5,0.0223814206,20190815_MC1,aroH,1
82,5,0.0221670908,20190815_MC1,aroH,1
83,5,0.0219040664,20190815_MC1,aroH,1
84,5,0.0209585972,20190815_MC1,aroH,1
85,5,0.019889807,20190815_MC1,aroH,1
86,5,0.0193226141,20190815_MC1,aroH,1
87,5,0.0181075376,20190815_MC1,aroH,1
88,5,0.0184861995,20190815_MC1,aroH,1
89,5,0.0181392593,20190815_MC1,aroH,1
90,5,0.0173508676,20190815_MC1,aroH,1
91,5,0.0166061608,20190815_MC1,aroH,1
92,5,0.0163191005,20190815_MC1,aroH,1
93,5,0.0162039027,20190815_MC1,aroH,1
94,5,0.01784909,20190815_MC1,aroH,1
95,5,0.018057615,20190815_MC1,aroH,1
0,6,0.0288949794,20190815_MC1,aroH,2
1,6,0.0730833781,20190815_MC1,aroH,2
2,6,0.0725581657,20190815_MC1,aroH,2
3,6,0.0675644435,20190815_MC1,aroH,2
4,6,0.0682892032,20190815_MC1,aroH,2
5,6,0.0655085906,20190815_MC1,aroH,2
6,6,0.06649619,20190815_MC1,aroH,2
7,6,0.0659770005,20190815_MC1,aroH,2
8,6,0.0665935828,20190815_MC1,aroH,2
9,6,0.0656711278,20190815_MC1,aroH,2
10,6,0.0595832909,20190815_MC1,aroH,2
11,6,0.0546225447,20190815_MC1,aroH,2
12,6,0.0498969809,20190815_MC1,aroH,2
13,6,0.0520204209,20190815_MC1,aroH,2
14,6,0.0486705882,20190815_MC1,aroH,2
15,6,0.0558242728,20190815_MC1,aroH,2
16,6,0.0578397435,20190815_MC1,aroH,2
17,6,0.0497577871,20190815_MC1,aroH,2
18,6,0.0440838186,20190815_MC1,aroH,2
19,6,0.0405750571,20190815_MC1,aroH,2
20,6,0.0361066428,20190815_MC1,aroH,2
21,6,0.0392367633,20190815_MC1,aroH,2
22,6,0.0442106149,20190815_MC1,aroH,2
23,6,0.0455561002,20190815_MC1,aroH,2
24,6,0.0464213735,20190815_MC1,aroH,2
25,6,0.0446419202,20190815_MC1,aroH,2
26,6,0.0424269278,20190815_MC1,aroH,2
27,6,0.0411256749,20190815_MC1,aroH,2
28,6,0.0384731059,20190815_MC1,aroH,2
29,6,0.038610686,20190815_MC1,aroH,2
30,6,0.0379200723,20190815_MC1,aroH,2
31,6,0.0392197056,20190815_MC1,aroH,2
32,6,0.0406758238,20190815_MC1,aroH,2
33,6,0.0404727744,20190815_MC1,aroH,2
34,6,0.0363024082,20190815_MC1,aroH,2
35,6,0.0346677818,20190815_MC1,aroH,2
36,6,0.0320945842,20190815_MC1,aroH,2
37,6,0.0298137746,20190815_MC1,aroH,2
38,6,0.0327225484,20190815_MC1,aroH,2
39,6,0.0333786438,20190815_MC1,aroH,2
40,6,0.0312945422,20190815_MC1,aroH,2
41,6,0.0318150165,20190815_MC1,aroH,2
42,6,0.0332619451,20190815_MC1,aroH,2
43,6,0.033662131,20190815_MC1,aroH,2
44,6,0.0379597059,20190815_MC1,aroH,2
45,6,0.0386252209,20190815_MC1,aroH,2
46,6,0.037416847,20190815_MC1,aroH,2
47,6,0.0360785256,20190815_MC1,aroH,2
48,6,0.0347810421,20190815_MC1,aroH,2
49,6,0.0341445716,20190815_MC1,aroH,2
50,6,0.037011489,20190815_MC1,aroH,2
51,6,0.0387993081,20190815_MC1,aroH,2
52,6,0.0386811051,20190815_MC1,aroH,2
53,6,0.0374386233,20190815_MC1,aroH,2
54,6,0.0348123271,20190815_MC1,aroH,2
55,6,0.0330387154,20190815_MC1,aroH,2
56,6,0.0319858782,20190815_MC1,aroH,2
57,6,0.0325720287,20190815_MC1,aroH,2
58,6,0.0314873918,20190815_MC1,aroH,2
59,6,0.0294606081,20190815_MC1,aroH,2
60,6,0.0277718677,20190815_MC1,aroH,2
61,6,0.0269402711,20190815_MC1,aroH,2
62,6,0.0265091086,20190815_MC1,aroH,2
63,6,0.0258105405,20190815_MC1,aroH,2
64,6,0.0255763541,20190815_MC1,aroH,2
65,6,0.0254505312,20190815_MC1,aroH,2
66,6,0.024725278,20190815_MC1,aroH,2
67,6,0.0244000402,20190815_MC1,aroH,2
68,6,0.0251461167,20190815_MC1,aroH,2
69,6,0.0265904088,20190815_MC1,aroH,2
70,6,0.0281318486,20190815_MC1,aroH,2
71,6,0.0294631575,20190815_MC1,aroH,2
72,6,0.0295657043,20190815_MC1,aroH,2
