sgRNA	readcount	timepoint	induction	sample
Entry1893_37	2	30d	i	2
slr7032_163	3	30d	i	2
slr6025_25	6	30d	i	2
slr1982_61	552	30d	i	2
Entry228_41	299	30d	i	2
slr0588_109	73	30d	i	2
Entry1896_23	25	30d	i	2
sll0602_19	33	30d	i	2
Entry328_22	441	30d	i	2
pobA_130	2	30d	i	2
Entry534_52	270	30d	i	2
sll1392_34	584	30d	i	2
ssr2317_27	67	30d	i	2
sll1089_55	137	30d	i	2
slr2122_91	82	30d	i	2
Entry1787_37	10	30d	i	2
slr1974_19	2	30d	i	2
Entry683_52	160	30d	i	2
sll0397_16	222	30d	i	2
Entry683_55	3	30d	i	2
Entry1814_16	174	30d	i	2
Entry1222_56	12	30d	i	2
sll1659_13	141	30d	i	2
Entry1587_30	58	30d	i	2
Entry1060_40	15	30d	i	2
slr0115_52	15	30d	i	2
slr1196_6	7	30d	i	2
slr2141_67	31	30d	i	2
Entry191_32	210	30d	i	2
sll0677_451	111	30d	i	2
sll0641_19	1014	30d	i	2
sll0254_12	1	30d	i	2
Entry1860_35	174	30d	i	2
sll0360_87	215	30d	i	2
Entry132_62	142	30d	i	2
slr1260_49	369	30d	i	2
mutM_3	38	30d	i	2
Entry445_0	57	30d	i	2
Entry1245_63	23	30d	i	2
ctaE2_33	494	30d	i	2
Entry1298_15	2	30d	i	2
Entry742_100	16	30d	i	2
mfd_94	212	30d	i	2
slr1690_63	88	30d	i	2
slr0711_19	229	30d	i	2
slr0086_28	200	30d	i	2
ssl1807_41	1	30d	i	2
sll0436_37	602	30d	i	2
xthA_58	8	30d	i	2
cysE_48	2	30d	i	2
slr0556_7	3	30d	i	2
sll0540_135	8	30d	i	2
gltA_41	3	30d	i	2
cmpA_40	52	30d	i	2
Entry1296_8	247	30d	i	2
Entry1053_38	162	30d	i	2
ssl5108_70	168	30d	i	2
ndhF_24	56	30d	i	2
slr1998_36	152	30d	i	2
Entry797_21	357	30d	i	2
slr2070_11	95	30d	i	2
slr5037_64	144	30d	i	2
sll1233_48	158	30d	i	2
ssr6048_105	1	30d	i	2
Entry295_28	110	30d	i	2
sll0800_109	217	30d	i	2
ssr6046_62	792	30d	i	2
sll1663_10	238	30d	i	2
secA_24	1	30d	i	2
Entry1280_55	626	30d	i	2
Entry1971_24	109	30d	i	2
sll1254_55	21	30d	i	2
Entry2117_123	4	30d	i	2
Entry404_32	72	30d	i	2
apt_45	4	30d	i	2
ssr2227_46	7	30d	i	2
gltS_111	9	30d	i	2
Entry1916_30	636	30d	i	2
slr0121_24	59	30d	i	2
sll1305_25	5	30d	i	2
Entry207_76	3	30d	i	2
Entry1472_41	143	30d	i	2
sll0729_10	50	30d	i	2
Entry102_3	158	30d	i	2
Entry1719_45	128	30d	i	2
slr1851_91	195	30d	i	2
sll1784_73	279	30d	i	2
Entry1032_1	2	30d	i	2
slr0795_17	13	30d	i	2
Entry247_8	123	30d	i	2
Entry1146_45	190	30d	i	2
slr0193_31	15	30d	i	2
sll1267_80	220	30d	i	2
Entry333_59	20	30d	i	2
slr1544_19	85	30d	i	2
sll0219_25	144	30d	i	2
slr1880_83	52	30d	i	2
me_21	1	30d	i	2
slr6100_22	102	30d	i	2
slr2000_108	180	30d	i	2
Entry414_65	352	30d	i	2
slr0914_256	62	30d	i	2
Entry1140_45	12	30d	i	2
shc_10	5	30d	i	2
slr0361_43	4	30d	i	2
sll1159_29	4	30d	i	2
opcA_47	144	30d	i	2
slr0810_37	119	30d	i	2
Entry772_77	112	30d	i	2
sll0546_15	85	30d	i	2
sll7067_91	182	30d	i	2
sll1717_277	297	30d	i	2
sll0272_13	189	30d	i	2
Entry1468_44	261	30d	i	2
slr1917_7	2	30d	i	2
Entry588_42	185	30d	i	2
slr0935_34	20	30d	i	2
slr0596_6	119	30d	i	2
sll0585_3	1	30d	i	2
rfbP_18	5	30d	i	2
Entry2025_91	338	30d	i	2
Entry585_10	65	30d	i	2
slr0496_9	157	30d	i	2
Entry1854_27	5	30d	i	2
sll1163_23	127	30d	i	2
ftsH_35	4	30d	i	2
slr2079_24	720	30d	i	2
slr1275_108	4	30d	i	2
merA_36	26	30d	i	2
Entry953_30	224	30d	i	2
slr1034_39	3	30d	i	2
Entry242_3	3	30d	i	2
sll0321_91	21	30d	i	2
Entry2_22	12	30d	i	2
Entry747_45	74	30d	i	2
ntcA_16	20	30d	i	2
cad_27	122	30d	i	2
sll0494_111	351	30d	i	2
rnc_32	139	30d	i	2
Entry2042_58	314	30d	i	2
cyaA2_58	4	30d	i	2
sll8001_47	20	30d	i	2
sll0274_70	144	30d	i	2
slr0822_25	435	30d	i	2
katG_12	48	30d	i	2
Entry91_45	73	30d	i	2
spoIID_71	96	30d	i	2
sll0141_14	737	30d	i	2
slr2117_184	95	30d	i	2
phy_26	100	30d	i	2
slr0379_26	1	30d	i	2
Entry34_1	17	30d	i	2
slr1417_25	24	30d	i	2
sll1979_10	232	30d	i	2
sll5044_93	29	30d	i	2
fhuA_28	477	30d	i	2
slr0808_55	5	30d	i	2
Entry1589_67	46	30d	i	2
sll0761_16	91	30d	i	2
desA_27	261	30d	i	2
Entry1778_58	109	30d	i	2
Entry2063_41	99	30d	i	2
slr0954_17	172	30d	i	2
slr0491_8	36	30d	i	2
slr1306_71	2	30d	i	2
sll1725_5	16	30d	i	2
Entry1377_32	153	30d	i	2
Entry600_31	185	30d	i	2
gdhA_25	80	30d	i	2
ssl2874_61	4	30d	i	2
Entry399_86	67	30d	i	2
Entry1389_47	480	30d	i	2
slr0249_109	159	30d	i	2
sll0743_19	2	30d	i	2
ssl1498_78	111	30d	i	2
ssl0353_93	345	30d	i	2
amt2_19	399	30d	i	2
Entry1024_75	98	30d	i	2
slr0263_156	26	30d	i	2
slr1814_287	239	30d	i	2
Entry1423_22	228	30d	i	2
Entry1528_87	3	30d	i	2
sll0572_138	11	30d	i	2
Entry959_1	146	30d	i	2
slr6072_204	157	30d	i	2
Entry1342_57	310	30d	i	2
sll1239_4	150	30d	i	2
Entry1383_6	301	30d	i	2
slr2010_62	79	30d	i	2
Entry638_53	6	30d	i	2
slr6038_104	550	30d	i	2
sll1773_11	149	30d	i	2
llaI.2_63	6	30d	i	2
sll1474_48	81	30d	i	2
divK_47	6	30d	i	2
dnaE2_17	119	30d	i	2
sll0260_85	2	30d	i	2
Entry550_33	1	30d	i	2
murD_3	1	30d	i	2
Entry18_29	5	30d	i	2
hofG2_40	9	30d	i	2
sll0295_30	4	30d	i	2
Entry1706_71	9	30d	i	2
slr0959_80	2	30d	i	2
sll5048_89	34	30d	i	2
slr6064_175	693	30d	i	2
sll0783_18	10	30d	i	2
slr0787_133	216	30d	i	2
mfd_9	528	30d	i	2
slr6067_59	613	30d	i	2
slr0977_94	839	30d	i	2
Entry1028_38	213	30d	i	2
slr1183_235	81	30d	i	2
sll1532_18	168	30d	i	2
slr1444_101	128	30d	i	2
sll0847_40	396	30d	i	2
psbL_30	5	30d	i	2
Entry110_14	4	30d	i	2
slr0224_97	4	30d	i	2
slr1968_97	121	30d	i	2
Entry1427_52	28	30d	i	2
sll0034_22	154	30d	i	2
htrA_97	9	30d	i	2
slr6040_435	4	30d	i	2
ssl1277_134	7	30d	i	2
cbiH_51	6	30d	i	2
Entry70_43	171	30d	i	2
sll7090_53	3	30d	i	2
slr0880_22	169	30d	i	2
sll0808_326	39	30d	i	2
natB_46	268	30d	i	2
murZ_62	6	30d	i	2
slr0337_41	159	30d	i	2
Entry59_37	97	30d	i	2
slr5016_53	4	30d	i	2
amiC_100	849	30d	i	2
Entry967_41	6	30d	i	2
ubiX_52	3	30d	i	2
ssr5011_24	3	30d	i	2
slr0765_104	204	30d	i	2
Entry548_54	2	30d	i	2
slr1043_88	18	30d	i	2
ndhG_181	3	30d	i	2
Entry898_65	3	30d	i	2
Entry976_33	80	30d	i	2
slr1920_54	71	30d	i	2
sll0877_40	342	30d	i	2
sll5083_29	180	30d	i	2
Entry2071_35	290	30d	i	2
ycf40_23	62	30d	i	2
Entry1482_8	347	30d	i	2
sll1985_240	26	30d	i	2
slr7012_39	200	30d	i	2
Entry681_36	1	30d	i	2
Entry284_12	472	30d	i	2
slr1918_38	171	30d	i	2
Entry934_38	5	30d	i	2
sll0871_47	12	30d	i	2
slr0269_16	27	30d	i	2
Entry1754_61	18	30d	i	2
ssl5065_54	148	30d	i	2
carB_10	1	30d	i	2
cobA_10	210	30d	i	2
slr2062_30	1232	30d	i	2
ssl0750_20	110	30d	i	2
slr1449_61	132	30d	i	2
ssr3341_98	122	30d	i	2
pgk_25	647	30d	i	2
Entry730_53	212	30d	i	2
Entry1203_12	175	30d	i	2
Entry1103_37	1	30d	i	2
sll5060_70	749	30d	i	2
sll1912_11	4	30d	i	2
slr6081_40	212	30d	i	2
sll0546_4	712	30d	i	2
Entry776_62	181	30d	i	2
Entry639_53	265	30d	i	2
Entry639_52	223	30d	i	2
Entry1708_56	14	30d	i	2
slr1919_21	76	30d	i	2
slr0354_37	4	30d	i	2
ssl1045_91	139	30d	i	2
sll0040_75	4	30d	i	2
Entry479_21	103	30d	i	2
fecE_34	292	30d	i	2
slr2034_3	6	30d	i	2
Entry308_29	15	30d	i	2
slr0273_3	95	30d	i	2
Entry389_80	239	30d	i	2
sll0798_22	8	30d	i	2
Entry288_7	1	30d	i	2
hemB_18	2	30d	i	2
slr0888_5	147	30d	i	2
Entry652_30	170	30d	i	2
pys_21	2	30d	i	2
Entry1364_5	7	30d	i	2
Entry1530_62	168	30d	i	2
sll0857_107	99	30d	i	2
slr1069_199	78	30d	i	2
sll1352_94	212	30d	i	2
nplT_3	164	30d	i	2
Entry1496_127	415	30d	i	2
apcD_44	267	30d	i	2
ssr3000_55	58	30d	i	2
sll7056_52	231	30d	i	2
Entry144_39	7	30d	i	2
Entry75_6	144	30d	i	2
adk_23	181	30d	i	2
sll7106_50	171	30d	i	2
slr1627_7	210	30d	i	2
shc_22	93	30d	i	2
sll1228_10	135	30d	i	2
slr0719_3	17	30d	i	2
ctaD_36	507	30d	i	2
Entry972_32	127	30d	i	2
Entry1057_23	313	30d	i	2
Entry831_30	480	30d	i	2
sll1163_6	373	30d	i	2
ppk_5	146	30d	i	2
sll1131_38	43	30d	i	2
sll1247_64	174	30d	i	2
ssl2789_102	5	30d	i	2
slr0977_65	4	30d	i	2
Entry557_99	96	30d	i	2
Entry1992_50	4	30d	i	2
clpB_107	49	30d	i	2
slr0941_77	288	30d	i	2
slr5078_34	40	30d	i	2
ctaE_65	196	30d	i	2
ppx_17	6	30d	i	2
sll1770_8	119	30d	i	2
ssl2982_29	68	30d	i	2
sll0863_36	368	30d	i	2
Entry739_68	272	30d	i	2
Entry492_10	13	30d	i	2
Entry318_67	110	30d	i	2
sll0147_26	16	30d	i	2
SyR8_50	1278	30d	i	2
Entry1742_71	228	30d	i	2
Entry2025_106	298	30d	i	2
Entry1641_32	91	30d	i	2
slr0865_41	176	30d	i	2
ama2_51	92	30d	i	2
Entry558_21	172	30d	i	2
sll0932_52	58	30d	i	2
sll0350_3	2	30d	i	2
Entry373_70	5	30d	i	2
Entry1738_58	1	30d	i	2
dnaX and dnaZ_20	2	30d	i	2
argC_100	1	30d	i	2
Entry34_4	5	30d	i	2
sll1997_48	81	30d	i	2
sll2009_132	175	30d	i	2
sll1011_37	148	30d	i	2
Entry913_44	320	30d	i	2
Entry278_45	9	30d	i	2
slr7032_187	313	30d	i	2
slr1576_34	2	30d	i	2
slr0458_52	105	30d	i	2
slr0942_38	56	30d	i	2
trmD_45	13	30d	i	2
Entry1239_29	13	30d	i	2
sll0993_50	217	30d	i	2
psbC_97	6	30d	i	2
sll1895_27	141	30d	i	2
Entry1865_65	436	30d	i	2
Entry1546_85	218	30d	i	2
slr0580_113	21	30d	i	2
Entry647_70	2	30d	i	2
purH_74	10	30d	i	2
Entry910_31	12	30d	i	2
sll1654_24	35	30d	i	2
sll1091_38	43	30d	i	2
amt2_73	7	30d	i	2
sqdB_144	13	30d	i	2
Entry1222_75	100	30d	i	2
sll0397_31	4	30d	i	2
Entry355_3	88	30d	i	2
Entry519_42	138	30d	i	2
trpE_57	3	30d	i	2
Entry757_50	212	30d	i	2
ssl2823_124	88	30d	i	2
slr1856_64	1	30d	i	2
sll1390_11	158	30d	i	2
sll0245_47	111	30d	i	2
sll1736_13	98	30d	i	2
sll1222_18	281	30d	i	2
htrA_20	220	30d	i	2
ssl1911_59	278	30d	i	2
slr0697_20	277	30d	i	2
ndhF_43	16	30d	i	2
slr0587_25	105	30d	i	2
ssr2333_62	398	30d	i	2
slr1094_109	164	30d	i	2
accB_46	1	30d	i	2
phr2_24	340	30d	i	2
exbB2_7	142	30d	i	2
speA2_74	114	30d	i	2
Entry1246_114	23	30d	i	2
slr1032_7	498	30d	i	2
slr0613_25	13	30d	i	2
slr1966_26	91	30d	i	2
sll0658_93	11	30d	i	2
sll0296_12	135	30d	i	2
Entry268_41	35	30d	i	2
upp_130	280	30d	i	2
slr1852_51	9	30d	i	2
Entry10_21	6	30d	i	2
Entry203_19	589	30d	i	2
sll0739_18	220	30d	i	2
pknA3_27	14	30d	i	2
ssl6077_111	350	30d	i	2
slr0937_127	3	30d	i	2
ssl5108_14	150	30d	i	2
ssl5099_217	91	30d	i	2
sll0763_65	6	30d	i	2
slr0197_102	3	30d	i	2
Entry554_24	53	30d	i	2
ssl1533_8	158	30d	i	2
slr0193_4	12	30d	i	2
slr0889_29	12	30d	i	2
hemH_39	2	30d	i	2
trpS_40	5	30d	i	2
Entry1916_19	10	30d	i	2
sll1515_14	229	30d	i	2
slr0643_58	146	30d	i	2
slr1934_46	9	30d	i	2
Entry688_64	459	30d	i	2
sll0997_16	148	30d	i	2
sll0914_62	66	30d	i	2
murE_64	4	30d	i	2
rpoF_4	410	30d	i	2
Entry173_9	322	30d	i	2
sll7031_4	63	30d	i	2
glgA_19	11	30d	i	2
sll5079_21	136	30d	i	2
slr0404_115	7	30d	i	2
Entry1513_63	151	30d	i	2
Entry664_101	267	30d	i	2
psaK2_139	5	30d	i	2
Entry1123_6	86	30d	i	2
prfB_55	33	30d	i	2
slr1888_3	190	30d	i	2
Entry1820_5	9	30d	i	2
slr1610_36	4	30d	i	2
Entry1231_19	16	30d	i	2
sll0995_17	36	30d	i	2
sll1094_75	126	30d	i	2
menB_81	77	30d	i	2
Entry1785_14	7	30d	i	2
sll1080_33	2	30d	i	2
sll1132_217	9	30d	i	2
slr1841_22	5	30d	i	2
slr0091_115	214	30d	i	2
stpA_52	75	30d	i	2
lap_24	40	30d	i	2
Entry822_3	87	30d	i	2
ssl7039_25	7	30d	i	2
sll1436_97	125	30d	i	2
lexA_6	8	30d	i	2
ssr2318_11	3	30d	i	2
rimI_58	177	30d	i	2
amiA_24	144	30d	i	2
Entry1219_41	2	30d	i	2
Entry1573_23	380	30d	i	2
sll1571_19	144	30d	i	2
Entry134_44	235	30d	i	2
argH_159	10	30d	i	2
ndhF4_62	24	30d	i	2
slr1210_100	131	30d	i	2
sll1530_47	94	30d	i	2
Entry1879_50	148	30d	i	2
ssr0536_11	11	30d	i	2
slr1829_19	582	30d	i	2
Entry1570_38	461	30d	i	2
Entry339_23	241	30d	i	2
pknA_16	43	30d	i	2
Entry592_31	1	30d	i	2
Entry342_52	15	30d	i	2
ssr3122_45	668	30d	i	2
slr1357_134	3761	30d	i	2
rnc_17	6	30d	i	2
slr2100_55	224	30d	i	2
merA_53	366	30d	i	2
Entry1378_31	1	30d	i	2
ssl7019_65	193	30d	i	2
Entry586_25	168	30d	i	2
slr6007_21	1056	30d	i	2
ssl1378_39	504	30d	i	2
Entry297_8	172	30d	i	2
aroB_7	8	30d	i	2
slr2127_46	179	30d	i	2
sll1495_49	100	30d	i	2
sll1293_54	5	30d	i	2
nrtD3_7	179	30d	i	2
slr0397_10	12	30d	i	2
slr2120_115	330	30d	i	2
slr0459_15	141	30d	i	2
sll5002_212	545	30d	i	2
sll0048_40	188	30d	i	2
Entry327_87	9	30d	i	2
Entry471_56	128	30d	i	2
slr1529_28	721	30d	i	2
gst1_47	192	30d	i	2
slr6001_66	135	30d	i	2
sll1464_25	165	30d	i	2
hisD_63	5	30d	i	2
Entry1447_23	190	30d	i	2
Entry1092_82	442	30d	i	2
rfbU_194	163	30d	i	2
slr0510_24	265	30d	i	2
Entry1601_3	1	30d	i	2
Entry1613_5	168	30d	i	2
sll7066_19	190	30d	i	2
slr0402_3	283	30d	i	2
ssr3532_21	2	30d	i	2
slr1547_49	302	30d	i	2
Entry938_45	54	30d	i	2
slr0812_15	1	30d	i	2
Entry413_53	186	30d	i	2
slr0730_4	77	30d	i	2
mrcB_7	24	30d	i	2
slr0640_10	204	30d	i	2
ycf38_21	13	30d	i	2
Entry1043_61	384	30d	i	2
Entry1329_67	483	30d	i	2
Entry1709_74	8	30d	i	2
Entry1709_77	5	30d	i	2
Entry707_52	321	30d	i	2
Entry1191_49	129	30d	i	2
slr2060_7	32	30d	i	2
ssl0426_78	94	30d	i	2
sll0614_58	183	30d	i	2
sll0185_53	58	30d	i	2
sll1521_29	5	30d	i	2
glnN_13	102	30d	i	2
Entry352_72	8	30d	i	2
Entry1924_56	200	30d	i	2
Entry955_51	484	30d	i	2
slr2112_134	3761	30d	i	2
ssr1258_66	50	30d	i	2
Entry383_84	7	30d	i	2
sll0666_313	29	30d	i	2
sll0069_55	9	30d	i	2
divK_62	5	30d	i	2
ssr6089_154	256	30d	i	2
Entry260_73	396	30d	i	2
slr0347_4	544	30d	i	2
vapC_79	3	30d	i	2
sll0910_451	89	30d	i	2
sll1474_63	1010	30d	i	2
Entry1190_53	145	30d	i	2
slr1441_59	3	30d	i	2
ggt_88	304	30d	i	2
Entry2100_64	29	30d	i	2
sll0063_36	5	30d	i	2
slr2092_69	215	30d	i	2
moaE_44	68	30d	i	2
Entry1874_23	159	30d	i	2
sll1466_67	514	30d	i	2
sll0664_30	50	30d	i	2
slr1597_4	7	30d	i	2
ftsY_57	16	30d	i	2
fabG2_83	188	30d	i	2
Entry1199_68	11	30d	i	2
hofG2_67	12	30d	i	2
sll0423_7	6	30d	i	2
bvdR_27	5	30d	i	2
Entry1199_61	7	30d	i	2
gspE_29	3	30d	i	2
Entry865_37	629	30d	i	2
ssr3410_78	276	30d	i	2
slr5085_115	2	30d	i	2
Entry2031_32	3	30d	i	2
Entry71_31	387	30d	i	2
Entry1876_67	625	30d	i	2
slr1851_131	176	30d	i	2
Entry261_27	1	30d	i	2
Entry2074_41	374	30d	i	2
Entry577_25	502	30d	i	2
aspS_55	8	30d	i	2
sll0200_97	125	30d	i	2
cbiA_43	2	30d	i	2
Entry888_54	211	30d	i	2
Entry888_52	126	30d	i	2
sll1200_46	11	30d	i	2
slr1437_23	162	30d	i	2
sll7034_46	3	30d	i	2
fecC_54	1	30d	i	2
sll1906_4	341	30d	i	2
folC_37	27	30d	i	2
sll0811_172	7	30d	i	2
sll0811_171	274	30d	i	2
sll0508_3	192	30d	i	2
Entry1427_36	146	30d	i	2
slr0880_47	120	30d	i	2
slr0305_121	113	30d	i	2
Entry1411_22	284	30d	i	2
ssl2559_136	117	30d	i	2
Entry872_154	9	30d	i	2
Entry293_36	220	30d	i	2
sll1611_48	200	30d	i	2
arcC_9	9	30d	i	2
Entry1367_50	326	30d	i	2
Entry385_82	226	30d	i	2
sll1486_23	8	30d	i	2
clpP2_3	4	30d	i	2
sll1005_23	41	30d	i	2
Entry1080_5	4	30d	i	2
Entry101_162	243	30d	i	2
rps2_53	7	30d	i	2
sll0071_56	10	30d	i	2
carA_21	23	30d	i	2
sll0910_143	124	30d	i	2
slr0067_47	4	30d	i	2
glgB_4	361	30d	i	2
Entry728_0	545	30d	i	2
sll1003_63	14	30d	i	2
Entry1065_166	7	30d	i	2
zntC_70	11	30d	i	2
accC_81	11	30d	i	2
slr0064_16	610	30d	i	2
ssl3692_21	4	30d	i	2
gst_37	180	30d	i	2
purT_76	236	30d	i	2
Entry1001_20	10	30d	i	2
ssl8005_113	175	30d	i	2
sll1785_190	8	30d	i	2
tig_24	55	30d	i	2
rfbE_30	7	30d	i	2
slr2008_143	231	30d	i	2
fraH_43	14	30d	i	2
Entry1825_36	160	30d	i	2
slr2005_46	58	30d	i	2
slr0082_5	195	30d	i	2
sll1897_52	209	30d	i	2
sll1630_46	221	30d	i	2
Entry475_169	183	30d	i	2
Entry1323_7	9	30d	i	2
lytB_10	123	30d	i	2
slr0269_37	240	30d	i	2
Entry1805_0	2	30d	i	2
priA_44	252	30d	i	2
Entry1754_40	1	30d	i	2
slr5105_288	347	30d	i	2
rpl1_68	3	30d	i	2
bfr_137	6	30d	i	2
Entry1278_59	16	30d	i	2
slr1942_8	334	30d	i	2
nrtC_148	6	30d	i	2
sll7086_3	8	30d	i	2
slr1588_58	47	30d	i	2
Entry760_5	29	30d	i	2
slr1552_29	62	30d	i	2
slr1932_10	4	30d	i	2
sll0481_41	5	30d	i	2
fur2_28	25	30d	i	2
Entry1672_34	138	30d	i	2
sll1263_4	9	30d	i	2
Entry768_29	9	30d	i	2
Entry712_33	1	30d	i	2
sll1722_89	3	30d	i	2
slr0533_22	3	30d	i	2
slr0872_48	3	30d	i	2
Entry1201_32	456	30d	i	2
sll1946_49	170	30d	i	2
fecE_18	324	30d	i	2
sll0447_46	415	30d	i	2
Entry1279_41	178	30d	i	2
slr1901_27	204	30d	i	2
Entry2014_62	291	30d	i	2
Entry489_2	2	30d	i	2
slr0637_16	7	30d	i	2
slr0252_61	69	30d	i	2
Entry1473_2	142	30d	i	2
efp_74	149	30d	i	2
rfbM_27	6	30d	i	2
slr6005_175	693	30d	i	2
sll1938_18	164	30d	i	2
Entry758_128	188	30d	i	2
Entry560_15	1	30d	i	2
Entry1499_26	200	30d	i	2
sll1691_31	12	30d	i	2
slr7008_48	81	30d	i	2
sll1510_81	467	30d	i	2
sll0400_43	12	30d	i	2
ctaD_10	4	30d	i	2
Entry1953_37	10	30d	i	2
sll1858_40	44	30d	i	2
ycf10_26	13	30d	i	2
Entry834_27	122	30d	i	2
Entry478_16	1022	30d	i	2
smtB_10	202	30d	i	2
ssr5019_106	17	30d	i	2
sll1885_76	9	30d	i	2
slr0338_59	12	30d	i	2
Entry1434_82	499	30d	i	2
slr7073_50	172	30d	i	2
Entry848_77	3	30d	i	2
rfbF_19	13	30d	i	2
Entry1996_53	1	30d	i	2
Entry1403_56	238	30d	i	2
Entry567_58	358	30d	i	2
slr0890_36	138	30d	i	2
sll0039_28	119	30d	i	2
slr5078_15	2	30d	i	2
talB_49	452	30d	i	2
slr0236_25	37	30d	i	2
lacG_46	435	30d	i	2
Entry1102_54	195	30d	i	2
Entry739_42	6	30d	i	2
Entry1426_12	100	30d	i	2
sll7055_26	17	30d	i	2
Entry102_42	8	30d	i	2
Entry1214_53	7	30d	i	2
eno_68	42	30d	i	2
Entry1742_54	153	30d	i	2
Entry1003_57	265	30d	i	2
sll1526_66	139	30d	i	2
slr0865_26	208	30d	i	2
slr0942_63	110	30d	i	2
Entry341_1	98	30d	i	2
slr1299_53	539	30d	i	2
sll1997_63	213	30d	i	2
Entry1681_37	125	30d	i	2
sll0205_82	185	30d	i	2
dnaE_25	1	30d	i	2
Entry669_1	7	30d	i	2
slr1119_50	10	30d	i	2
purD_66	8	30d	i	2
sll0318_5	18	30d	i	2
Entry111_31	10	30d	i	2
Entry799_27	140	30d	i	2
ssl2148_12	149	30d	i	2
petB_67	1	30d	i	2
truB_27	5	30d	i	2
slr0580_139	12	30d	i	2
Entry1563_0	129	30d	i	2
bvdR_136	5	30d	i	2
sll1541_12	425	30d	i	2
sll0827_9	47	30d	i	2
sll0867_51	4	30d	i	2
sll0608_40	269	30d	i	2
slr0145_72	12	30d	i	2
sll0699_134	3761	30d	i	2
sll1866_63	16	30d	i	2
ssr6027_11	11	30d	i	2
sll0066_26	82	30d	i	2
proB_53	287	30d	i	2
Entry2105_5	157	30d	i	2
slr1166_24	194	30d	i	2
rps7_109	1	30d	i	2
Entry842_38	139	30d	i	2
sll6076_52	461	30d	i	2
slr0143_61	10	30d	i	2
ssl1263_47	343	30d	i	2
Entry1966_35	468	30d	i	2
Entry510_49	47	30d	i	2
Entry2033_40	241	30d	i	2
sll6055_62	163	30d	i	2
ssl1911_38	142	30d	i	2
slr5054_83	82	30d	i	2
slr0479_19	249	30d	i	2
Entry2077_3	723	30d	i	2
Entry1055_39	264	30d	i	2
slr1438_106	973	30d	i	2
slr1440_85	3	30d	i	2
Entry1849_41	575	30d	i	2
Entry1702_53	1	30d	i	2
Entry1127_19	3	30d	i	2
sll0217_21	235	30d	i	2
sll0477_52	2	30d	i	2
sll8049_29	279	30d	i	2
Entry1846_75	9	30d	i	2
ruvA_20	42	30d	i	2
Entry1061_116	207	30d	i	2
cmpA_89	423	30d	i	2
slr0421_108	209	30d	i	2
rps12_81	22	30d	i	2
sll1397_134	3761	30d	i	2
slr0285_102	73	30d	i	2
gltB2_4	10	30d	i	2
Entry2036_39	41	30d	i	2
Entry1770_51	296	30d	i	2
sll1503_13	136	30d	i	2
lpxC_32	10	30d	i	2
ssr6024_16	19	30d	i	2
slr2073_97	263	30d	i	2
trpA_60	9	30d	i	2
phdD_85	12	30d	i	2
Entry2053_47	355	30d	i	2
slr1820_86	183	30d	i	2
Entry1175_37	133	30d	i	2
sll1429_15	276	30d	i	2
slr0449_12	88	30d	i	2
slr0643_70	190	30d	i	2
Entry989_90	291	30d	i	2
Entry122_6	190	30d	i	2
sll1687_155	127	30d	i	2
Entry344_71	1	30d	i	2
cad_8	147	30d	i	2
Entry1870_1	170	30d	i	2
glgA_31	246	30d	i	2
slr1610_17	28	30d	i	2
slr6015_125	72	30d	i	2
Entry55_19	182	30d	i	2
slr0120_7	137	30d	i	2
sll0172_64	565	30d	i	2
Entry1030_29	7	30d	i	2
sll5034_85	1	30d	i	2
Entry1457_8	5	30d	i	2
slr0594_31	8	30d	i	2
hemH_77	30	30d	i	2
TU1565 nsiR5_56	78	30d	i	2
sll1768_18	166	30d	i	2
slr0016_233	124	30d	i	2
tpi_81	230	30d	i	2
psbA2_460	140	30d	i	2
slr0078_48	137	30d	i	2
slr1778_190	6	30d	i	2
petC_55	1	30d	i	2
Entry1494_41	117	30d	i	2
gap1_74	176	30d	i	2
Entry136_28	103	30d	i	2
frpC_66	501	30d	i	2
SyR47_71	7	30d	i	2
melB_16	34	30d	i	2
Entry815_39	146	30d	i	2
Entry1356_32	272	30d	i	2
sll5044_5	45	30d	i	2
sll0394_19	174	30d	i	2
aspC_88	13	30d	i	2
ssr1528_85	493	30d	i	2
hoxY_43	6	30d	i	2
SyR5_42	625	30d	i	2
slr1442_76	36	30d	i	2
Entry1859_35	3	30d	i	2
Entry134_60	618	30d	i	2
sll1503_101	138	30d	i	2
Entry1104_44	115	30d	i	2
Entry1808_44	5	30d	i	2
hisD2_80	92	30d	i	2
psaE_46	157	30d	i	2
birA_65	227	30d	i	2
Entry207_36	342	30d	i	2
Entry1168_7	257	30d	i	2
Entry1723_33	16	30d	i	2
slr1429_119	100	30d	i	2
envM_45	3	30d	i	2
Entry1026_70	527	30d	i	2
sll0441_73	17	30d	i	2
slr1353_3	2	30d	i	2
Entry1726_29	15	30d	i	2
slr1541_4	56	30d	i	2
slr0474_4	340	30d	i	2
sll1307_21	1	30d	i	2
slr7088_108	5	30d	i	2
slr0355_84	1	30d	i	2
sll0543_22	3	30d	i	2
Entry322_74	70	30d	i	2
hisF_80	2	30d	i	2
malQ_32	20	30d	i	2
Entry922_55	180	30d	i	2
sll1461_51	78	30d	i	2
slr6004_12	52	30d	i	2
crtO_124	153	30d	i	2
ccmK3_4	70	30d	i	2
Entry1643_60	3	30d	i	2
aspC3_45	147	30d	i	2
katG_56	204	30d	i	2
