sgRNA	readcount	timepoint	induction	sample
sll1241_304	318	0h	i	3
Entry241_3	214	0h	i	3
Entry169_47	9	0h	i	3
slr1827_22	257	0h	i	3
ssr2754_16	183	0h	i	3
hypF_26	709	0h	i	3
Entry892_70	2	0h	i	3
Entry266_10	262	0h	i	3
purE_7	279	0h	i	3
Entry680_28	80	0h	i	3
sll1924_248	103	0h	i	3
gidA_4	5	0h	i	3
Entry459_45	19	0h	i	3
slr0016_36	2087	0h	i	3
ssr1562_113	507	0h	i	3
Entry2082_46	8	0h	i	3
Entry1944_65	438	0h	i	3
Entry1071_38	102	0h	i	3
ftsZ_94	232	0h	i	3
slr1168_7	86	0h	i	3
Entry999_51	254	0h	i	3
slr1748_20	33	0h	i	3
slr1243_112	7	0h	i	3
ssr6024_60	14	0h	i	3
slr0386_45	117	0h	i	3
rffM_58	428	0h	i	3
Entry1067_73	41	0h	i	3
Entry3_0	131	0h	i	3
slr0953_37	295	0h	i	3
slr1261_19	63	0h	i	3
Entry690_27	136	0h	i	3
sll1272_52	154	0h	i	3
Entry690_23	558	0h	i	3
slr1693_89	36	0h	i	3
Entry512_55	120	0h	i	3
Entry1600_52	148	0h	i	3
slr1623_13	20	0h	i	3
trpG_74	328	0h	i	3
gcp_179	14	0h	i	3
Entry2122_67	91	0h	i	3
trxM_43	201	0h	i	3
sll1078_72	5	0h	i	3
Entry1137_47	359	0h	i	3
slr0769_18	451	0h	i	3
Entry535_40	96	0h	i	3
erg6_8	400	0h	i	3
Entry1693_90	44	0h	i	3
slr0771_93	11	0h	i	3
rpl35_44	92	0h	i	3
Entry99_81	664	0h	i	3
thiE_193	644	0h	i	3
sll1456_41	336	0h	i	3
slr6110_142	14	0h	i	3
sll1969_27	12	0h	i	3
sll2007_74	253	0h	i	3
slr0400_109	343	0h	i	3
thl_4	10	0h	i	3
Entry1299_21	176	0h	i	3
Entry1424_6	7	0h	i	3
Entry670_63	11	0h	i	3
thdF_84	30	0h	i	3
Entry1096_41	362	0h	i	3
Entry529_32	8	0h	i	3
ftsH4_10	459	0h	i	3
psbX_4	103	0h	i	3
petD_46	4	0h	i	3
Entry625_3	318	0h	i	3
slr2111_31	2	0h	i	3
slr7052_28	12	0h	i	3
queA_5	7	0h	i	3
Entry1612_29	334	0h	i	3
Entry198_98	1	0h	i	3
ftsH2_12	7	0h	i	3
Entry1192_109	3	0h	i	3
ssl7020_124	5	0h	i	3
Entry129_35	41	0h	i	3
slr1063_18	161	0h	i	3
slr7054_63	293	0h	i	3
sll0614_137	8	0h	i	3
pntB_34	49	0h	i	3
Entry1098_62	2	0h	i	3
hglK_13	999	0h	i	3
petC3_22	4	0h	i	3
sll1169_44	199	0h	i	3
putA_148	386	0h	i	3
chlH_22	15	0h	i	3
Entry722_42	125	0h	i	3
slr1263_18	64	0h	i	3
slr0978_109	8	0h	i	3
sll0252_16	142	0h	i	3
Entry1459_36	10	0h	i	3
Entry1750_42	13	0h	i	3
Entry1459_30	12	0h	i	3
ssl2920_146	239	0h	i	3
sll0422_5	362	0h	i	3
Entry2005_66	156	0h	i	3
sll8043_134	455	0h	i	3
slr1210_31	69	0h	i	3
ssr6086_56	611	0h	i	3
Entry710_1	128	0h	i	3
cydB_6	3	0h	i	3
Entry422_35	6	0h	i	3
Entry1974_0	118	0h	i	3
sll1232_51	280	0h	i	3
ssl5001_44	7	0h	i	3
slr6004_88	189	0h	i	3
Entry1287_1	73	0h	i	3
bioF_145	201	0h	i	3
slr1273_67	212	0h	i	3
Entry793_24	204	0h	i	3
Entry35_30	601	0h	i	3
Entry578_89	9	0h	i	3
sll0997_4	4	0h	i	3
Entry371_53	162	0h	i	3
slr1616_124	101	0h	i	3
Entry346_0	199	0h	i	3
Entry261_2	2	0h	i	3
Entry2074_7	27	0h	i	3
purC_80	95	0h	i	3
Entry1936_102	244	0h	i	3
Entry1460_2	214	0h	i	3
Entry145_19	181	0h	i	3
nirA_31	411	0h	i	3
glcE_3	467	0h	i	3
sll1488_77	80	0h	i	3
sll0314_67	15	0h	i	3
Entry1855_44	17	0h	i	3
slr1068_129	18	0h	i	3
Entry1668_29	50	0h	i	3
rpoA_145	70	0h	i	3
sll0986_263	13	0h	i	3
prfC_27	559	0h	i	3
feoB_34	144	0h	i	3
minE_32	131	0h	i	3
Entry1718_52	38	0h	i	3
ssr2422_161	211	0h	i	3
slr0644_28	5	0h	i	3
Entry1976_53	88	0h	i	3
sll1241_85	217	0h	i	3
sll0552_6	1008	0h	i	3
slr0484_10	79	0h	i	3
sll1280_74	14	0h	i	3
glyQ_71	91	0h	i	3
sll0696_40	359	0h	i	3
slr1814_275	150	0h	i	3
sll0688_22	970	0h	i	3
Entry190_2	107	0h	i	3
slr1082_44	204	0h	i	3
sll1160_74	96	0h	i	3
slr1127_33	18	0h	i	3
lacF_23	69	0h	i	3
ftsI_37	10	0h	i	3
ssr0336_131	334	0h	i	3
slr1819_7	8	0h	i	3
sll0309_34	4	0h	i	3
lexA_64	162	0h	i	3
cysG_57	168	0h	i	3
sodB_48	6	0h	i	3
sll1087_67	107	0h	i	3
slr1472_17	76	0h	i	3
sll0982_64	90	0h	i	3
slr0180_63	752	0h	i	3
fhuA3_96	151	0h	i	3
Entry399_38	18	0h	i	3
Entry52_9	121	0h	i	3
slr1594_60	19	0h	i	3
Entry74_78	6	0h	i	3
sll0415_106	5	0h	i	3
Entry1902_30	638	0h	i	3
frdA_40	52	0h	i	3
Entry1130_4	21	0h	i	3
pstA_13	218	0h	i	3
slr0243_100	2	0h	i	3
slr2078_12	92	0h	i	3
Entry374_18	411	0h	i	3
purL2_26	102	0h	i	3
rps6_65	5	0h	i	3
slr5018_186	2	0h	i	3
sll0911_28	16	0h	i	3
slr6095_141	456	0h	i	3
psbV_52	236	0h	i	3
clpX_3	62	0h	i	3
slr2077_44	218	0h	i	3
Entry1849_9	46	0h	i	3
Entry1164_64	174	0h	i	3
sll1496_34	123	0h	i	3
bhy_49	60	0h	i	3
sll1405_4	184	0h	i	3
slr7037_49	250	0h	i	3
glpX_55	219	0h	i	3
slr2052_31	813	0h	i	3
Entry1923_60	84	0h	i	3
sll1186_115	388	0h	i	3
Entry1077_98	2	0h	i	3
Entry676_0	42	0h	i	3
slr0315_61	69	0h	i	3
sll1274_26	1	0h	i	3
slr0793_60	5	0h	i	3
ycf36_22	16	0h	i	3
rnc_32	129	0h	i	3
sll1956_108	154	0h	i	3
ssr6026_64	361	0h	i	3
slr1975_41	12	0h	i	3
slr7023_79	218	0h	i	3
Entry1533_21	157	0h	i	3
Entry1018_30	143	0h	i	3
Entry2038_176	317	0h	i	3
Entry1445_29	563	0h	i	3
slr1410_59	9	0h	i	3
ssl0467_7	6	0h	i	3
psaL_14	57	0h	i	3
Entry883_21	88	0h	i	3
epsB_35	22	0h	i	3
cbiT_3	180	0h	i	3
slr0599_94	205	0h	i	3
Entry1286_61	112	0h	i	3
Entry466_20	12	0h	i	3
Entry389_41	3	0h	i	3
slr5071_225	176	0h	i	3
gspD_70	178	0h	i	3
leuA2_37	101	0h	i	3
lig_17	270	0h	i	3
acp_73	421	0h	i	3
slr1542_35	150	0h	i	3
pfkA_49	166	0h	i	3
Entry606_106	15	0h	i	3
ndhF2_105	106	0h	i	3
rpoC2_19	6	0h	i	3
Entry1934_27	43	0h	i	3
slr1579_76	274	0h	i	3
psaF_23	62	0h	i	3
hisI_28	237	0h	i	3
Entry204_34	67	0h	i	3
Entry1679_85	258	0h	i	3
sll1304_83	6	0h	i	3
Entry1426_0	14	0h	i	3
sll0781_18	41	0h	i	3
sll1414_46	11	0h	i	3
Entry1906_31	1008	0h	i	3
sll1853_36	10	0h	i	3
Entry1630_10	2	0h	i	3
slr1570_40	285	0h	i	3
slr0291_118	6	0h	i	3
ssr1513_24	316	0h	i	3
Entry2101_38	10	0h	i	3
Entry420_54	310	0h	i	3
slr0109_59	5	0h	i	3
Entry2101_37	627	0h	i	3
pcnB2_20	343	0h	i	3
rlpA_31	7	0h	i	3
ssr0332_47	20	0h	i	3
slr1715_97	171	0h	i	3
Entry858_0	19	0h	i	3
rpoD_18	27	0h	i	3
ssl8039_67	120	0h	i	3
pheS_31	102	0h	i	3
sll7002_252	36	0h	i	3
pchR_16	12	0h	i	3
Entry16_43	517	0h	i	3
Entry2066_20	175	0h	i	3
rpl16_26	506	0h	i	3
ssr6019_6	1428	0h	i	3
slr1816_288	14	0h	i	3
sll0168_60	236	0h	i	3
Entry1841_39	347	0h	i	3
Entry1739_87	8	0h	i	3
Entry451_62	928	0h	i	3
Entry1763_36	328	0h	i	3
slr1815_49	13	0h	i	3
sll0577_22	265	0h	i	3
slr0271_11	293	0h	i	3
slr0896_66	218	0h	i	3
slr1652_21	4	0h	i	3
Entry849_34	225	0h	i	3
Entry696_3	390	0h	i	3
slr1854_84	98	0h	i	3
slr1282_249	5	0h	i	3
slr1287_10	11	0h	i	3
slr1859_166	278	0h	i	3
phoU_16	531	0h	i	3
Entry1774_1	304	0h	i	3
glpK_115	517	0h	i	3
slr0053_67	624	0h	i	3
dnaE_122	578	0h	i	3
amt3_91	17	0h	i	3
slr1229_61	380	0h	i	3
sll1628_89	190	0h	i	3
ssl2749_153	11	0h	i	3
sll0238_85	217	0h	i	3
slr0929_43	596	0h	i	3
Entry195_0	151	0h	i	3
Entry1652_52	381	0h	i	3
map3, pepM_59	147	0h	i	3
Entry906_49	372	0h	i	3
slr0852_29	1089	0h	i	3
slr0287_104	407	0h	i	3
Entry1352_49	5	0h	i	3
ntpJ_46	398	0h	i	3
rub_26	183	0h	i	3
slr0531_94	258	0h	i	3
slr2004_35	4	0h	i	3
slr1050_8	242	0h	i	3
slr1715_134	2607	0h	i	3
slr1980_90	1	0h	i	3
Entry1772_51	369	0h	i	3
slr1098_63	542	0h	i	3
slr0915_37	110	0h	i	3
Entry578_3	313	0h	i	3
slr0529_22	7	0h	i	3
slr1357_97	54	0h	i	3
Entry881_1	889	0h	i	3
slr7094_23	6	0h	i	3
slr2115_75	167	0h	i	3
sll0414_63	22	0h	i	3
ilvB_16	9	0h	i	3
slr1234_99	1	0h	i	3
slr0300_27	50	0h	i	3
nifS_25	242	0h	i	3
pmbA_34	159	0h	i	3
Entry1827_39	449	0h	i	3
sll1544_82	7	0h	i	3
Entry1264_2	15	0h	i	3
sufA_5	6	0h	i	3
Entry1109_21	10	0h	i	3
ziaA_61	236	0h	i	3
slr1738_60	140	0h	i	3
slr2016_58	3	0h	i	3
fhuA2_88	6	0h	i	3
adk2_55	349	0h	i	3
pleD2_118	12	0h	i	3
Entry700_37	81	0h	i	3
Entry2099_43	595	0h	i	3
slr6087_22	207	0h	i	3
spoU_6	1242	0h	i	3
hemN2_15	218	0h	i	3
Entry1659_28	323	0h	i	3
ssr2998_47	301	0h	i	3
sll1178_49	9	0h	i	3
Entry309_14	174	0h	i	3
slr1197_19	411	0h	i	3
Entry1118_31	47	0h	i	3
Entry1420_81	6	0h	i	3
sll0994_3	234	0h	i	3
Entry954_39	38	0h	i	3
sll1902_10	3	0h	i	3
lim17_37	144	0h	i	3
Entry1489_41	139	0h	i	3
sll0740_53	143	0h	i	3
recN_167	959	0h	i	3
rfbD2_118	15	0h	i	3
Entry1674_48	3	0h	i	3
Entry233_6	3	0h	i	3
Entry233_5	370	0h	i	3
sll0938_79	24	0h	i	3
sll1752_14	1201	0h	i	3
ssr1114_25	21	0h	i	3
slr0709_37	134	0h	i	3
Entry545_8	434	0h	i	3
gcvH_40	8	0h	i	3
ssr2754_75	165	0h	i	3
ssl2920_28	31	0h	i	3
ssr6030_40	138	0h	i	3
slr6029_26	568	0h	i	3
Entry828_44	247	0h	i	3
slr0245_66	553	0h	i	3
pykF2_3	107	0h	i	3
sll0101_107	143	0h	i	3
Entry597_52	2	0h	i	3
Entry16_1	66	0h	i	3
Entry459_23	195	0h	i	3
Entry265_58	488	0h	i	3
slr1110_6	450	0h	i	3
sll1527_85	120	0h	i	3
slr0144_34	380	0h	i	3
sll0371_72	68	0h	i	3
trpB_25	226	0h	i	3
pcnB_17	741	0h	i	3
sll0668_87	50	0h	i	3
slr0386_67	394	0h	i	3
ssl5008_73	159	0h	i	3
glbN_34	59	0h	i	3
slr1113_19	261	0h	i	3
slr0147_23	66	0h	i	3
gcpE_13	6	0h	i	3
Entry493_21	532	0h	i	3
slr0698_58	208	0h	i	3
slr6047_148	6	0h	i	3
sll1473_118	18	0h	i	3
slr0318_146	5	0h	i	3
pleD3_73	2	0h	i	3
ssl1552_8	5	0h	i	3
slr0878_31	233	0h	i	3
Entry1194_4	1	0h	i	3
pilJ_70	49	0h	i	3
sll0310_25	366	0h	i	3
dnaK3_98	310	0h	i	3
slr0769_34	2	0h	i	3
Entry194_21	464	0h	i	3
slr6022_58	1420	0h	i	3
slr2080_70	266	0h	i	3
slr0112_64	553	0h	i	3
slr1042_29	9	0h	i	3
Entry1006_63	149	0h	i	3
sgl0002_47	1074	0h	i	3
slr0795_148	398	0h	i	3
ssr0761_27	201	0h	i	3
ssl0294_28	259	0h	i	3
slr0582_35	273	0h	i	3
pyrD_13	242	0h	i	3
sll2007_56	167	0h	i	3
slr1339_96	147	0h	i	3
slr1342_38	158	0h	i	3
slr1692_70	337	0h	i	3
Entry670_41	108	0h	i	3
nucH_53	469	0h	i	3
sll1081_10	35	0h	i	3
Entry1015_172	7	0h	i	3
slr0589_18	8	0h	i	3
Entry1223_83	309	0h	i	3
narB_34	7	0h	i	3
Entry78_136	126	0h	i	3
Entry1202_57	875	0h	i	3
sll1886_12	14	0h	i	3
slr1692_7	8	0h	i	3
Entry1673_94	34	0h	i	3
Entry689_36	558	0h	i	3
purM_118	5	0h	i	3
sll1308_49	218	0h	i	3
Entry609_29	268	0h	i	3
rbcX_56	224	0h	i	3
Entry1861_29	368	0h	i	3
Entry677_36	81	0h	i	3
slr1718_36	611	0h	i	3
sll0384_60	13	0h	i	3
Entry1139_93	184	0h	i	3
slr1263_31	17	0h	i	3
rps13_23	122	0h	i	3
slr0667_70	274	0h	i	3
tgt_41	384	0h	i	3
sll0888_15	184	0h	i	3
Entry1205_41	8	0h	i	3
nadE_30	91	0h	i	3
sll0563_8	54	0h	i	3
Entry745_4	10	0h	i	3
slr5037_119	1	0h	i	3
cfxE_73	6	0h	i	3
slr1495_21	669	0h	i	3
slr1740_15	472	0h	i	3
cysQ_55	79	0h	i	3
slr1273_46	182	0h	i	3
sll1296_31	14	0h	i	3
sll1708_13	73	0h	i	3
slr0990_49	358	0h	i	3
thrA_34	217	0h	i	3
Entry297_41	23	0h	i	3
slr1593_12	719	0h	i	3
slr0439_14	420	0h	i	3
IAP75_58	84	0h	i	3
Entry1524_66	441	0h	i	3
ubiA_22	69	0h	i	3
Entry1943_1	413	0h	i	3
Entry1492_7	95	0h	i	3
Entry835_69	224	0h	i	3
Entry641_66	10	0h	i	3
ssl0483_71	252	0h	i	3
sll0298_40	122	0h	i	3
purB_49	645	0h	i	3
sll1739_24	81	0h	i	3
sll0218_39	309	0h	i	3
Entry430_41	153	0h	i	3
Entry289_59	375	0h	i	3
Entry146_27	36	0h	i	3
metS_28	296	0h	i	3
pilC_25	2	0h	i	3
sll6098_63	151	0h	i	3
Entry326_32	231	0h	i	3
Entry275_8	76	0h	i	3
slr1415_37	5	0h	i	3
Entry1374_116	140	0h	i	3
cyaA2_9	7	0h	i	3
napA_24	5	0h	i	3
Entry1697_37	253	0h	i	3
secE_85	80	0h	i	3
murC_47	9	0h	i	3
slr1855_91	292	0h	i	3
Entry187_39	264	0h	i	3
Entry1022_33	497	0h	i	3
sll1280_52	183	0h	i	3
chlD_15	26	0h	i	3
slr1493_5	41	0h	i	3
Entry1674_82	746	0h	i	3
sll1071_19	27	0h	i	3
sll7103_176	216	0h	i	3
slr1611_45	2	0h	i	3
Entry1038_97	402	0h	i	3
sll0191_43	25	0h	i	3
slr7008_63	752	0h	i	3
slr6031_368	329	0h	i	3
slr7100_4	261	0h	i	3
Entry2080_0	2	0h	i	3
slr6056_28	6	0h	i	3
Entry1498_67	1014	0h	i	3
cbiE_71	33	0h	i	3
slr0797_12	6	0h	i	3
Entry945_93	851	0h	i	3
ppsA_56	346	0h	i	3
Entry251_37	287	0h	i	3
Entry1826_1	7	0h	i	3
recR_22	17	0h	i	3
rffM2_62	2	0h	i	3
sll1864_13	498	0h	i	3
sll8025_85	4	0h	i	3
slr1407_144	469	0h	i	3
sll0786_214	7	0h	i	3
uvrD_17	323	0h	i	3
Entry20_34	1777	0h	i	3
ssl0312_45	437	0h	i	3
sll2002_111	108	0h	i	3
sll1162_19	543	0h	i	3
Entry1021_22	497	0h	i	3
Entry1522_42	15	0h	i	3
Entry509_30	192	0h	i	3
sll0062_109	6	0h	i	3
sll0243_92	164	0h	i	3
recF_5	246	0h	i	3
mbpA_22	9	0h	i	3
Entry1925_40	331	0h	i	3
slr1970_22	144	0h	i	3
Entry141_35	107	0h	i	3
ssr5009_61	122	0h	i	3
sll0529_4	411	0h	i	3
slr0181_51	219	0h	i	3
Entry1165_141	5	0h	i	3
Entry601_69	243	0h	i	3
slr0350_451	97	0h	i	3
sll1355_92	68	0h	i	3
Entry634_43	122	0h	i	3
sll7064_14	109	0h	i	3
sll0096_22	211	0h	i	3
Entry756_14	466	0h	i	3
Entry28_3	188	0h	i	3
fecB_74	316	0h	i	3
Entry1504_19	379	0h	i	3
sll1170_72	10	0h	i	3
hypD_28	20	0h	i	3
Entry1367_80	206	0h	i	3
Entry385_55	16	0h	i	3
gad_26	405	0h	i	3
Entry754_15	143	0h	i	3
sll0372_158	305	0h	i	3
minC_39	3	0h	i	3
slr0981_24	71	0h	i	3
Entry1710_61	271	0h	i	3
slr8036_31	2	0h	i	3
mgtC_80	1406	0h	i	3
infB_115	49	0h	i	3
Entry1864_2	207	0h	i	3
pntA_15	212	0h	i	3
Entry20_6	370	0h	i	3
Entry1898_19	667	0h	i	3
Entry832_91	329	0h	i	3
minD_58	155	0h	i	3
sll0665_41	3	0h	i	3
recA_4	11	0h	i	3
slr1344_5	397	0h	i	3
ssr1527_88	177	0h	i	3
cdsA_128	494	0h	i	3
ssl6082_105	15	0h	i	3
agp_91	101	0h	i	3
slr1512_49	9	0h	i	3
sll0514_10	9	0h	i	3
Entry816_8	178	0h	i	3
slr1235_77	167	0h	i	3
slr1508_67	998	0h	i	3
Entry727_70	74	0h	i	3
Entry603_29	18	0h	i	3
slr0317_132	268	0h	i	3
mcpA_82	6	0h	i	3
Entry2050_43	78	0h	i	3
pobA_110	12	0h	i	3
cytM_24	189	0h	i	3
cyaA_10	135	0h	i	3
sll6017_52	347	0h	i	3
Entry1720_53	15	0h	i	3
Entry1253_8	83	0h	i	3
Entry208_1	73	0h	i	3
Entry280_80	93	0h	i	3
slr0208_29	12	0h	i	3
sll0319_29	210	0h	i	3
uvrB_19	41	0h	i	3
Entry1630_34	147	0h	i	3
Entry447_70	261	0h	i	3
sll1853_59	215	0h	i	3
slr0957_35	20	0h	i	3
slr7014_360	609	0h	i	3
sll0703_5	651	0h	i	3
rps5_65	161	0h	i	3
cydA_217	256	0h	i	3
ssr3570_56	10	0h	i	3
ssr1698_10	201	0h	i	3
sll2013_51	326	0h	i	3
sll0787_73	930	0h	i	3
slr0421_26	154	0h	i	3
slr0913_12	123	0h	i	3
Entry1155_43	21	0h	i	3
Entry1775_30	8	0h	i	3
slr1674_21	185	0h	i	3
slr0407_13	2	0h	i	3
ndhI_88	281	0h	i	3
sll1601_9	4	0h	i	3
sll0354_72	72	0h	i	3
slr1840_87	667	0h	i	3
Entry215_62	4	0h	i	3
moeB_8	40	0h	i	3
Entry1056_1	6	0h	i	3
sll7002_294	2	0h	i	3
sll7063_233	203	0h	i	3
Entry1497_0	163	0h	i	3
Entry2069_15	148	0h	i	3
slr1944_31	4	0h	i	3
nrtC2_71	54	0h	i	3
clcD_22	20	0h	i	3
ssl1792_60	59	0h	i	3
Entry82_108	56	0h	i	3
sll0672_56	250	0h	i	3
Entry1186_10	38	0h	i	3
sll1570_58	2	0h	i	3
lgt_97	92	0h	i	3
slr1419_24	116	0h	i	3
slr2126_145	9	0h	i	3
ssl5113_124	39	0h	i	3
Entry1704_2	25	0h	i	3
moxR_43	14	0h	i	3
sll1851_90	509	0h	i	3
Entry241_4	620	0h	i	3
Entry857_2	46	0h	i	3
Entry299_4	166	0h	i	3
ssl3379_19	26	0h	i	3
trxA2_5	21	0h	i	3
sll1489_49	323	0h	i	3
slr1074_112	10	0h	i	3
sll1004_13	114	0h	i	3
slr0989_52	175	0h	i	3
ssl1045_41	184	0h	i	3
slr7096_87	316	0h	i	3
Entry1359_33	1244	0h	i	3
rfbJ_16	587	0h	i	3
Entry1438_29	493	0h	i	3
SyR6_48	1316	0h	i	3
sll1262_80	205	0h	i	3
Entry2105_40	20	0h	i	3
Entry1379_38	428	0h	i	3
spoT_21	46	0h	i	3
SyR53_62	561	0h	i	3
Entry1593_37	182	0h	i	3
Entry1852_8	7	0h	i	3
Entry1652_70	7	0h	i	3
lysC_34	2	0h	i	3
Entry1120_74	221	0h	i	3
Entry1352_69	240	0h	i	3
sll1251_36	238	0h	i	3
sll1491_78	770	0h	i	3
pdxH_26	316	0h	i	3
Entry2072_48	233	0h	i	3
slr0909_115	17	0h	i	3
merR3_16	163	0h	i	3
Entry1357_19	129	0h	i	3
Entry451_44	168	0h	i	3
slr1438_20	417	0h	i	3
slr0599_7	5	0h	i	3
Entry77_43	197	0h	i	3
sll7029_47	66	0h	i	3
sll0205_54	2	0h	i	3
pchR1_102	272	0h	i	3
Entry1042_40	2	0h	i	3
ndhF4_104	86	0h	i	3
sll0167_20	397	0h	i	3
Entry1250_53	13	0h	i	3
groEL-2_16	522	0h	i	3
slr2003_26	5	0h	i	3
sll1397_97	54	0h	i	3
Entry1779_33	2	0h	i	3
ilvB_75	2	0h	i	3
Entry626_62	215	0h	i	3
Entry44_22	21	0h	i	3
sll0912_159	87	0h	i	3
Entry497_48	4	0h	i	3
Entry1211_77	349	0h	i	3
slr1738_82	13	0h	i	3
Entry895_4	55	0h	i	3
Entry1931_32	269	0h	i	3
sll1392_9	9	0h	i	3
sll0615_97	492	0h	i	3
sll1464_9	80	0h	i	3
slr1900_34	254	0h	i	3
slr0513_85	253	0h	i	3
slr1957_97	87	0h	i	3
slr1245_61	109	0h	i	3
sll0406_119	253	0h	i	3
slr1115_34	397	0h	i	3
slr2099_55	208	0h	i	3
Entry2099_63	376	0h	i	3
slr1338_8	255	0h	i	3
Entry1011_31	192	0h	i	3
slr1911_25	398	0h	i	3
sll1365_36	106	0h	i	3
Entry649_5	4	0h	i	3
mrcA_34	401	0h	i	3
Entry705_21	548	0h	i	3
Entry1656_111	210	0h	i	3
rpiB_78	9	0h	i	3
fecD_29	3	0h	i	3
malK_4	29	0h	i	3
sll1710_182	465	0h	i	3
sll0788_93	20	0h	i	3
Entry564_110	138	0h	i	3
Entry1149_40	487	0h	i	3
Entry1740_60	271	0h	i	3
Entry54_58	26	0h	i	3
slr0392_236	371	0h	i	3
ssr1114_40	2	0h	i	3
Entry595_37	48	0h	i	3
Entry1762_54	6	0h	i	3
sll1834_18	252	0h	i	3
slr0392_238	1	0h	i	3
slr1195_72	209	0h	i	3
tyrA_40	35	0h	i	3
slr1591_68	4	0h	i	3
Entry2003_76	163	0h	i	3
sll0737_4	153	0h	i	3
slr1827_61	430	0h	i	3
Entry1099_7	25	0h	i	3
slr0708_114	373	0h	i	3
Entry1391_12	9	0h	i	3
slr6107_283	265	0h	i	3
Entry1949_35	6	0h	i	3
sll1845_46	11	0h	i	3
Entry889_15	187	0h	i	3
slr1307_95	303	0h	i	3
slr1627_53	284	0h	i	3
Entry171_75	670	0h	i	3
Entry1029_58	11	0h	i	3
sll0210_55	100	0h	i	3
sll0396_43	30	0h	i	3
slr0358_28	577	0h	i	3
ssr1853_125	17	0h	i	3
sll0936_4	101	0h	i	3
slr1865_32	115	0h	i	3
SyR9_23	60	0h	i	3
slr0402_29	175	0h	i	3
slr0964_61	550	0h	i	3
Entry1360_71	349	0h	i	3
sll0163_20	5	0h	i	3
rffM_11	232	0h	i	3
slr0734_97	4	0h	i	3
pstB2_70	91	0h	i	3
Entry1056_2	329	0h	i	3
sll1568_3	5	0h	i	3
ssl5008_11	32	0h	i	3
slr1880_83	174	0h	i	3
slr0285_102	26	0h	i	3
Entry738_31	219	0h	i	3
sll1006_43	19	0h	i	3
slr0231_33	245	0h	i	3
petF_16	8	0h	i	3
ssr3188_5	18	0h	i	3
slr1789_108	59	0h	i	3
slr6096_21	97	0h	i	3
pstB_51	4	0h	i	3
Entry1491_54	422	0h	i	3
sll0265_87	253	0h	i	3
Entry84_29	170	0h	i	3
sll1768_3	579	0h	i	3
me_8	56	0h	i	3
Entry574_44	174	0h	i	3
Entry1346_50	4	0h	i	3
Entry820_49	2	0h	i	3
slr0058_47	61	0h	i	3
sll1921_61	10	0h	i	3
slr1931_34	89	0h	i	3
slr1220_55	15	0h	i	3
slr0060_22	573	0h	i	3
Entry984_34	236	0h	i	3
psrR1_76	75	0h	i	3
slr1240_163	4	0h	i	3
psrR1_72	402	0h	i	3
sucD_49	72	0h	i	3
slr0935_79	3	0h	i	3
thdF_45	17	0h	i	3
slr1342_10	99	0h	i	3
sll1081_34	128	0h	i	3
slr0798_4	2	0h	i	3
Entry1544_83	111	0h	i	3
sll0524_56	32	0h	i	3
slr0287_7	144	0h	i	3
slr1214_38	30	0h	i	3
Entry932_117	347	0h	i	3
Entry2089_31	121	0h	i	3
Entry762_37	80	0h	i	3
Entry1255_23	482	0h	i	3
slr0322_67	14	0h	i	3
Entry1445_8	128	0h	i	3
rbcX_70	1	0h	i	3
Entry1207_26	6	0h	i	3
sll0409_74	16	0h	i	3
sll1107_103	29	0h	i	3
sll0236_4	1	0h	i	3
psbB_9	5	0h	i	3
slr0617_26	724	0h	i	3
slr1788_122	147	0h	i	3
Entry1538_82	12	0h	i	3
Entry1506_44	15	0h	i	3
Entry1895_33	12	0h	i	3
sll1871_70	12	0h	i	3
nadE_13	182	0h	i	3
Entry774_0	14	0h	i	3
Entry2058_8	65	0h	i	3
sll1118_50	420	0h	i	3
Entry1730_75	547	0h	i	3
Entry49_41	4	0h	i	3
sll0498_74	5	0h	i	3
Entry833_23	185	0h	i	3
Entry1174_27	163	0h	i	3
slr1495_40	43	0h	i	3
slr1173_39	750	0h	i	3
sll1296_17	114	0h	i	3
slr1583_17	247	0h	i	3
sll0294_13	117	0h	i	3
sll0072_12	48	0h	i	3
chlM_4	36	0h	i	3
pyrF_36	75	0h	i	3
slr0315_79	2	0h	i	3
slr1812_350	669	0h	i	3
Entry179_38	621	0h	i	3
icsA_58	3	0h	i	3
ssl3044_70	7	0h	i	3
slr1847_142	663	0h	i	3
slr1660_4	378	0h	i	3
Entry1160_29	264	0h	i	3
sll0024_83	107	0h	i	3
Entry452_0	122	0h	i	3
infC_18	4	0h	i	3
Entry452_6	66	0h	i	3
ycf33_89	6	0h	i	3
slr1234_32	140	0h	i	3
sll1291_22	451	0h	i	3
ssr2067_112	3	0h	i	3
sll0837_64	13	0h	i	3
glgP2_64	4	0h	i	3
gpsA_55	11	0h	i	3
Entry118_20	11	0h	i	3
Entry1103_15	320	0h	i	3
ndhK2_4	443	0h	i	3
sll1348_12	224	0h	i	3
Entry1205_65	127	0h	i	3
rfbG_126	232	0h	i	3
Entry1757_63	131	0h	i	3
slr0092_4	11	0h	i	3
Entry2043_86	157	0h	i	3
slr0484_58	122	0h	i	3
sll0688_66	377	0h	i	3
slr6101_39	91	0h	i	3
suhB_6	2	0h	i	3
ssr6078_49	402	0h	i	3
Entry527_37	5	0h	i	3
slr1807_32	7	0h	i	3
slr1488_5	313	0h	i	3
rfbU_148	256	0h	i	3
