Protein,Location,FRC 0.05,FRC 0.1,FRC 0.15,FRC 0.2,FRC 0.25
H16_A2085,Cell_membrane,3.866665156439958e-6,1.0336418442515203e-5,1.0070016015697869e-5,2.5572851231243098e-5,1.5028814895304824e-5
H16_A2086,Cytoplasm,2.0126377283719457e-5,1.9897359523191836e-5,1.3407504229238008e-5,9.656712692479428e-6,1.4670181632842213e-5
H16_A2087,Cell_membrane,1.937984592193838e-6,4.121761579083842e-6,4.054190151960841e-6,5.841768171420722e-6,3.150021104110366e-6
H16_A2090,Cell_membrane,NaN,7.190535460934156e-7,3.564790416495323e-7,3.554564228521282e-6,1.432600873348665e-5
H16_A2091,Cell_membrane,1.274606804402496e-5,1.9478126241291552e-5,1.3045921923715732e-5,3.873362546789942e-6,3.2760287450239406e-6
H16_A2092,Cytoplasm,7.602937216682995e-4,3.804639428775923e-4,2.4796888452139205e-4,1.5249034035590793e-4,1.1811032898804329e-4
H16_A2093,Cell_membrane,NaN,1.1518209818813208e-5,4.688118939625355e-7,2.1286190360659903e-7,1.7803171758660586e-6
H16_A2094,Cytoplasm,1.020904108502525e-4,8.533041013899615e-5,7.329824307160098e-5,5.5464282405266276e-5,4.834262059247404e-5
H16_A2095,Cytoplasm,5.10878150276059e-6,7.486999998986898e-6,6.2228899588312895e-6,5.108001288402587e-6,7.399036758515173e-6
H16_A2096,Cytoplasm,3.355336085867974e-7,NaN,8.515879311559493e-7,4.869655636255976e-7,5.963437114891142e-6
H16_A2100,Cell_membrane,4.039071988978697e-4,3.436229419324132e-4,3.4021885866613135e-4,3.007864477447921e-4,2.4031843397714144e-4
H16_A2101,Cell_membrane,1.2715991657872125e-5,7.739804051921277e-6,7.90740380705179e-6,7.054354100373659e-6,1.0785880904824496e-5
H16_A2102,Cytoplasm,5.214818679768682e-5,3.897355364485715e-5,4.722270343250555e-5,3.294320675275332e-5,5.998106537876441e-4
H16_A2103,Cytoplasm,7.068786158724731e-6,1.0917158856375225e-4,1.042818250891415e-5,1.6051252758958284e-5,1.0214297416536053e-5
H16_A2104,Cytoplasm,2.177514689072453e-5,2.1171230335438336e-5,2.643585596218325e-5,2.9276241588917287e-5,3.234115239781903e-5
H16_A2105,Cytoplasm,9.657496337026339e-6,4.0285822303543045e-6,5.391482179881738e-6,1.784217354520858e-5,4.786563539102382e-6
H16_A2106,Cytoplasm,3.1262763228242514e-7,9.581924223461455e-7,1.5634547498725469e-6,1.2217973616458679e-6,1.8252904837480241e-6
H16_A2107,Cell_membrane,2.3882075129963665e-4,4.7878349586398284e-4,4.981009023197245e-4,7.293498222196738e-4,0.001202587869837374
H16_A2110,Cell_membrane,3.6864720052914142e-6,5.588589132553415e-6,1.8041593933660084e-6,3.3420795351742247e-6,1.6932542298106143e-5
H16_A2112,Cell_membrane,7.289379367998124e-6,2.1074860092065808e-5,2.4470095614107338e-5,1.2916492561227277e-5,1.8507306621036962e-5
H16_A2113,Cytoplasm,9.595486352772073e-5,1.0128637151051265e-4,1.041509893082194e-4,1.661541885095025e-4,3.603238005929036e-4
H16_A2114,Cell_membrane,2.8184452697272146e-7,5.7741230931152026e-6,8.028232236692743e-7,3.548605357921615e-7,5.044144435358832e-7
H16_A2115,Cytoplasm,1.8754059910102672e-4,1.5419722336744074e-4,1.2726368279210152e-4,1.1654322749590029e-4,1.1667685022706641e-4
H16_A2116,Cytoplasm,3.148715325731974e-5,3.7930726330995163e-5,4.409356238770068e-5,5.883132306271689e-5,6.80249084356632e-5
H16_A2117,Cytoplasm,2.927602771401974e-5,3.8124187344810255e-5,2.204335647705112e-5,3.8363346707597235e-5,4.550877866563302e-5
H16_A2118,Cytoplasm,9.227364218778087e-5,8.797753020782712e-5,7.727643436016758e-5,1.2185708106715872e-4,8.049423914448112e-5
H16_A2119,Cytoplasm,2.881169597985512e-4,3.833245202503645e-4,3.3226721135153786e-4,3.1585335868119336e-4,3.6395803879130903e-4
H16_A2120,Cell_membrane,2.880144024197437e-6,5.590743267157305e-7,9.954478604569758e-7,2.4487328998654906e-6,3.5036909804527293e-6
H16_A2121,Cytoplasm,1.809172711257426e-4,1.5541748729175708e-4,1.352083463462485e-4,1.2294463345695553e-4,1.2703191172305312e-4
H16_A2122,Cytoplasm,8.390306752059742e-5,6.253282004394748e-5,4.82657575711858e-5,3.2942853628838375e-5,3.523120568466996e-5
H16_A2123,Cytoplasm,1.3119107874769493e-4,1.1160362009827596e-4,9.610989587965362e-5,7.413837465014538e-5,4.4934072180549536e-5
H16_A2124,Cytoplasm,NaN,NaN,NaN,4.858899366693147e-7,5.934408733909517e-7
H16_A2125,Cell_membrane,1.745737348530447e-4,1.4496703135528842e-4,1.5491176932553655e-4,2.0687992532923517e-4,1.8435669194986353e-4
H16_A2129,Cell_membrane,6.388665141017768e-6,6.2527761756046775e-6,3.2332737043192043e-6,3.859474140854046e-6,1.3818767763614778e-6
H16_A2130,Cytoplasm,1.0429236448584263e-5,4.4880536541453475e-6,1.0654182588185165e-5,1.595728290450739e-5,8.923186510364676e-6
H16_A2131,Cytoplasm,1.1848265015875502e-5,1.5715133042635625e-5,1.0629746937764182e-5,2.4758327703638347e-5,2.5849083047632386e-5
H16_A2132,Cytoplasm,3.61554634831742e-6,4.648405482536766e-6,5.4499014119124445e-6,1.0948008379870563e-5,1.863323901501487e-5
H16_A2133,Cytoplasm,NaN,NaN,NaN,NaN,5.211015628809827e-7
H16_A2134,Cytoplasm,3.526228113940391e-6,2.1406181683908046e-6,4.057736791212259e-6,1.3600360663747435e-5,2.7416976205676237e-6
H16_A2136,Cell_membrane,NaN,NaN,2.016157270996215e-8,4.7204495286028414e-8,2.0308225790431256e-8
H16_A2137,Cytoplasm,2.2214338118951465e-6,3.5713414829332164e-6,4.178146189686055e-6,3.3520811493324293e-6,3.1665454980919223e-6
H16_A2138,Cytoplasm,1.0746745767895006e-5,3.3733073943581723e-5,2.5347467148266308e-5,3.7504788526973255e-5,5.562579193941484e-5
H16_A2139,Cytoplasm,2.302065235305329e-6,NaN,5.230630124512777e-6,4.040239643713141e-6,1.0416420009719288e-6
H16_A2140,Cytoplasm,1.6016733407939892e-5,2.4567122606169663e-5,2.530292968394775e-5,4.883548278067529e-5,1.1382648743958447e-4
H16_A2141,Cytoplasm,7.588943671681482e-6,1.650673853780435e-5,1.4024377717248195e-5,1.3319881561867385e-5,2.177961663561294e-5
H16_A2142,Cytoplasm,1.3044233000906298e-6,6.219931952417938e-6,3.7531037859588377e-6,2.389641337408517e-6,2.317282290898141e-6
H16_A2143,Cytoplasm,7.344613102540326e-7,2.4718399390219643e-6,5.829603095455101e-6,1.7735580394305513e-6,2.9689365433387066e-6
H16_A2144,Cytoplasm,7.848815879233285e-6,1.8257990406553402e-5,6.042825616272952e-6,3.267007655940204e-6,6.582407722298954e-6
H16_A2145,Cytoplasm,9.463596272238536e-7,7.785103975393068e-7,6.97241533972652e-7,1.542717439942271e-6,1.618677058955371e-6
H16_A2146,Cell_membrane,2.7640875302048046e-4,1.5777075681399003e-4,2.0147976435651942e-4,6.170741487887024e-5,1.1911908149305754e-4
H16_A2148,Cytoplasm,2.0886483356152025e-6,9.908641373532843e-7,1.0862893730757141e-6,2.67302779013157e-6,1.9789246153259394e-6
H16_A2149,Cytoplasm,1.6485778152792167e-6,2.36756415104266e-6,3.297340597028562e-6,6.00443358620453e-6,6.343158437179684e-6
H16_A2150,Cytoplasm,2.577679880299721e-7,2.5910094554453607e-7,5.002155530723292e-7,6.885044238335849e-7,3.9487365296987554e-7
H16_A2151,Cytoplasm,1.372375891807721e-5,2.018654564580013e-5,1.6453250519332892e-5,1.3193204770088522e-5,1.6317602550215696e-5
H16_A2152,Cytoplasm,4.3679701812243086e-5,3.651981934489128e-5,3.195148624544449e-5,3.598353690991559e-5,3.076348916552123e-5
H16_A2153,Cell_membrane,1.3080513845898338e-4,9.953517207231643e-5,7.765586684919185e-5,5.015275736683186e-5,3.769799477579536e-5
H16_A2154,Cytoplasm,1.6179617515925806e-5,3.40081108812212e-5,3.3597166570764415e-5,2.8184693492493418e-5,3.0332856248920037e-5
H16_A2155,Cytoplasm,NaN,6.995686703958565e-7,1.9423055401340396e-7,NaN,2.4695611268543287e-6
H16_A2156,Cytoplasm,1.132278411434052e-5,3.5401761750162546e-6,8.628548087012037e-6,8.43356225095114e-6,5.596364636990569e-6
H16_A2157,Cytoplasm,1.3086088643353771e-4,2.4203271777004945e-5,2.4706938265447738e-5,1.940665652916908e-5,2.0593147229088212e-5
H16_A2158,Cytoplasm,4.849508339346772e-6,1.2327932946534728e-5,1.8788696550940594e-5,3.866342400302651e-5,2.922819958707603e-5
H16_A2161,Cytoplasm,0.0013697968773684044,3.135545192992409e-4,2.4381454624327947e-4,2.6747932657916225e-4,1.8759451017280192e-4
H16_A2162,Cytoplasm,3.9878936928857165e-4,2.6510710594052246e-4,2.08316325209093e-4,2.650364501413489e-4,1.2277086751988673e-4
H16_A2163,Cytoplasm,1.288040514390867e-5,1.2744949880305953e-5,1.4942543195110193e-5,1.3843907383959939e-5,1.6815637645126452e-5
H16_A2164,Cell_membrane,1.2949633779759356e-6,1.6571882133397217e-5,2.599383756526429e-5,1.5769508511657159e-6,6.695176568982889e-6
H16_A2165,Cell_membrane,6.14674179352681e-7,7.766522517459635e-7,5.366878043330845e-7,5.220131883587737e-7,4.937508072236795e-7
H16_A2167,Cytoplasm,3.979167650385793e-5,1.875258111927053e-5,2.842413516112688e-5,4.745528302362025e-5,2.619982433283218e-5
H16_A2168,Cell_membrane,5.629592501899817e-6,3.706824751793213e-6,2.71969495552202e-6,7.238253408315161e-6,5.27693415556386e-5
H16_A2169,Cytoplasm,1.3628375808889639e-5,2.0061366506687717e-5,8.991693004783229e-6,1.1047577629533577e-5,1.1440093750622465e-5
H16_A2170,Cell_membrane,2.6464446944970552e-5,3.686534157788584e-5,3.025095400933427e-5,2.454756540180586e-5,2.0032229574632366e-5
H16_A2171,Cytoplasm,8.975712902125858e-5,9.590038218877724e-5,2.2065373698915882e-4,4.0901808963994757e-4,5.312508671869158e-4
H16_A2172,Cytoplasm,0.0011267053040905344,0.001044553245979331,0.0025410827645444395,0.005104750513608422,0.005020675495365841
H16_A2174,Cytoplasm,8.300515239421034e-5,1.9960743725106557e-5,2.5855068384308296e-5,6.0707558086921274e-5,4.0652910698566536e-5
H16_A2176,Cell_membrane,2.9803820692740083e-6,6.112272027343173e-6,6.903079306447039e-6,3.5390732607499288e-6,3.6826203803666674e-6
H16_A2177,Cytoplasm,4.704775693149659e-5,6.482753924061071e-5,5.225000900770819e-5,6.612669976345524e-5,1.1768266896545e-4
H16_A2178,Cytoplasm,1.1399958734443565e-4,1.0273922793282022e-4,6.573564683998153e-5,6.473346372167731e-5,8.364170418156726e-5
H16_A2179,Cytoplasm,6.256210243123295e-4,2.412160556477052e-4,1.968740052765649e-4,2.601999842250744e-4,1.742822244288611e-4
H16_A2181,Cytoplasm,NaN,8.928507726335206e-6,1.8399944163256952e-6,2.165291690880403e-6,6.879507272110037e-6
H16_A2182,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_A2183,Cell_membrane,2.1237627151988366e-6,1.4860795211410564e-6,1.3048582620637568e-6,1.180387382231045e-6,1.7206546170524787e-6
H16_A2185,Cell_membrane,4.5814666584016804e-5,8.128576034817477e-5,4.91249117239313e-5,3.2771901369525204e-5,4.6373812979551434e-5
H16_A2186,Cell_membrane,5.840074659607914e-6,7.265532621921917e-5,7.928530050055174e-6,8.26957058335515e-6,4.1656680385447185e-6
H16_A2187,Cell_membrane,3.295745000436513e-6,3.4491481128193034e-6,2.515188218831226e-6,4.252111858636524e-6,5.8514731422081024e-6
H16_A2188,Cell_membrane,2.712249661411362e-4,3.5651862470910097e-4,3.8622499225859203e-4,5.372248435516606e-4,6.291936666565683e-4
H16_A2190,Cytoplasm,1.4162743129073933e-5,3.4616984449128043e-6,8.659385564192549e-7,1.9739309595403016e-6,7.846621695541955e-6
H16_A2191,Cytoplasm,1.678898796180034e-4,2.029226448278627e-4,1.1460359172333645e-4,1.036298627335986e-4,3.414183428068928e-5
H16_A2192,Cytoplasm,5.979109862770281e-6,1.2880807003018974e-5,1.887008026039469e-5,2.337355688056814e-5,3.348792020626976e-5
H16_A2193,Cytoplasm,6.685519780970772e-6,1.274464136869672e-6,8.858970053737585e-7,8.296795835491497e-7,6.921794530928098e-7
H16_A2196,Cell_membrane,3.509282674511039e-7,4.6944335358177297e-7,2.488426402837683e-6,1.8199253830506627e-6,4.087329551185964e-6
H16_A2200,Cytoplasm,4.7193522102539553e-7,1.992271037253493e-6,9.490707659850724e-6,3.211116525289725e-6,4.3887471261231775e-5
H16_A2202,Cytoplasm,2.10975806656996e-5,4.755387816129362e-5,4.1785360320186435e-5,4.5292046741877376e-5,3.476751881784858e-5
H16_A2204,Cytoplasm,2.3774921448047439e-7,NaN,NaN,NaN,NaN
H16_A2205,Cell_membrane,2.7647570541282286e-6,1.9408888704007753e-6,8.381753808669634e-7,2.326651259249709e-6,5.34456687731229e-6
H16_A2206,Cytoplasm,1.7670533461102694e-6,NaN,1.280472588061228e-6,4.590220080613697e-6,2.124664347386155e-6
H16_A2207,Cytoplasm,5.970282666359911e-6,4.700153717307379e-6,1.4427269772869451e-5,3.5585116442423503e-6,6.212175070626627e-6
H16_A2208,Cytoplasm,5.230698935591809e-6,2.0291449807978964e-6,1.0414499789261824e-6,1.214424804245663e-6,2.2669625322032228e-6
H16_A2209,Cytoplasm,1.0809259476261911e-5,3.219580891200044e-5,4.9994252864305974e-5,4.2591979632595326e-5,7.382660628816904e-5
H16_A2210,Cell_membrane,5.264743224071699e-7,2.4909674573422227e-7,4.738511097936799e-7,2.7005313283300926e-5,1.616524873566574e-5
H16_A2211,Cytoplasm,7.708185103248368e-5,5.7798196733424234e-5,6.286870279729647e-5,1.1322665266207639e-4,7.728030521694508e-5
H16_A2212,Cytoplasm,7.332052423142146e-6,9.216049531415117e-6,4.778304406322471e-6,1.8404246855615703e-5,1.2343198414343437e-5
H16_A2213,Cytoplasm,2.688896487561005e-4,9.158723186440081e-5,1.239285811632913e-4,1.1340302914848558e-4,1.3908460353642397e-4
H16_A2214,Cytoplasm,2.024668034352048e-5,1.5934699923930792e-5,2.43114772756765e-5,7.119526619072377e-6,1.2159214956970426e-5
H16_A2215,Cytoplasm,0.001246703632353303,8.912923008913479e-4,6.196185669029642e-4,3.594454104280291e-4,2.77483447159193e-4
H16_A2216,Cytoplasm,1.9354775198162277e-4,1.7060553052351167e-4,1.5307012696754872e-4,1.4588792029436524e-4,1.7559604032760457e-4
H16_A2217,Cytoplasm,3.2410406219946305e-4,2.627381984661752e-4,2.789460598379788e-4,4.007973911973151e-4,3.542704166398535e-4
H16_A2218,Cytoplasm,1.2302270489213832e-5,6.366760677351895e-6,9.536427915042056e-6,6.675857029540025e-6,8.827785623450098e-6
H16_A2219,Cytoplasm,2.7541705224046328e-5,3.2592331094003724e-5,3.434809030353999e-5,2.7991324002159476e-5,1.8813343523037057e-5
H16_A2220,Cytoplasm,0.0013388828585996432,8.029290354728891e-4,7.416180099542547e-4,0.0022175883478192833,0.0015924336040218728
H16_A2221,Cell_membrane,8.841463141180896e-5,7.418622150299113e-5,7.941079573690524e-5,1.7208741513613274e-4,1.5636778970696153e-4
H16_A2222,Cytoplasm,1.5553246310952235e-6,3.386046806557299e-7,NaN,NaN,NaN
H16_A2223,Cytoplasm,NaN,5.027585806081326e-7,2.4866892741583086e-7,8.321970541177782e-7,2.9341261978834675e-7
H16_A2225,Cytoplasm,4.126038352441225e-7,2.5244369923591694e-6,1.1672488141681848e-6,4.591830557597234e-7,1.431269995759227e-6
H16_A2226,Cytoplasm,3.584046387666456e-7,5.9479890831850363e-8,4.545534355019527e-7,1.7015882611224643e-6,1.7185707508839402e-6
H16_A2227,Cytoplasm,8.684074596288294e-5,7.211273295448274e-5,6.689916201539555e-5,1.2967983627738838e-4,1.734879942279352e-4
H16_A2228,Cytoplasm,2.161818326676318e-5,NaN,NaN,NaN,NaN
H16_A2229,Cytoplasm,8.062060898432703e-5,5.7608370476970866e-5,5.863661814789855e-5,5.746301683218574e-5,3.5087597316547804e-5
H16_A2230,Cytoplasm,4.4875225395337045e-4,3.615057912224961e-4,3.3714046010329817e-4,3.1497038194499216e-4,1.9211827011076182e-4
H16_A2231,Cytoplasm,4.77086864922839e-5,5.913165768232204e-5,6.456409458711794e-5,6.336615117754714e-5,5.462282209875241e-5
H16_A2233,Cytoplasm,1.7733269818809305e-4,1.271838504631768e-4,1.0490967399976828e-4,8.57455855772708e-5,1.2826671188020375e-4
H16_A2234,Cell_membrane,NaN,NaN,NaN,NaN,NaN
H16_A2236,Cytoplasm,5.548489833279113e-5,8.13224001394145e-5,8.361460421636572e-5,8.436323686418509e-5,8.734448856242731e-5
H16_A2237,Cell_membrane,4.628681616757137e-5,8.06596243281556e-5,6.053505094263448e-5,8.036328916421036e-5,1.380660299515848e-4
H16_A2238,Cell_membrane,2.630417551060276e-6,9.007270000669682e-6,1.8221138397722226e-6,7.38480336572737e-6,NaN
H16_A2240,Cytoplasm,2.2163951065178093e-5,1.0894380083758825e-5,8.827459547841807e-6,1.2269797093056397e-5,9.479840104416953e-6
H16_A2242,Cell_membrane,1.5077290503999316e-7,3.079854693332609e-7,8.092315948430826e-7,1.7225597069718628e-7,6.970917027044135e-7
H16_A2245,Cytoplasm,2.251964144807282e-6,3.1402373082848816e-6,2.578632199736453e-6,5.061704109413911e-6,2.1111378636815424e-6
H16_A2246,Cytoplasm,4.2708682591169025e-5,1.0945319298825431e-5,1.1515847797879616e-5,8.055620595194009e-6,1.568667448319525e-6
H16_A2247,Cell_membrane,2.3092513462641382e-4,3.3876367997040904e-4,2.9068541355088223e-4,4.7670571739390883e-4,2.9019205945775305e-4
H16_A2248,Cytoplasm,1.582858583210603e-4,1.0377754432095695e-4,7.972469087958539e-5,4.1998735675732044e-5,4.839815688934536e-5
H16_A2249,Cytoplasm,4.488622983540029e-4,5.392572976516273e-4,5.638380918309542e-4,4.830757748451328e-4,4.340199522086945e-4
H16_A2250,Cytoplasm,2.084310090361142e-5,3.174234850001324e-5,4.2181889093497794e-5,4.778085086761069e-5,2.180315676462817e-5
H16_A2251,Cell_membrane,4.042789861518077e-6,7.312285101382363e-6,1.6718288188578634e-5,4.989696004504376e-5,1.3841886189088066e-5
H16_A2252,Cytoplasm,3.5644993312093846e-5,2.1799051305395085e-5,1.6932361957885722e-5,2.3248484760451116e-4,5.2687913557918345e-5
H16_A2253,Cell_membrane,6.3742566447512335e-6,7.267037262418592e-6,1.7036349214491835e-6,9.836900048790283e-6,5.116585597553103e-6
H16_A2254,Cell_membrane,4.4702150675091326e-6,5.231595552672039e-6,5.139339641621402e-6,1.6287052259307753e-5,7.734120703547498e-6
H16_A2255,Cell_membrane,3.899404159769944e-5,5.186143302147266e-5,6.013059294206566e-5,5.00463533121292e-5,7.014715798484056e-5
H16_A2256,Cell_membrane,1.0789254376505894e-4,2.6724177984794326e-4,6.790691794353479e-5,9.221378782309087e-5,1.3511806964263694e-4
H16_A2257,Cytoplasm,4.35815512456638e-4,3.654235901655517e-4,4.26777873698633e-4,3.8130120936715937e-4,3.3120885163409635e-4
H16_A2258,Cytoplasm,1.0987408071763113e-5,1.037995282998134e-5,1.8457940211153812e-5,3.694279863902251e-5,1.5704667009580426e-5
H16_A2259,Cytoplasm,7.1453865464686366e-6,1.0571682284547273e-5,1.011874740828402e-5,7.963283280859976e-6,5.6899770521717215e-6
H16_A2262,Cytoplasm,2.2864478226108665e-4,1.92004794989414e-4,2.0265787227459792e-4,1.3804488365316478e-4,1.4986963884022994e-4
H16_A2263,Cytoplasm,2.069726903479726e-4,2.3286573501186324e-4,3.278997082881685e-4,2.3730637871527809e-4,2.0138392659616464e-4
H16_A2264,Cytoplasm,1.467335807276393e-4,1.4214203437848356e-4,1.9472329494514974e-4,3.3380216425830657e-4,3.260865298376861e-4
H16_A2265,Cytoplasm,1.1423040862493483e-4,1.7037112323020555e-4,2.3601535482251258e-4,3.0425643059946996e-4,3.0933717119533083e-4
H16_A2266,Cytoplasm,5.97571484605602e-4,8.137556599902696e-4,9.003955428311829e-4,8.175813654880155e-4,9.311266764167248e-4
H16_A2267,Cytoplasm,8.84445652287298e-5,2.763946839123866e-4,2.157727687551029e-4,3.248450145158406e-4,3.937387492440708e-4
H16_A2268,Cytoplasm,4.3171930287621646e-4,4.607510192033235e-4,3.620908540630069e-4,4.1381638659918995e-4,4.436801439008792e-4
H16_A2269,Cytoplasm,0.001623875672258802,0.0012207762037823135,0.0013020234034253275,0.001180349862635479,9.61153396634441e-4
H16_A2270,Cytoplasm,2.5709915081658063e-4,3.9045987391433045e-4,4.1330427717971665e-4,4.738857392403562e-4,4.241258406568111e-4
H16_A2271,Cytoplasm,5.160183028707108e-5,5.976426702640587e-5,4.6869914751094365e-5,6.766163075952493e-5,5.251580707090265e-5
H16_A2274,Cytoplasm,2.1026454735782995e-4,2.328023544071399e-4,3.0509605221573166e-4,4.0141273447847313e-4,5.3713637802594e-4
H16_A2275,Cytoplasm,5.1534134188021756e-5,1.1650570807654766e-4,8.691998616957752e-5,7.586591574959475e-5,1.0352700133175838e-4
H16_A2276,Cytoplasm,0.002980653915503833,0.003440281895188691,0.003610221649589116,0.003138635949953605,0.003518348683188155
H16_A2277,Cytoplasm,0.0015573417733481768,0.002073369401651352,0.0018783103808367055,0.001356874449974117,0.0016195593448652557
H16_A2278,Cytoplasm,4.887119553505633e-5,5.764925115791502e-5,4.1595828729443946e-5,3.5487754453921e-5,5.072017274720518e-5
H16_A2279,Cytoplasm,0.0020899754240781493,0.0030679667851222924,0.0033790181114254796,0.0022719634827254812,0.002702285090424679
H16_A2280,Cytoplasm,1.0587510900482959e-4,1.460852675917091e-4,1.256678099402335e-4,1.0019886687442208e-4,9.184147845964268e-5
H16_A2281,Cytoplasm,1.3808435845283893e-4,9.065908557784101e-5,9.484432645991958e-5,9.545245427617468e-5,1.0767261699225065e-4
H16_A2283,Cytoplasm,6.528294033899958e-5,9.005125052597304e-5,7.518908054472549e-5,1.2136719911888995e-4,1.2716708866700524e-4
H16_A2284,Cytoplasm,4.197272455637292e-5,1.5034323886768126e-5,2.7988581683162877e-5,8.578051659241324e-5,6.482056987342203e-5
H16_A2285,Cytoplasm,9.339819986907071e-6,2.03468674050409e-5,1.6515603882254386e-5,2.280578313847623e-5,1.7013081228742036e-5
H16_A2287,Cytoplasm,1.955959502008079e-4,2.2520680754848954e-4,1.6602308450425551e-4,1.1799233383892763e-4,1.3399470240679803e-4
H16_A2289,Cytoplasm,1.7971618003816275e-5,1.5763544245567932e-5,2.937369789306144e-5,3.088231562542353e-5,5.8778977785608474e-5
H16_A2290,Cytoplasm,6.902813569270063e-4,5.232867522743688e-4,3.322313238360406e-4,1.6729851264813593e-4,1.507938840924934e-4
H16_A2291,Cytoplasm,2.0048575473382646e-4,2.4132305346619886e-4,2.7010642021480614e-4,4.236507062707117e-4,5.274417880443886e-4
H16_A2292,Cell_membrane,2.837305886826818e-6,3.3054386053364943e-6,6.372579478750993e-6,5.859054373232614e-6,2.4668799789347534e-6
H16_A2294,Cell_membrane,3.3241667404545697e-4,0.00036847816435518896,4.002559644165103e-4,5.520361015796461e-4,7.341920430693025e-4
