,gene,reaction_id,reaction_name,reaction_reaction,LB_medium,EX_fru_e_EX_nh4_e,EX_succ_e_EX_nh4_e,EX_formate_e_EX_nh4_e
784,H16_A0831,MNAO13,Monoamine oxidase,aptrc_c + h2o_c + o2_c --> h2o2_c + n4aab_c + nh4_c,0,0,0,0
785,H16_A0831,MNAO11,Monoamine oxidase,aeioh_c + h2o_c + o2_c --> 5hoxindact_c + h2o2_c + nh4_c,0,0,0,0
786,H16_A0831,MNAO14,Monoamine oxidase,3hxkynam_c + o2_c --> 48dhoxquin_c + h2o2_c + nh4_c,0,0,0,0
787,H16_A0831,MNAO9,Monoamine oxidase,h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c,0,0,0,0
788,H16_A0831,MNAO3,Monoamine oxidase,h2o_c + o2_c + tym_c --> 4hoxpacd_c + h2o2_c + nh4_c,0,0,0,0
789,H16_A0831,MNAO15,Monoamine oxidase,dopa_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c,0,0,0,0
790,H16_A0831,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,0,0,0,0
791,H16_A0831,MNAO12,Monoamine oxidase,h2o_c + o2_c + tyrpm_c --> h2o2_c + i3aa_c + nh4_c,0,0,0,0
792,H16_A0831,MNAO7,Monoamine oxidase,h2o_c + normete__L_c + o2_c --> 3m4hpga_c + h2o2_c + nh4_c,0,0,0,0
793,H16_A2931,DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0,0,0,0
794,H16_A2931,DCTPDA2,DCTP deaminase,ctp_c + h2o_c + h_c --> nh4_c + utp_c,0,0,0,0
795,H16_A1404,ADPRDP,ADPribose diphosphatase,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,0,0,0,0
796,H16_A3619,FOMETRi,Aminomethyltransferase,h_c + samprot_c + thf_c --> dlipop_c + mlthf_c + nh4_c,0,0,0,0
797,H16_A3619,THFAT,Tetrahydrofolate aminomethyltransferase,h2o_c + methf_c --> 5fthf_c + h_c,0,0,0,0
798,H16_A3619,GLYAMT,Aminomethyltransferase,gly_c + nad_c + thf_c <=> co2_c + mlthf_c + nadh_c + nh4_c,0,0,0,0
799,H16_A1567,FOMETRi,Aminomethyltransferase,h_c + samprot_c + thf_c --> dlipop_c + mlthf_c + nh4_c,0,0,0,0
800,H16_A1567,THFAT,Tetrahydrofolate aminomethyltransferase,h2o_c + methf_c --> 5fthf_c + h_c,0,0,0,0
801,H16_A1567,GLYAMT,Aminomethyltransferase,gly_c + nad_c + thf_c <=> co2_c + mlthf_c + nadh_c + nh4_c,0,0,0,0
802,H16_A0362,MACACI,Maleylacetoacetate isomerase,4maac_c --> 4faac_c,0,0,0,0
803,H16_A0249,FORTF,5-formyltetrahydrofolate cyclo-ligase,5fthf_c + atp_c --> adp_c + methf_c + pi_c,0,0,0,0
804,H16_A3242,GUAPRT,Guanine phosphoribosyltransferase,gua_c + prpp_c --> gmp_c + h_c + ppi_c,0,0,0,0
805,H16_A3242,XPPT,Xanthine phosphoribosyltransferase,prpp_c + xan_c --> h_c + ppi_c + xmp_c,0,0,0,0
806,H16_A3242,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> h_c + imp_c + ppi_c,0,0,0,0
807,H16_A3242,ADPRT4,Adenine phosphoribosyltransferase,amp_c + h_c + ppi_c <=> ade_c + prpp_c,0,0,0,0
808,H16_A1297,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
809,H16_A1887,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
810,H16_B1369,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
811,H16_B0662,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
812,H16_B1771,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
813,H16_A0868,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
814,H16_B0380,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
815,H16_A1528,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
816,H16_A1720,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
817,H16_A1438,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
818,H16_B0759,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
819,H16_A0872,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
820,H16_B0406,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
821,H16_A1713,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
822,H16_A1445,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
823,H16_A0867,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
824,H16_B0381,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
825,H16_B0668,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
826,H16_A2148,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
827,H16_A0170,ACACT1r,Acetyl-CoA C-acetyltransferase,2.0 accoa_c <=> aacoa_c + coa_c,0,0,0,0
828,H16_A3009,ASP4DC,Aspartate 4-decarboxylase,asp__L_c + h_c --> ala__L_c + co2_c,0,0,0,0
829,H16_A3009,CYSSADS,L-cysteine sulfinic acid desulfurase,3sala_c + h_c --> ala__L_c + so2_c,0,0,0,0
830,H16_A2993,SHCHCC,Sirohydrochlorin cobaltochelatase,cobalt2_c + scl_c --> cobtpc_c + 2.0 h_c,0,0,0,0
831,H16_A0479,DHR,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,0,0,0,0
832,H16_A2546,PPGS,Phosphatidylglycerol synthase,cdpdag_MRSA_c + glyc3p_c --> cmp_c + pgp_c,0,0,0,0
833,H16_B0873,GENDO,"Gentisate 1,2-dioxygenase",gensa_c + o2_c --> h_c + malpyr_c,0,0,0,0
834,H16_A1363,HATRAZE1,Hydroxyatrazine ethylaminohydrolase,h2o_c + h_c + hatrz_c --> ethlam_c + isoppam_c,0,0,0,0
835,H16_A1363,HATRAZE2,Hydroxyatrazine ethylaminohydrolase,2c4h6at_c + h2o_c --> ammld_c + h_c + hcl_c,0,0,0,0
836,H16_B0626,ADSK,Adenylyl-sulfate kinase,aps_c + atp_c --> adp_c + h_c + paps_c,1,1,1,1
837,H16_B0626,SADT,Sulfate adenylyltransferase,atp_c + so4_c --> aps_c + ppi_c,1,1,1,1
838,H16_B0626,ADSLFK2,Adenylyl-sulfate kinase,adsel_c + atp_c --> 3padsel_c + adp_c,1,1,1,1
839,H16_A1134,FCLT,Ferrochelatase,fe2_c + ppp9_c --> 2.0 h_c + pth_c,0,0,0,0
840,H16_B1418,TRPD,"Tryptophan 2,3-dioxygenase",o2_c + trp__L_c --> forkn_c,0,0,0,0
841,H16_A2816,TRPD,"Tryptophan 2,3-dioxygenase",o2_c + trp__L_c --> forkn_c,0,0,0,0
842,H16_A0282,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
843,H16_A0282,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
844,H16_A0282,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
845,H16_A0282,HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hib_c + nad_c <=> h_c + mmtsa_c + nadh_c,0,0,0,0
846,H16_A0282,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
847,H16_A0282,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
848,H16_B0388,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
849,H16_B0388,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
850,H16_B0388,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
851,H16_B0388,HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hib_c + nad_c <=> h_c + mmtsa_c + nadh_c,0,0,0,0
852,H16_B0388,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
853,H16_B0388,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
854,H16_A1102,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
855,H16_A1102,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
856,H16_A1102,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
857,H16_A1102,HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hib_c + nad_c <=> h_c + mmtsa_c + nadh_c,0,0,0,0
858,H16_A1102,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
859,H16_A1102,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
860,H16_A1102,3HBCDH,3-hydroxybutyryl-CoA dehydrogenase,3hbcoa_c + nadp_c --> aacoa_c + h_c + nadph_c,0,0,0,0
861,H16_A0602,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
862,H16_A0602,HPCOR,3-hydroxypropionyl-CoA:NADP+ oxidoreductase,3oppcoa_c + h_c + nadph_c <=> 3hpcoa_c + nadp_c,0,0,0,0
863,H16_A0602,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
864,H16_A0602,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
865,H16_A0602,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
866,H16_A0602,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
867,H16_B1652,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
868,H16_B1652,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
869,H16_B1652,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
870,H16_B1652,HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hib_c + nad_c <=> h_c + mmtsa_c + nadh_c,0,0,0,0
871,H16_B1652,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
872,H16_B1652,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
873,H16_A1888,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
874,H16_A1888,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
875,H16_A1888,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
876,H16_A1888,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
877,H16_A1888,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
878,H16_B0724,HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3h5m4ecoa_c + nad_c --> 5m3o4hcoa_c + h_c + nadh_c,0,0,0,0
879,H16_B0724,ENCOAH3,Enoyl-CoA hydratase,3mccoa_c + h2o_c <=> hivcoa_c,0,0,0,0
880,H16_B0724,ENCOAH6,Enoyl-CoA hydratase,carpcoa_c + h2o_c --> 3hadpcoa_c,0,0,0,0
881,H16_B0724,BZACCOAT,Benzoyl acetyl-CoA thiolase,bzaccoa_c + coa_c --> accoa_c + benzcoa_c,0,0,0,0
882,H16_B0724,ENCOAH4,Enoyl-CoA hydratase,2mp2coa_c + h2o_c --> 3hibutcoa_c,0,0,0,0
883,H16_B0724,HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,0,0,0,0
884,H16_B0724,ENCOAH7,Enoyl-CoA hydratase,2e5mhdcoa_c + h2o_c --> 3h5m4ecoa_c,0,0,0,0
885,H16_B0724,HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hmbcoa_c + nad_c <=> 2maaccoa_c + h_c + nadh_c,0,0,0,0
886,H16_B0724,ENCOAH2,Enoyl-CoA hydratase,3hpcoa_c <=> h2o_c + prpncoa_c,0,0,0,0
887,H16_B0724,HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0,0,0,0
888,H16_B0724,ENCOAH1,Enoyl-CoA hydratase,3hbcoa_c <=> b2coa_c + h2o_c,0,0,0,0
889,H16_B0724,ENCOAH5,Enoyl-CoA hydratase,2m2ecoa_c + h2o_c --> 3hmbcoa_c,0,0,0,0
890,H16_A3084,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,1,1,1,1
891,H16_A0183,BTS4,Biotin synthase,amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c,0,0,0,0
892,H16_B1813,PPG2DGp,Phosphogluconate 2-dehydrogenase,6pgc_c + nadp_c --> 2dhglcn6p_c + h_c + nadph_c,0,0,0,0
893,H16_B1813,PPG2DG,Phosphogluconate 2-dehydrogenase,6pgc_c + nad_c --> 2dhglcn6p_c + h_c + nadh_c,0,0,0,0
894,H16_A0749,NADSG,NAD+ synthase (glutamine hydrolysing),atp_c + dnad_c + gln__L_c + h2o_c --> amp_c + glu__L_c + h_c + nad_c + ppi_c,1,1,1,1
895,H16_A3278,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,1,1,1,1
896,H16_B2459,AMDS3,Amidase,guadbut_c + h2o_c --> guadbutn_c + nh4_c,0,0,0,0
897,H16_B2459,AMDS2,Amidase,h2o_c + id3act_c --> i3ac_c + nh4_c,0,0,0,0
898,H16_B2459,AMID2,Amidase,aa_c + h2o_c --> nh4_c + propen_c,0,0,0,0
899,H16_B2459,AMDS6,Amidase,bzmd_c + h2o_c --> bz_c + nh4_c,0,0,0,0
900,H16_B2459,FORA,Formamidase,frmd_c + h2o_c --> for_c + nh4_c,0,0,0,0
901,H16_B2459,HMR_7756,2-Phenylacetamide Amidohydrolase,M00673_c + h2o_c --> nh4_c + pac_c,0,0,0,0
902,H16_A1469,AMDS3,Amidase,guadbut_c + h2o_c --> guadbutn_c + nh4_c,0,0,0,0
903,H16_A1469,AMDS2,Amidase,h2o_c + id3act_c --> i3ac_c + nh4_c,0,0,0,0
904,H16_A1469,AMID2,Amidase,aa_c + h2o_c --> nh4_c + propen_c,0,0,0,0
905,H16_A1469,AMDS6,Amidase,bzmd_c + h2o_c --> bz_c + nh4_c,0,0,0,0
906,H16_A1469,HMR_7756,2-Phenylacetamide Amidohydrolase,M00673_c + h2o_c --> nh4_c + pac_c,0,0,0,0
907,H16_B1874,AMDS3,Amidase,guadbut_c + h2o_c --> guadbutn_c + nh4_c,0,0,0,0
908,H16_B1874,AMDS2,Amidase,h2o_c + id3act_c --> i3ac_c + nh4_c,0,0,0,0
909,H16_B1874,AMID2,Amidase,aa_c + h2o_c --> nh4_c + propen_c,0,0,0,0
910,H16_B1874,AMDS6,Amidase,bzmd_c + h2o_c --> bz_c + nh4_c,0,0,0,0
911,H16_B1874,HMR_7756,2-Phenylacetamide Amidohydrolase,M00673_c + h2o_c --> nh4_c + pac_c,0,0,0,0
912,H16_A0037,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
913,H16_B2220,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
914,H16_B1034,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
915,H16_A1263,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
916,H16_A0038,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
917,H16_B1533,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
918,H16_B2521,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
919,H16_B2227,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
920,H16_B1004,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
921,H16_B0422,TAUDO,Taurine dioxygenase,akg_c + o2_c + taur_c --> aacald_c + co2_c + so3_c + succ_c,0,0,0,0
922,H16_B1365,ACPCD,1-aminocyclopropane-1-carboxylate deaminase,1acpc_c + h2o_c <=> 2obut_c + nh4_c,0,0,0,0
923,H16_B2447,PAAD8,Phenylacrylic acid decarboxylase,dda_c + h_c --> co2_c + ddm_c,0,0,0,0
924,H16_B2447,PAAD5,Phenylacrylic acid decarboxylase,4.0 h_c + 2.0 homogen_c + 2.0 nadph_c + 3.0 o2_c --> 2.0 HC01522_c + 2.0 co2_c + 4.0 h2o_c + 2.0 nadp_c,0,0,0,0
925,H16_B2447,PAAD4,Phenylacrylic acid decarboxylase,L_dpchrm_c + h_c --> co2_c + dhid_c,0,0,0,0
926,H16_B2447,PAAD9,Phenylacrylic acid decarboxylase,h2o_c + h_c + zoe_c --> 4h2opntn_c + co2_c,0,0,0,0
927,H16_B2447,2HISOPD,2-hydroxyisophthalate decarboxylase,h_c + hxsp_c --> co2_c + salc_c,0,0,0,0
928,H16_B2447,PAAD6,Phenylacrylic acid decarboxylase,h_c + hlk_c --> 3hxkynam_c + co2_c,0,0,0,0
929,H16_B2447,PAAD1,Phenylacrylic acid decarboxylase,h_c + hedc_c --> co2_c + pyr_c,0,0,0,0
930,H16_B2447,PAAD2,Phenylacrylic acid decarboxylase,a4ic_c + h_c --> amdz_c + co2_c,0,0,0,0
931,H16_B2447,PAAD7,Phenylacrylic acid decarboxylase,3opp_c + h_c --> acald_c + co2_c,0,0,0,0
932,H16_B2447,PAAD3,Phenylacrylic acid decarboxylase,2.0 2c23dh56dhoxin_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 dhid_c + 2.0 h2o_c,0,0,0,0
933,H16_A0239,TMPPP,Thiamine-phosphate diphosphorylase,2mahmp_c + 4mpetz_c --> ppi_c + thmmp_c,1,1,1,1
934,H16_B1836,NTPPD7,2-nitropropane dioxygenase,12anthcd_c + o2_c --> carvnapc_c + 2.0 h_c,0,0,0,0
935,H16_B1836,12DHFD,"1,2-dihydroxyfluorene 1,1a-dioxygenase",12dhflu_c + o2_c --> h_c + hodhiyb2e_c,0,0,0,0
936,H16_B1836,NTPPD3,2-nitropropane dioxygenase,dchdchche_c + o2_c --> h_c + ohchtcht_c,0,0,0,0
937,H16_B1836,NTPPD9,2-nitropropane dioxygenase,3h2napth_c + o2_c --> cmcdopp_c + h_c,0,0,0,0
938,H16_B1836,34DHFD,"3,4-dihydroxyfluorene 4,4a-dioxygenase",34dhflu_c + o2_c --> h_c + hodhiybe_c,0,0,0,0
939,H16_B1836,NTPPD6,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + phentrc_c --> c34dhphe_c + nad_c,0,0,0,0
940,H16_B1836,PROTCDp,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadph_c + o2_c --> co2_c + h2o_c + nadp_c + thbn_c,0,0,0,0
941,H16_B1836,NTPPD5,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + styrene_c --> nad_c + strcg_c,0,0,0,0
942,H16_B1836,NTPPD8,2-nitropropane dioxygenase,12anthcd_c + o2_c --> h_c + hnapoxen_c,0,0,0,0
943,H16_B1836,NTPPD2,2-nitropropane dioxygenase,23doddt_c + o2_c --> h_c + ohtchod_c,0,0,0,0
944,H16_B1836,PROTCD,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + thbn_c,0,0,0,0
945,H16_B1836,NTPPD4,2-nitropropane dioxygenase,4sulcat_c + o2_c --> 3sulmc_c + 2.0 h_c,0,0,0,0
946,H16_B1836,NPPDO,2-nitropropane dioxygenase,dhnapthsul_c + o2_c --> h_c + hsulpob_c,0,0,0,0
947,H16_A0633,NTPPD7,2-nitropropane dioxygenase,12anthcd_c + o2_c --> carvnapc_c + 2.0 h_c,0,0,0,0
948,H16_A0633,12DHFD,"1,2-dihydroxyfluorene 1,1a-dioxygenase",12dhflu_c + o2_c --> h_c + hodhiyb2e_c,0,0,0,0
949,H16_A0633,NTPPD3,2-nitropropane dioxygenase,dchdchche_c + o2_c --> h_c + ohchtcht_c,0,0,0,0
950,H16_A0633,NTPPD9,2-nitropropane dioxygenase,3h2napth_c + o2_c --> cmcdopp_c + h_c,0,0,0,0
951,H16_A0633,34DHFD,"3,4-dihydroxyfluorene 4,4a-dioxygenase",34dhflu_c + o2_c --> h_c + hodhiybe_c,0,0,0,0
952,H16_A0633,NTPPD6,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + phentrc_c --> c34dhphe_c + nad_c,0,0,0,0
953,H16_A0633,PROTCDp,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadph_c + o2_c --> co2_c + h2o_c + nadp_c + thbn_c,0,0,0,0
954,H16_A0633,NTPPD5,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + styrene_c --> nad_c + strcg_c,0,0,0,0
955,H16_A0633,NTPPD8,2-nitropropane dioxygenase,12anthcd_c + o2_c --> h_c + hnapoxen_c,0,0,0,0
956,H16_A0633,NTPPD2,2-nitropropane dioxygenase,23doddt_c + o2_c --> h_c + ohtchod_c,0,0,0,0
957,H16_A0633,PROTCD,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + thbn_c,0,0,0,0
958,H16_A0633,NTPPD4,2-nitropropane dioxygenase,4sulcat_c + o2_c --> 3sulmc_c + 2.0 h_c,0,0,0,0
959,H16_A0633,NPPDO,2-nitropropane dioxygenase,dhnapthsul_c + o2_c --> h_c + hsulpob_c,0,0,0,0
960,H16_B0223,NTPPD7,2-nitropropane dioxygenase,12anthcd_c + o2_c --> carvnapc_c + 2.0 h_c,0,0,0,0
961,H16_B0223,12DHFD,"1,2-dihydroxyfluorene 1,1a-dioxygenase",12dhflu_c + o2_c --> h_c + hodhiyb2e_c,0,0,0,0
962,H16_B0223,NTPPD3,2-nitropropane dioxygenase,dchdchche_c + o2_c --> h_c + ohchtcht_c,0,0,0,0
963,H16_B0223,NTPPD9,2-nitropropane dioxygenase,3h2napth_c + o2_c --> cmcdopp_c + h_c,0,0,0,0
964,H16_B0223,34DHFD,"3,4-dihydroxyfluorene 4,4a-dioxygenase",34dhflu_c + o2_c --> h_c + hodhiybe_c,0,0,0,0
965,H16_B0223,NTPPD6,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + phentrc_c --> c34dhphe_c + nad_c,0,0,0,0
966,H16_B0223,PROTCDp,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadph_c + o2_c --> co2_c + h2o_c + nadp_c + thbn_c,0,0,0,0
967,H16_B0223,NTPPD5,2-nitropropane dioxygenase,h_c + nadh_c + o2_c + styrene_c --> nad_c + strcg_c,0,0,0,0
968,H16_B0223,NTPPD8,2-nitropropane dioxygenase,12anthcd_c + o2_c --> h_c + hnapoxen_c,0,0,0,0
969,H16_B0223,NTPPD2,2-nitropropane dioxygenase,23doddt_c + o2_c --> h_c + ohtchod_c,0,0,0,0
970,H16_B0223,PROTCD,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + thbn_c,0,0,0,0
971,H16_B0223,NTPPD4,2-nitropropane dioxygenase,4sulcat_c + o2_c --> 3sulmc_c + 2.0 h_c,0,0,0,0
