,gene,reaction_id,reaction_name,reaction_reaction,LB_medium,EX_fru_e_EX_nh4_e,EX_succ_e_EX_nh4_e,EX_formate_e_EX_nh4_e
0,H16_B1009,UNSMONO,Unspecific monooxygenase,h2o_c + parat_c --> h2s_c + h_c + parax_c,0,0,0,0
1,H16_B0939,UNSMONO,Unspecific monooxygenase,h2o_c + parat_c --> h2s_c + h_c + parax_c,0,0,0,0
2,H16_A3637,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
3,H16_A3639,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
4,H16_A3641,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
5,H16_A3640,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
6,H16_A3643,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
7,H16_A3636,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
8,H16_A3642,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
9,H16_A3638,ATPS4m,ATP synthase (four protons for one ATP),adp_c + 4.0 h_e + pi_c <=> atp_c + h2o_c + 3.0 h_c,0,0,0,1
10,H16_A0448,OPHHX3,2-Octaprenylphenol hydroxylase (anaerobic),2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,1,1,1,1
11,H16_A0448,OCPPH1,2-Octaprenylphenol hydroxylase,2.0 2oph_c + o2_c --> 2.0 2ohph_c,1,1,1,1
12,H16_A0448,OPHHX,2-Octaprenylphenol hydroxylase,2oph_c + h_c + nadph_c + o2_c --> 2ohph_c + h2o_c + nadp_c,1,1,1,1
13,H16_A2704,DHFR3p,Dihydrofolate reductase,fol_c + h2_c + h_c + nadph_c --> nadp_c + thf_c,1,1,1,1
14,H16_A2704,DHFR2,Dihydrofolate reductase,dhf_c + nad_c <=> fol_c + h_c + nadh_c,1,1,1,1
15,H16_A2704,DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,1,1,1,1
16,H16_A2704,DHFR2p,Dihydrofolate reductase,dhf_c + nadp_c <=> fol_c + h_c + nadph_c,1,1,1,1
17,H16_A2704,DHFR3,Dihydrofolate reductase,fol_c + h2_c + h_c + nadh_c --> nad_c + thf_c,1,1,1,1
18,H16_A0182,DBTS,Dethiobiotin synthase,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,0,0,0,0
19,H16_A2891,PPPGO3,Protoporphyrinogen oxidase (anaerobic),3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c,0,0,0,0
20,H16_A2891,PPPGO,Protoporphyrinogen oxidase (aerobic),3.0 o2_c + 2.0 pppg9_c --> 6.0 h2o_c + 2.0 ppp9_c,0,0,0,0
21,H16_B2453,PPPGO3,Protoporphyrinogen oxidase (anaerobic),3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c,0,0,0,0
22,H16_B2453,PPPGO,Protoporphyrinogen oxidase (aerobic),3.0 o2_c + 2.0 pppg9_c --> 6.0 h2o_c + 2.0 ppp9_c,0,0,0,0
23,H16_A1569,DTMPK,DTMP kinase,atp_c + dtmp_c + h_c <=> adp_c + dtdp_c,1,1,1,1
24,H16_A1569,URIDK2r,Uridylate kinase (dUMP),atp_c + dump_c + h_c <=> adp_c + dudp_c,1,1,1,1
25,H16_A1186,KDO8PS,2-dehydro-3-deoxyphosphooctonate aldolase (3-deoxy-D-manno-octulosonic-acid 8-phosphate synthase),ara5p_c + h2o_c + pep_c --> h_c + kdo8p_c + pi_c,1,1,1,1
26,H16_B1593,CYTDA,Cytosine deaminase,5mcsn_c + h2o_c + h_c <=> nh4_c + thym_c,0,0,0,0
27,H16_B1593,CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,0,0,0,0
28,H16_A0272,BAPT2,Beta-alanine-pyruvate transaminase,ala__L_c + mmtsa_c <=> 3aib_c + pyr_c,0,0,0,0
29,H16_A0272,BAPYRT,Beta-alanine-pyruvate transaminase,3opp_c + ala__L_c <=> bala_c + pyr_c,0,0,0,0
30,H16_B2033,DADA,Deoxyadenosine deaminase,dad_2_c + h2o_c + h_c --> din_c + nh4_c,0,0,0,0
31,H16_B2033,ADA,Adenosine deaminase,adn_c + h2o_c + h_c --> ins_c + nh4_c,0,0,0,0
32,H16_A1014,DADA,Deoxyadenosine deaminase,dad_2_c + h2o_c + h_c --> din_c + nh4_c,0,0,0,0
33,H16_A1014,ADA,Adenosine deaminase,adn_c + h2o_c + h_c --> ins_c + nh4_c,0,0,0,0
34,H16_A2012,DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <=> 2dr1p_c + ura_c,0,0,0,0
35,H16_A2012,TMDPP,Thymidine phosphorylase,pi_c + thymd_c <=> 2dr1p_c + thym_c,0,0,0,0
36,H16_A2012,PUNP3,Purine-nucleoside phosphorylase (Guanosine),gsn_c + pi_c <=> gua_c + r1p_c,0,0,0,0
37,H16_A2012,PUNP1,Purine-nucleoside phosphorylase (Adenosine),adn_c + pi_c <=> ade_c + r1p_c,0,0,0,0
38,H16_A2012,PUNP7,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <=> r1p_c + xan_c,0,0,0,0
39,H16_A2012,PUNP5,Purine-nucleoside phosphorylase (Inosine),ins_c + pi_c <=> hxan_c + r1p_c,0,0,0,0
40,H16_A2012,PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),dgsn_c + pi_c <=> 2dr1p_c + gua_c,0,0,0,0
41,H16_A2012,PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,0,0,0,0
42,H16_A2012,PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),dad_2_c + pi_c <=> 2dr1p_c + ade_c,0,0,0,0
43,H16_A0913,NNATr,Nicotinate-nucleotide adenylyltransferase,atp_c + nicrnt_c <=> dnad_c + h_c + ppi_c,1,1,1,1
44,H16_A0913,NMNAT,Nicotinamide-nucleotide adenylyltransferase,atp_c + nmn_c --> nad_c + ppi_c,1,1,1,1
45,H16_A1230,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
46,H16_A1230,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
47,H16_A1230,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
48,H16_A1230,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
49,H16_A1718,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
50,H16_A1718,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
51,H16_A1718,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
52,H16_A1718,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
53,H16_A0866,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
54,H16_A0866,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
55,H16_A0866,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
56,H16_A0866,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
57,H16_B2522,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
58,H16_B2522,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
59,H16_B2522,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
60,H16_B2522,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
61,H16_A1700,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
62,H16_A1700,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
63,H16_A1700,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
64,H16_A1700,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
65,H16_A2807,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
66,H16_A2807,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
67,H16_A2807,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
68,H16_A2807,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
69,H16_A0871,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
70,H16_A0871,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
71,H16_A0871,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
72,H16_A0871,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
73,H16_A2252,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
74,H16_A2252,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
75,H16_A2252,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
76,H16_A2252,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
77,H16_B1709,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
78,H16_B1709,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
79,H16_B1709,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
80,H16_B1709,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
81,H16_B0677,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
82,H16_B0677,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
83,H16_B0677,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
84,H16_B0677,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
85,H16_A2978,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
86,H16_A2978,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
87,H16_A2978,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
88,H16_A2978,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
89,H16_B1662,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
90,H16_B1662,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
91,H16_B1662,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
92,H16_B1662,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
93,H16_B1148,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
94,H16_B1148,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
95,H16_B1148,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
96,H16_B1148,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
97,H16_A2794,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
98,H16_A2794,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
99,H16_A2794,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
100,H16_A2794,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
101,H16_B0174,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
102,H16_B0174,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
103,H16_B0174,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
104,H16_B0174,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
105,H16_A1519,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
106,H16_A1519,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
107,H16_A1519,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
108,H16_A1519,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
109,H16_B1335,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
110,H16_B1335,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
111,H16_B1335,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
112,H16_B1335,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
113,H16_B1264,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
114,H16_B1264,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
115,H16_B1264,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
116,H16_B1264,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
117,H16_B0910,CCPPCCOAL,Cyclopropanecarboxylate:CoA ligase,atp_c + ccppc_c + coa_c --> adp_c + ccppccoa_c + pi_c,0,0,0,0
118,H16_B0910,ADIPL,Adipate-CoA ligase,adip_c + atp_c + coa_c --> adipcoa_c + amp_c + h_c + ppi_c,0,0,0,0
119,H16_B0910,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,0,0,0,0
120,H16_B0910,HIBHrm,3-hydroxyisobutyryl-CoA hydrolase,3hpcoa_c + adp_c + pi_c <=> 3hpp_c + atp_c + coa_c,0,0,0,0
121,H16_A3275,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,1,1,1,1
122,H16_B0496,4HPHEA1,4-hydroxyphenylacetate-3-hydroxylase,h_c + hpheac_c + nadh_c + o2_c --> 34dhpheac_c + h2o_c + nad_c,0,0,0,0
123,H16_B0496,4HPHEA2,4-hydroxyphenylacetate-3-hydroxylase,4hphac_c + h_c + nadh_c + o2_c --> 34dhpheac_c + h2o_c + nad_c,0,0,0,0
124,H16_A0499,GPDDA3,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,0,0,0,0
125,H16_A0499,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,0,0,0,0
126,H16_A0499,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,0,0,0,0
127,H16_A0499,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_c + h2o_c --> choline_c + glyc3p_c + h_c,0,0,0,0
128,H16_A0499,GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),g3pi_c + h2o_c --> glyc3p_c + h_c + mi_c,0,0,0,0
129,H16_A2326,GPDDA3,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,0,0,0,0
130,H16_A2326,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,0,0,0,0
131,H16_A2326,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,0,0,0,0
132,H16_A2326,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),g3pc_c + h2o_c --> choline_c + glyc3p_c + h_c,0,0,0,0
133,H16_A2326,GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),g3pi_c + h2o_c --> glyc3p_c + h_c + mi_c,0,0,0,0
134,H16_A0427,THRD_L,Threonine dehydratase,thr__L_c --> 2obut_c + nh4_c,0,0,0,0
135,H16_A0427,SERD_L,L-serine deaminase,ser__L_c --> nh4_c + pyr_c,0,0,0,0
136,H16_B0554,THRD_L,Threonine dehydratase,thr__L_c --> 2obut_c + nh4_c,0,0,0,0
137,H16_B0554,SERD_L,L-serine deaminase,ser__L_c --> nh4_c + pyr_c,0,0,0,0
138,H16_A3107,HBZOPT,Hydroxybenzoate octaprenyltransferase,4hbz_c + opp_c --> 3ophb_c + h_c + ppi_c,1,1,1,1
139,H16_A3107,HEXTT,Trans-hexaprenyltranstransferase,hppp_c + ipdp_c --> h_c + heppp_c + ppi_c,1,1,1,1
140,H16_A3107,HEMEOS,Heme O synthase,frdp_c + h2o_c + h_c + pth_c --> hemeO_c + ppi_c,1,1,1,1
141,H16_B1671,HOMOGD,"Homogentisate 1,2-dioxygenase",homogen_c + o2_c --> 4maac_c + h_c,0,0,0,0
142,H16_A2784,GLNTRS,Glutaminyl-tRNA synthetase,atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + h_c + ppi_c,0,0,0,0
143,H16_A2747,ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,0,0,0,0
144,H16_A2747,ADHEr,Acetaldehyde dehydrogenase,butanal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c,0,0,0,0
145,H16_B0596,ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,0,0,0,0
146,H16_B0596,ADHEr,Acetaldehyde dehydrogenase,butanal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c,0,0,0,0
147,H16_B0551,ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,0,0,0,0
148,H16_B0551,ADHEr,Acetaldehyde dehydrogenase,butanal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c,0,0,0,0
149,H16_A1806,ACALD,Acetaldehyde dehydrogenase (acetylating),acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c,0,0,0,0
150,H16_A1806,ADHEr,Acetaldehyde dehydrogenase,butanal_c + coa_c + nad_c --> btcoa_c + h_c + nadh_c,0,0,0,0
151,H16_A1070,ACDH1,Acyl dehydratase,gl1coa_c + h2o_c <=> hgcoa_c,0,0,0,0
152,H16_A1070,ACDH8,Acyl dehydratase,4c2o4pent_c + h2o_c --> ppyr_c,0,0,0,0
153,H16_A1070,ACDH2,Acyl dehydratase,2hhpdd_c + h2o_c --> 4h2ohep_c,0,0,0,0
154,H16_A1070,ACDH6,Acyl dehydratase,6checoa_c + h2o_c --> hpimcoa_c,0,0,0,0
155,H16_A1070,2H3CBZP,2-hydroxy-3-carboxybenzalpyruvate hydratase-aldolase,2h3cbzpyr_c + h2o_c --> fsalac_c + pyr_c,0,0,0,0
156,H16_A1070,ACDH7,Acyl dehydratase,4c2hmucsah_c + h2o_c --> 4c4h2oadip_c,0,0,0,0
157,H16_A1070,HYDRTS,Naphthyl-2-methylene-succinyl-CoA hydratase,h2o_c + nap2msuccoa_c --> naphmsuccoa_c,0,0,0,0
158,H16_A1070,ACDH4,Acyl dehydratase,2.0 cn_c + h2_c + hcyst_c --> aagcya_c + h_c + hcys__L_c + tcynt_c,0,0,0,0
159,H16_A1070,2H4HMBZP,2-hydroxy-4-hydroxymethylbenzal pyruvate hydratasealdolase,2h4hmbnpyr_c + h2o_c --> 4hmscald_c + pyr_c,0,0,0,0
160,H16_A1070,ACDH3,Acyl dehydratase,2o3e_c + h2o_c --> 4h2ohep_c,0,0,0,0
161,H16_A1070,ACDH5,Acyl dehydratase,6hcecoa_c + h2o_c --> 26dhccoa_c,0,0,0,0
162,H16_A1070,2H3MBZP,2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase,2h3mbzpyr_c + h2o_c --> msalcah_c + pyr_c,0,0,0,0
163,H16_B0359,ACDH1,Acyl dehydratase,gl1coa_c + h2o_c <=> hgcoa_c,0,0,0,0
164,H16_B0359,ACDH8,Acyl dehydratase,4c2o4pent_c + h2o_c --> ppyr_c,0,0,0,0
165,H16_B0359,ACDH2,Acyl dehydratase,2hhpdd_c + h2o_c --> 4h2ohep_c,0,0,0,0
166,H16_B0359,ACDH6,Acyl dehydratase,6checoa_c + h2o_c --> hpimcoa_c,0,0,0,0
167,H16_B0359,2H3CBZP,2-hydroxy-3-carboxybenzalpyruvate hydratase-aldolase,2h3cbzpyr_c + h2o_c --> fsalac_c + pyr_c,0,0,0,0
168,H16_B0359,ACDH7,Acyl dehydratase,4c2hmucsah_c + h2o_c --> 4c4h2oadip_c,0,0,0,0
169,H16_B0359,HYDRTS,Naphthyl-2-methylene-succinyl-CoA hydratase,h2o_c + nap2msuccoa_c --> naphmsuccoa_c,0,0,0,0
170,H16_B0359,ACDH4,Acyl dehydratase,2.0 cn_c + h2_c + hcyst_c --> aagcya_c + h_c + hcys__L_c + tcynt_c,0,0,0,0
171,H16_B0359,2H4HMBZP,2-hydroxy-4-hydroxymethylbenzal pyruvate hydratasealdolase,2h4hmbnpyr_c + h2o_c --> 4hmscald_c + pyr_c,0,0,0,0
172,H16_B0359,ACDH3,Acyl dehydratase,2o3e_c + h2o_c --> 4h2ohep_c,0,0,0,0
173,H16_B0359,ACDH5,Acyl dehydratase,6hcecoa_c + h2o_c --> 26dhccoa_c,0,0,0,0
174,H16_B0359,2H3MBZP,2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase,2h3mbzpyr_c + h2o_c --> msalcah_c + pyr_c,0,0,0,0
175,H16_B0706,ACDH1,Acyl dehydratase,gl1coa_c + h2o_c <=> hgcoa_c,0,0,0,0
176,H16_B0706,ACDH8,Acyl dehydratase,4c2o4pent_c + h2o_c --> ppyr_c,0,0,0,0
177,H16_B0706,ACDH2,Acyl dehydratase,2hhpdd_c + h2o_c --> 4h2ohep_c,0,0,0,0
178,H16_B0706,ACDH6,Acyl dehydratase,6checoa_c + h2o_c --> hpimcoa_c,0,0,0,0
179,H16_B0706,2H3CBZP,2-hydroxy-3-carboxybenzalpyruvate hydratase-aldolase,2h3cbzpyr_c + h2o_c --> fsalac_c + pyr_c,0,0,0,0
180,H16_B0706,ACDH7,Acyl dehydratase,4c2hmucsah_c + h2o_c --> 4c4h2oadip_c,0,0,0,0
181,H16_B0706,HYDRTS,Naphthyl-2-methylene-succinyl-CoA hydratase,h2o_c + nap2msuccoa_c --> naphmsuccoa_c,0,0,0,0
