raw,val,sensor,date,time,type,delta_c,gas_idx,exp_id,block,mu,channel,flow_rate [ml/min],flow [ml/min],strain,condition,c_Frc [g/l],c_NH4Cl [g/l]
184,181,4,2019-07-22,2019-07-22 21:51:01,CO2,181,8,1,1,0.1,4,80,0.0362,PHB-,fructose,0.5,1
20860,19540,1,2019-07-22,2019-07-22 21:51:01,O2,-153.5,10,1,1,0.1,3,80,-0.0307,PHB-,fructose,0.5,1
141,140,1,2019-07-22,2019-07-22 21:52:01,CO2,140,8,1,1,0.1,1,80,0.028,PHB+,fructose,0.5,1
209,207,3,2019-07-22,2019-07-22 21:52:01,CO2,207,8,1,1,0.1,3,80,0.0414,PHB-,fructose,0.5,1
95,97,2,2019-07-22,2019-07-22 21:52:01,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
181,181,4,2019-07-22,2019-07-22 21:52:02,CO2,181,8,1,1,0.1,4,80,0.0362,PHB-,fructose,0.5,1
20860,19540,1,2019-07-22,2019-07-22 21:52:02,O2,-153.5,10,1,1,0.1,3,80,-0.0307,PHB-,fructose,0.5,1
140,142,1,2019-07-22,2019-07-22 21:53:01,CO2,142,8,1,1,0.1,1,80,0.0284,PHB+,fructose,0.5,1
206,201,3,2019-07-22,2019-07-22 21:53:01,CO2,201,8,1,1,0.1,3,80,0.0402,PHB-,fructose,0.5,1
95,93,2,2019-07-22,2019-07-22 21:53:01,CO2,93,8,1,1,0.1,2,80,0.0186,PHB+,fructose,0.5,1
181,181,4,2019-07-22,2019-07-22 21:53:01,CO2,181,8,1,1,0.1,4,80,0.0362,PHB-,fructose,0.5,1
20860,19540,1,2019-07-22,2019-07-22 21:53:01,O2,-153.5,10,1,1,0.1,3,80,-0.0307,PHB-,fructose,0.5,1
136,148,1,2019-07-22,2019-07-22 21:54:01,CO2,148,8,1,1,0.1,1,80,0.0296,PHB+,fructose,0.5,1
209,205,3,2019-07-22,2019-07-22 21:54:01,CO2,205,8,1,1,0.1,3,80,0.041,PHB-,fructose,0.5,1
97,97,2,2019-07-22,2019-07-22 21:54:01,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
181,190,4,2019-07-22,2019-07-22 21:54:01,CO2,190,8,1,1,0.1,4,80,0.038,PHB-,fructose,0.5,1
20850,19530,1,2019-07-22,2019-07-22 21:54:01,O2,-163.5,10,1,1,0.1,3,80,-0.0327,PHB-,fructose,0.5,1
136,148,1,2019-07-22,2019-07-22 21:55:01,CO2,148,8,1,1,0.1,1,80,0.0296,PHB+,fructose,0.5,1
206,210,3,2019-07-22,2019-07-22 21:55:02,CO2,210,8,1,1,0.1,3,80,0.042,PHB-,fructose,0.5,1
95,97,2,2019-07-22,2019-07-22 21:55:02,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
181,179,4,2019-07-22,2019-07-22 21:55:02,CO2,179,8,1,1,0.1,4,80,0.0358,PHB-,fructose,0.5,1
20850,19530,1,2019-07-22,2019-07-22 21:55:02,O2,-163.5,10,1,1,0.1,3,80,-0.0327,PHB-,fructose,0.5,1
140,144,1,2019-07-22,2019-07-22 21:56:01,CO2,144,8,1,1,0.1,1,80,0.0288,PHB+,fructose,0.5,1
208,206,3,2019-07-22,2019-07-22 21:56:01,CO2,206,8,1,1,0.1,3,80,0.0412,PHB-,fructose,0.5,1
95,95,2,2019-07-22,2019-07-22 21:56:01,CO2,95,8,1,1,0.1,2,80,0.019,PHB+,fructose,0.5,1
181,180,4,2019-07-22,2019-07-22 21:56:01,CO2,180,8,1,1,0.1,4,80,0.036,PHB-,fructose,0.5,1
20840,19520,1,2019-07-22,2019-07-22 21:56:01,O2,-173.5,10,1,1,0.1,3,80,-0.0347,PHB-,fructose,0.5,1
140,147,1,2019-07-22,2019-07-22 21:57:01,CO2,147,8,1,1,0.1,1,80,0.0294,PHB+,fructose,0.5,1
207,211,3,2019-07-22,2019-07-22 21:57:01,CO2,211,8,1,1,0.1,3,80,0.0422,PHB-,fructose,0.5,1
94,93,2,2019-07-22,2019-07-22 21:57:01,CO2,93,8,1,1,0.1,2,80,0.0186,PHB+,fructose,0.5,1
180,179,4,2019-07-22,2019-07-22 21:57:01,CO2,179,8,1,1,0.1,4,80,0.0358,PHB-,fructose,0.5,1
20840,19520,1,2019-07-22,2019-07-22 21:57:01,O2,-173.5,10,1,1,0.1,3,80,-0.0347,PHB-,fructose,0.5,1
136,123,1,2019-07-22,2019-07-22 21:58:02,CO2,123,8,1,1,0.1,1,80,0.0246,PHB+,fructose,0.5,1
205,210,3,2019-07-22,2019-07-22 21:58:02,CO2,210,8,1,1,0.1,3,80,0.042,PHB-,fructose,0.5,1
97,99,2,2019-07-22,2019-07-22 21:58:02,CO2,99,8,1,1,0.1,2,80,0.0198,PHB+,fructose,0.5,1
181,184,4,2019-07-22,2019-07-22 21:58:02,CO2,184,8,1,1,0.1,4,80,0.0368,PHB-,fructose,0.5,1
20840,19520,1,2019-07-22,2019-07-22 21:58:02,O2,-173.5,10,1,1,0.1,3,80,-0.0347,PHB-,fructose,0.5,1
143,146,1,2019-07-22,2019-07-22 21:59:01,CO2,146,8,1,1,0.1,1,80,0.0292,PHB+,fructose,0.5,1
205,209,3,2019-07-22,2019-07-22 21:59:01,CO2,209,8,1,1,0.1,3,80,0.0418,PHB-,fructose,0.5,1
93,91,2,2019-07-22,2019-07-22 21:59:01,CO2,91,8,1,1,0.1,2,80,0.0182,PHB+,fructose,0.5,1
181,181,4,2019-07-22,2019-07-22 21:59:01,CO2,181,8,1,1,0.1,4,80,0.0362,PHB-,fructose,0.5,1
20840,19520,1,2019-07-22,2019-07-22 21:59:01,O2,-173.5,10,1,1,0.1,3,80,-0.0347,PHB-,fructose,0.5,1
138,130,1,2019-07-22,2019-07-22 22:00:01,CO2,130,8,1,1,0.1,1,80,0.026,PHB+,fructose,0.5,1
205,197,3,2019-07-22,2019-07-22 22:00:01,CO2,197,8,1,1,0.1,3,80,0.0394,PHB-,fructose,0.5,1
95,97,2,2019-07-22,2019-07-22 22:00:01,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
180,186,4,2019-07-22,2019-07-22 22:00:02,CO2,186,8,1,1,0.1,4,80,0.0372,PHB-,fructose,0.5,1
137,148,1,2019-07-22,2019-07-22 22:01:01,CO2,148,8,1,1,0.1,1,80,0.0296,PHB+,fructose,0.5,1
205,210,3,2019-07-22,2019-07-22 22:01:01,CO2,210,8,1,1,0.1,3,80,0.042,PHB-,fructose,0.5,1
95,95,2,2019-07-22,2019-07-22 22:01:01,CO2,95,8,1,1,0.1,2,80,0.019,PHB+,fructose,0.5,1
176,172,4,2019-07-22,2019-07-22 22:01:01,CO2,172,8,1,1,0.1,4,80,0.0344,PHB-,fructose,0.5,1
141,152,1,2019-07-22,2019-07-22 22:02:01,CO2,152,8,1,1,0.1,1,80,0.0304,PHB+,fructose,0.5,1
201,205,3,2019-07-22,2019-07-22 22:02:01,CO2,205,8,1,1,0.1,3,80,0.041,PHB-,fructose,0.5,1
96,97,2,2019-07-22,2019-07-22 22:02:01,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
185,190,4,2019-07-22,2019-07-22 22:02:02,CO2,190,8,1,1,0.1,4,80,0.038,PHB-,fructose,0.5,1
141,143,1,2019-07-22,2019-07-22 22:03:01,CO2,143,8,1,1,0.1,1,80,0.0286,PHB+,fructose,0.5,1
203,194,3,2019-07-22,2019-07-22 22:03:01,CO2,194,8,1,1,0.1,3,80,0.0388,PHB-,fructose,0.5,1
97,97,2,2019-07-22,2019-07-22 22:03:01,CO2,97,8,1,1,0.1,2,80,0.0194,PHB+,fructose,0.5,1
186,186,4,2019-07-22,2019-07-22 22:03:01,CO2,186,8,1,1,0.1,4,80,0.0372,PHB-,fructose,0.5,1
139,135,1,2019-07-22,2019-07-22 22:04:01,CO2,135,8,1,1,0.1,1,80,0.027,PHB+,fructose,0.5,1
203,210,3,2019-07-22,2019-07-22 22:04:01,CO2,210,8,1,1,0.1,3,80,0.042,PHB-,fructose,0.5,1
97,99,2,2019-07-22,2019-07-22 22:04:01,CO2,99,8,1,1,0.1,2,80,0.0198,PHB+,fructose,0.5,1
184,186,4,2019-07-22,2019-07-22 22:04:01,CO2,186,8,1,1,0.1,4,80,0.0372,PHB-,fructose,0.5,1
139,141,1,2019-07-22,2019-07-22 22:05:01,CO2,141,8,1,1,0.1,1,80,0.0282,PHB+,fructose,0.5,1
202,198,3,2019-07-22,2019-07-22 22:05:01,CO2,198,8,1,1,0.1,3,80,0.0396,PHB-,fructose,0.5,1
97,96,2,2019-07-22,2019-07-22 22:05:02,CO2,96,8,1,1,0.1,2,80,0.0192,PHB+,fructose,0.5,1
186,188,4,2019-07-22,2019-07-22 22:05:02,CO2,188,8,1,1,0.1,4,80,0.0376,PHB-,fructose,0.5,1
20820,19500,1,2019-07-22,2019-07-22 22:05:02,O2,-193.5,11,1,1,0.1,4,80,-0.0387,PHB-,fructose,0.5,1
138,136,1,2019-07-22,2019-07-22 22:06:01,CO2,136,8,1,1,0.1,1,80,0.0272,PHB+,fructose,0.5,1
201,199,3,2019-07-22,2019-07-22 22:06:01,CO2,199,8,1,1,0.1,3,80,0.0398,PHB-,fructose,0.5,1
96,99,2,2019-07-22,2019-07-22 22:06:01,CO2,99,8,1,1,0.1,2,80,0.0198,PHB+,fructose,0.5,1
184,178,4,2019-07-22,2019-07-22 22:06:01,CO2,178,8,1,1,0.1,4,80,0.0356,PHB-,fructose,0.5,1
20820,19500,1,2019-07-22,2019-07-22 22:06:01,O2,-193.5,11,1,1,0.1,4,80,-0.0387,PHB-,fructose,0.5,1
141,141,1,2019-07-22,2019-07-22 22:07:01,CO2,141,8,1,1,0.1,1,80,0.0282,PHB+,fructose,0.5,1
200,192,3,2019-07-22,2019-07-22 22:07:01,CO2,192,8,1,1,0.1,3,80,0.0384,PHB-,fructose,0.5,1
97,100,2,2019-07-22,2019-07-22 22:07:01,CO2,100,8,1,1,0.1,2,80,0.02,PHB+,fructose,0.5,1
186,190,4,2019-07-22,2019-07-22 22:07:01,CO2,190,8,1,1,0.1,4,80,0.038,PHB-,fructose,0.5,1
20830,19510,1,2019-07-22,2019-07-22 22:07:01,O2,-183.5,11,1,1,0.1,4,80,-0.0367,PHB-,fructose,0.5,1
138,135,1,2019-07-22,2019-07-22 22:08:01,CO2,135,8,1,1,0.1,1,80,0.027,PHB+,fructose,0.5,1
201,205,3,2019-07-22,2019-07-22 22:08:02,CO2,205,8,1,1,0.1,3,80,0.041,PHB-,fructose,0.5,1
96,94,2,2019-07-22,2019-07-22 22:08:02,CO2,94,8,1,1,0.1,2,80,0.0188,PHB+,fructose,0.5,1
184,191,4,2019-07-22,2019-07-22 22:08:02,CO2,191,8,1,1,0.1,4,80,0.0382,PHB-,fructose,0.5,1
20830,19510,1,2019-07-22,2019-07-22 22:08:02,O2,-183.5,11,1,1,0.1,4,80,-0.0367,PHB-,fructose,0.5,1
138,141,1,2019-07-22,2019-07-22 22:09:01,CO2,141,8,1,1,0.1,1,80,0.0282,PHB+,fructose,0.5,1
201,206,3,2019-07-22,2019-07-22 22:09:01,CO2,206,8,1,1,0.1,3,80,0.0412,PHB-,fructose,0.5,1
97,95,2,2019-07-22,2019-07-22 22:09:01,CO2,95,8,1,1,0.1,2,80,0.019,PHB+,fructose,0.5,1
182,182,4,2019-07-22,2019-07-22 22:09:01,CO2,182,8,1,1,0.1,4,80,0.0364,PHB-,fructose,0.5,1
20840,19520,1,2019-07-22,2019-07-22 22:09:01,O2,-173.5,11,1,1,0.1,4,80,-0.0347,PHB-,fructose,0.5,1
136,149,1,2019-07-22,2019-07-22 22:10:01,CO2,149,8,1,1,0.1,1,80,0.0298,PHB+,fructose,0.5,1
201,207,3,2019-07-22,2019-07-22 22:10:01,CO2,207,8,1,1,0.1,3,80,0.0414,PHB-,fructose,0.5,1
97,100,2,2019-07-22,2019-07-22 22:10:01,CO2,100,8,1,1,0.1,2,80,0.02,PHB+,fructose,0.5,1
186,197,4,2019-07-22,2019-07-22 22:10:01,CO2,197,8,1,1,0.1,4,80,0.0394,PHB-,fructose,0.5,1
20850,19530,1,2019-07-22,2019-07-22 22:10:01,O2,-163.5,11,1,1,0.1,4,80,-0.0327,PHB-,fructose,0.5,1
136,146,1,2019-07-22,2019-07-22 22:11:02,CO2,146,8,1,1,0.1,1,80,0.0292,PHB+,fructose,0.5,1
202,212,3,2019-07-22,2019-07-22 22:11:02,CO2,212,8,1,1,0.1,3,80,0.0424,PHB-,fructose,0.5,1
94,95,2,2019-07-22,2019-07-22 22:11:02,CO2,95,8,1,1,0.1,2,80,0.019,PHB+,fructose,0.5,1
184,191,4,2019-07-22,2019-07-22 22:11:02,CO2,191,8,1,1,0.1,4,80,0.0382,PHB-,fructose,0.5,1
20860,19540,1,2019-07-22,2019-07-22 22:11:02,O2,-153.5,11,1,1,0.1,4,80,-0.0307,PHB-,fructose,0.5,1
136,129,1,2019-07-22,2019-07-22 22:12:01,CO2,129,8,1,1,0.1,1,80,0.0258,PHB+,fructose,0.5,1
201,197,3,2019-07-22,2019-07-22 22:12:01,CO2,197,8,1,1,0.1,3,80,0.0394,PHB-,fructose,0.5,1
96,90,2,2019-07-22,2019-07-22 22:12:01,CO2,90,8,1,1,0.1,2,80,0.018,PHB+,fructose,0.5,1
182,172,4,2019-07-22,2019-07-22 22:12:01,CO2,172,8,1,1,0.1,4,80,0.0344,PHB-,fructose,0.5,1
20860,19540,1,2019-07-22,2019-07-22 22:12:01,O2,-153.5,11,1,1,0.1,4,80,-0.0307,PHB-,fructose,0.5,1
140,139,1,2019-07-22,2019-07-22 22:13:01,CO2,139,8,1,1,0.1,1,80,0.0278,PHB+,fructose,0.5,1
198,201,3,2019-07-22,2019-07-22 22:13:01,CO2,201,8,1,1,0.1,3,80,0.0402,PHB-,fructose,0.5,1
95,101,2,2019-07-22,2019-07-22 22:13:01,CO2,101,8,1,1,0.1,2,80,0.0202,PHB+,fructose,0.5,1
183,184,4,2019-07-22,2019-07-22 22:13:02,CO2,184,8,1,1,0.1,4,80,0.0368,PHB-,fructose,0.5,1
20870,19550,1,2019-07-22,2019-07-22 22:13:02,O2,-143.5,11,1,1,0.1,4,80,-0.0287,PHB-,fructose,0.5,1
140,136,1,2019-07-22,2019-07-22 22:14:01,CO2,136,8,1,1,0.1,1,80,0.0272,PHB+,fructose,0.5,1
201,198,3,2019-07-22,2019-07-22 22:14:01,CO2,198,8,1,1,0.1,3,80,0.0396,PHB-,fructose,0.5,1
96,91,2,2019-07-22,2019-07-22 22:14:01,CO2,91,8,1,1,0.1,2,80,0.0182,PHB+,fructose,0.5,1
181,186,4,2019-07-22,2019-07-22 22:14:01,CO2,186,8,1,1,0.1,4,80,0.0372,PHB-,fructose,0.5,1
20870,19550,1,2019-07-22,2019-07-22 22:14:01,O2,-143.5,11,1,1,0.1,4,80,-0.0287,PHB-,fructose,0.5,1
140,132,1,2019-07-22,2019-07-22 22:15:01,CO2,132,8,1,1,0.1,1,80,0.0264,PHB+,fructose,0.5,1
198,202,3,2019-07-22,2019-07-22 22:15:01,CO2,202,8,1,1,0.1,3,80,0.0404,PHB-,fructose,0.5,1
95,96,2,2019-07-22,2019-07-22 22:15:01,CO2,96,8,1,1,0.1,2,80,0.0192,PHB+,fructose,0.5,1
184,175,4,2019-07-22,2019-07-22 22:15:01,CO2,175,8,1,1,0.1,4,80,0.035,PHB-,fructose,0.5,1
20870,19550,1,2019-07-22,2019-07-22 22:15:01,O2,-143.5,11,1,1,0.1,4,80,-0.0287,PHB-,fructose,0.5,1
134,125,1,2019-07-22,2019-07-22 22:16:02,CO2,125,8,1,1,0.1,1,80,0.025,PHB+,fructose,0.5,1
194,189,3,2019-07-22,2019-07-22 22:16:02,CO2,189,8,1,1,0.1,3,80,0.0378,PHB-,fructose,0.5,1
95,94,2,2019-07-22,2019-07-22 22:16:02,CO2,94,8,1,1,0.1,2,80,0.0188,PHB+,fructose,0.5,1
182,188,4,2019-07-22,2019-07-22 22:16:02,CO2,188,8,1,1,0.1,4,80,0.0376,PHB-,fructose,0.5,1
20870,19550,1,2019-07-22,2019-07-22 22:16:02,O2,-143.5,11,1,1,0.1,4,80,-0.0287,PHB-,fructose,0.5,1
140,136,1,2019-07-22,2019-07-22 22:17:01,CO2,136,8,1,1,0.1,1,80,0.0272,PHB+,fructose,0.5,1
195,183,3,2019-07-22,2019-07-22 22:17:01,CO2,183,8,1,1,0.1,3,80,0.0366,PHB-,fructose,0.5,1
98,99,2,2019-07-22,2019-07-22 22:17:01,CO2,99,8,1,1,0.1,2,80,0.0198,PHB+,fructose,0.5,1
185,187,4,2019-07-22,2019-07-22 22:17:01,CO2,187,8,1,1,0.1,4,80,0.0374,PHB-,fructose,0.5,1
20870,19550,1,2019-07-22,2019-07-22 22:17:01,O2,-143.5,11,1,1,0.1,4,80,-0.0287,PHB-,fructose,0.5,1
143,141,1,2019-07-22,2019-07-22 22:18:02,CO2,141,8,1,1,0.1,1,80,0.0282,PHB+,fructose,0.5,1
195,188,3,2019-07-22,2019-07-22 22:18:02,CO2,188,8,1,1,0.1,3,80,0.0376,PHB-,fructose,0.5,1
97,91,2,2019-07-22,2019-07-22 22:18:02,CO2,91,8,1,1,0.1,2,80,0.0182,PHB+,fructose,0.5,1
190,199,4,2019-07-22,2019-07-22 22:18:02,CO2,199,8,1,1,0.1,4,80,0.0398,PHB-,fructose,0.5,1
20850,19530,1,2019-07-22,2019-07-22 22:18:02,O2,-163.5,11,1,1,0.1,4,80,-0.0327,PHB-,fructose,0.5,1
140,132,1,2019-07-22,2019-07-22 22:19:01,CO2,132,8,1,1,0.1,1,80,0.0264,PHB+,fructose,0.5,1
201,204,3,2019-07-22,2019-07-22 22:19:01,CO2,204,8,1,1,0.1,3,80,0.0408,PHB-,fructose,0.5,1
97,100,2,2019-07-22,2019-07-22 22:19:01,CO2,100,8,1,1,0.1,2,80,0.02,PHB+,fructose,0.5,1
189,191,4,2019-07-22,2019-07-22 22:19:01,CO2,191,8,1,1,0.1,4,80,0.0382,PHB-,fructose,0.5,1
20850,19530,1,2019-07-22,2019-07-22 22:19:01,O2,-163.5,11,1,1,0.1,4,80,-0.0327,PHB-,fructose,0.5,1
118,115,1,2019-07-22,2019-07-22 22:25:01,CO2,115,12,1,2,0.1,5,80,0.023,PHB+,ammonium,2,0.05
82,78,3,2019-07-22,2019-07-22 22:25:01,CO2,78,12,1,2,0.1,7,80,0.0156,PHB-,ammonium,2,0.05
173,170,2,2019-07-22,2019-07-22 22:25:01,CO2,170,12,1,2,0.1,6,80,0.034,PHB+,ammonium,2,0.05
107,107,4,2019-07-22,2019-07-22 22:25:01,CO2,107,12,1,2,0.1,8,80,0.0214,PHB-,ammonium,2,0.05
20900,19580,1,2019-07-22,2019-07-22 22:25:01,O2,-113.5,12,1,2,0.1,5,80,-0.0227,PHB+,ammonium,2,0.05
115,121,1,2019-07-22,2019-07-22 22:26:01,CO2,121,12,1,2,0.1,5,80,0.0242,PHB+,ammonium,2,0.05
82,84,3,2019-07-22,2019-07-22 22:26:02,CO2,84,12,1,2,0.1,7,80,0.0168,PHB-,ammonium,2,0.05
172,162,2,2019-07-22,2019-07-22 22:26:02,CO2,162,12,1,2,0.1,6,80,0.0324,PHB+,ammonium,2,0.05
107,104,4,2019-07-22,2019-07-22 22:26:02,CO2,104,12,1,2,0.1,8,80,0.0208,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:26:02,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
122,121,1,2019-07-22,2019-07-22 22:27:01,CO2,121,12,1,2,0.1,5,80,0.0242,PHB+,ammonium,2,0.05
85,85,3,2019-07-22,2019-07-22 22:27:01,CO2,85,12,1,2,0.1,7,80,0.017,PHB-,ammonium,2,0.05
170,167,2,2019-07-22,2019-07-22 22:27:01,CO2,167,12,1,2,0.1,6,80,0.0334,PHB+,ammonium,2,0.05
106,107,4,2019-07-22,2019-07-22 22:27:01,CO2,107,12,1,2,0.1,8,80,0.0214,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:27:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
118,121,1,2019-07-22,2019-07-22 22:28:01,CO2,121,12,1,2,0.1,5,80,0.0242,PHB+,ammonium,2,0.05
84,84,3,2019-07-22,2019-07-22 22:28:01,CO2,84,12,1,2,0.1,7,80,0.0168,PHB-,ammonium,2,0.05
173,175,2,2019-07-22,2019-07-22 22:28:01,CO2,175,12,1,2,0.1,6,80,0.035,PHB+,ammonium,2,0.05
110,112,4,2019-07-22,2019-07-22 22:28:01,CO2,112,12,1,2,0.1,8,80,0.0224,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:28:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
117,109,1,2019-07-22,2019-07-22 22:29:02,CO2,109,12,1,2,0.1,5,80,0.0218,PHB+,ammonium,2,0.05
86,80,3,2019-07-22,2019-07-22 22:29:02,CO2,80,12,1,2,0.1,7,80,0.016,PHB-,ammonium,2,0.05
176,179,2,2019-07-22,2019-07-22 22:29:02,CO2,179,12,1,2,0.1,6,80,0.0358,PHB+,ammonium,2,0.05
112,113,4,2019-07-22,2019-07-22 22:29:02,CO2,113,12,1,2,0.1,8,80,0.0226,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:29:02,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
114,104,1,2019-07-22,2019-07-22 22:30:01,CO2,104,12,1,2,0.1,5,80,0.0208,PHB+,ammonium,2,0.05
85,90,3,2019-07-22,2019-07-22 22:30:01,CO2,90,12,1,2,0.1,7,80,0.018,PHB-,ammonium,2,0.05
176,170,2,2019-07-22,2019-07-22 22:30:01,CO2,170,12,1,2,0.1,6,80,0.034,PHB+,ammonium,2,0.05
112,109,4,2019-07-22,2019-07-22 22:30:01,CO2,109,12,1,2,0.1,8,80,0.0218,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:30:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
113,119,1,2019-07-22,2019-07-22 22:31:01,CO2,119,12,1,2,0.1,5,80,0.0238,PHB+,ammonium,2,0.05
84,81,3,2019-07-22,2019-07-22 22:31:01,CO2,81,12,1,2,0.1,7,80,0.0162,PHB-,ammonium,2,0.05
161,161,2,2019-07-22,2019-07-22 22:31:02,CO2,161,12,1,2,0.1,6,80,0.0322,PHB+,ammonium,2,0.05
108,113,4,2019-07-22,2019-07-22 22:31:02,CO2,113,12,1,2,0.1,8,80,0.0226,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:31:02,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
118,132,1,2019-07-22,2019-07-22 22:32:01,CO2,132,12,1,2,0.1,5,80,0.0264,PHB+,ammonium,2,0.05
85,88,3,2019-07-22,2019-07-22 22:32:01,CO2,88,12,1,2,0.1,7,80,0.0176,PHB-,ammonium,2,0.05
140,137,2,2019-07-22,2019-07-22 22:32:01,CO2,137,12,1,2,0.1,6,80,0.0274,PHB+,ammonium,2,0.05
112,120,4,2019-07-22,2019-07-22 22:32:01,CO2,120,12,1,2,0.1,8,80,0.024,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:32:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
115,115,1,2019-07-22,2019-07-22 22:33:01,CO2,115,12,1,2,0.1,5,80,0.023,PHB+,ammonium,2,0.05
86,84,3,2019-07-22,2019-07-22 22:33:01,CO2,84,12,1,2,0.1,7,80,0.0168,PHB-,ammonium,2,0.05
124,119,2,2019-07-22,2019-07-22 22:33:01,CO2,119,12,1,2,0.1,6,80,0.0238,PHB+,ammonium,2,0.05
113,117,4,2019-07-22,2019-07-22 22:33:01,CO2,117,12,1,2,0.1,8,80,0.0234,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:33:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
114,104,1,2019-07-22,2019-07-22 22:34:01,CO2,104,12,1,2,0.1,5,80,0.0208,PHB+,ammonium,2,0.05
84,73,3,2019-07-22,2019-07-22 22:34:01,CO2,73,12,1,2,0.1,7,80,0.0146,PHB-,ammonium,2,0.05
112,116,2,2019-07-22,2019-07-22 22:34:01,CO2,116,12,1,2,0.1,6,80,0.0232,PHB+,ammonium,2,0.05
117,119,4,2019-07-22,2019-07-22 22:34:01,CO2,119,12,1,2,0.1,8,80,0.0238,PHB-,ammonium,2,0.05
20890,19570,1,2019-07-22,2019-07-22 22:34:01,O2,-123.5,12,1,2,0.1,5,80,-0.0247,PHB+,ammonium,2,0.05
113,109,1,2019-07-22,2019-07-22 22:35:01,CO2,109,12,1,2,0.1,5,80,0.0218,PHB+,ammonium,2,0.05
84,87,3,2019-07-22,2019-07-22 22:35:01,CO2,87,12,1,2,0.1,7,80,0.0174,PHB-,ammonium,2,0.05
101,105,2,2019-07-22,2019-07-22 22:35:01,CO2,105,12,1,2,0.1,6,80,0.021,PHB+,ammonium,2,0.05
119,120,4,2019-07-22,2019-07-22 22:35:01,CO2,120,12,1,2,0.1,8,80,0.024,PHB-,ammonium,2,0.05
20900,19580,1,2019-07-22,2019-07-22 22:35:01,O2,-113.5,12,1,2,0.1,5,80,-0.0227,PHB+,ammonium,2,0.05
118,111,1,2019-07-22,2019-07-22 22:36:01,CO2,111,12,1,2,0.1,5,80,0.0222,PHB+,ammonium,2,0.05
86,89,3,2019-07-22,2019-07-22 22:36:01,CO2,89,12,1,2,0.1,7,80,0.0178,PHB-,ammonium,2,0.05
90,90,2,2019-07-22,2019-07-22 22:36:01,CO2,90,12,1,2,0.1,6,80,0.018,PHB+,ammonium,2,0.05
118,110,4,2019-07-22,2019-07-22 22:36:02,CO2,110,12,1,2,0.1,8,80,0.022,PHB-,ammonium,2,0.05
20910,19590,1,2019-07-22,2019-07-22 22:36:02,O2,-103.5,12,1,2,0.1,5,80,-0.0207,PHB+,ammonium,2,0.05
113,105,1,2019-07-22,2019-07-22 22:37:01,CO2,105,12,1,2,0.1,5,80,0.021,PHB+,ammonium,2,0.05
84,87,3,2019-07-22,2019-07-22 22:37:01,CO2,87,12,1,2,0.1,7,80,0.0174,PHB-,ammonium,2,0.05
85,87,2,2019-07-22,2019-07-22 22:37:01,CO2,87,12,1,2,0.1,6,80,0.0174,PHB+,ammonium,2,0.05
122,122,4,2019-07-22,2019-07-22 22:37:01,CO2,122,12,1,2,0.1,8,80,0.0244,PHB-,ammonium,2,0.05
20920,19600,1,2019-07-22,2019-07-22 22:37:01,O2,-93.5,12,1,2,0.1,5,80,-0.0187,PHB+,ammonium,2,0.05
114,108,1,2019-07-22,2019-07-22 22:38:01,CO2,108,12,1,2,0.1,5,80,0.0216,PHB+,ammonium,2,0.05
84,76,3,2019-07-22,2019-07-22 22:38:01,CO2,76,12,1,2,0.1,7,80,0.0152,PHB-,ammonium,2,0.05
75,72,2,2019-07-22,2019-07-22 22:38:01,CO2,72,12,1,2,0.1,6,80,0.0144,PHB+,ammonium,2,0.05
121,117,4,2019-07-22,2019-07-22 22:38:01,CO2,117,12,1,2,0.1,8,80,0.0234,PHB-,ammonium,2,0.05
20930,19610,1,2019-07-22,2019-07-22 22:38:01,O2,-83.5,12,1,2,0.1,5,80,-0.0167,PHB+,ammonium,2,0.05
